FacilityID,Facility,ProgramID,ActvityTypeCategory,ActivityType,Gender,AgeLow,AgeHigh,AttendanceWeekDate,RegisteredIndividualsCount,UniqueIndividualCount,ProgramScheduleID,DateFrom,DateTo,Days,TimeFrom,TimeTo
{BB9EA2DF-1580-4F4D-A90B-4342E8782E16},Ramp Playground,3834,Athletic,Martial Arts,M/F,5,12,11/8/2021,19,7,8274,9/13/2021,6/9/2022,"Monday
Thursday",6:30pm,8:30pm
{C32FAF7D-618B-47F4-BDE5-A87BA5400958},Cibotti Recreation Center,1088,Athletic,Football,M/F,6,13,11/8/2021,65,60,8644,10/1/2021,11/19/2021,"Monday
Tuesday
Wednesday
Thursday",6:00pm,8:00pm
{C32FAF7D-618B-47F4-BDE5-A87BA5400958},Cibotti Recreation Center,1088,Athletic,Football,M/F,6,13,11/1/2021,65,65,8644,10/1/2021,11/19/2021,"Monday
Tuesday
Wednesday
Thursday",6:00pm,8:00pm
{13600B8B-AB62-4A39-95CF-5F31C6942010},Thomas B. Smith Recreation Center,4847,Other,Mentoring,M/F,13,16,11/8/2021,14,12,8613,10/12/2021,12/16/2021,"Tuesday
Thursday",4:00pm,6:00pm
{13600B8B-AB62-4A39-95CF-5F31C6942010},Thomas B. Smith Recreation Center,2955,Educational,Cooking,M/F,8,13,11/8/2021,13,7,8624,10/2/2021,6/4/2022,Saturday,11:00am,1:30pm
{13600B8B-AB62-4A39-95CF-5F31C6942010},Thomas B. Smith Recreation Center,4884,Athletic,Fitness,M/F,7,18,11/8/2021,20,11,8713,10/18/2021,6/17/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",4:00pm,6:00pm
{13600B8B-AB62-4A39-95CF-5F31C6942010},Thomas B. Smith Recreation Center,4758,After School,After School,M/F,6,12,11/8/2021,13,9,8379,9/13/2021,6/10/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",3:00pm,6:00pm
{88EA7A0F-8E9F-481F-A9B6-1C74F0ABE0A4},Barry Playground,1315,Athletic,Weightlifting,M/F,18,50,11/8/2021,48,23,,,,,,
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,942,Athletic,Basketball,M/F,8,16,11/8/2021,30,22,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,183,Cultural,Dance,M/F,4,18,11/15/2021,6,0,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4761,Educational,Cooking,M/F,7,16,11/15/2021,12,0,8385,10/5/2021,12/14/2021,Tuesday,6:00pm,7:00pm
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4804,Educational,Educational,M/F,3,4,11/15/2021,13,0,8512,9/20/2021,5/20/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",9:00am,11:00am
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4802,Educational,Educational,M/F,5,14,11/15/2021,6,0,8506,9/13/2021,5/27/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",3:30pm,5:45pm
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,173,Athletic,Gymnastics / Tumbling,M/F,6,17,11/15/2021,12,0,,,,,,
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,3459,Athletic,Baseball,M/F,7,18,11/8/2021,15,15,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,184,Athletic,Cheerleading,M/F,5,15,11/15/2021,45,0,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,1893,Athletic,Football,M/F,5,16,11/15/2021,120,0,,,,,,
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4733,Athletic,Soccer,M/F,6,10,11/8/2021,100,74,8236,9/9/2021,11/24/2021,Thursday,5:30pm,8:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4733,Athletic,Soccer,M/F,6,10,11/8/2021,100,74,8236,9/9/2021,11/24/2021,Thursday,5:30pm,8:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4734,Athletic,Baseball,M/F,6,10,11/8/2021,40,30,8237,9/3/2021,11/19/2021,Friday,5:30pm,8:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,11/8/2021,15,13,8234,8/23/2021,11/30/2021,Tuesday,5:30pm,7:30pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,11/8/2021,15,13,8235,8/23/2021,11/30/2021,"Sunday
Saturday",9:00am,12:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,11/8/2021,15,13,8234,8/23/2021,11/30/2021,Tuesday,5:30pm,7:30pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,11/8/2021,15,13,8235,8/23/2021,11/30/2021,"Sunday
Saturday",9:00am,12:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,11/8/2021,40,36,8232,8/23/2021,11/30/2021,"Monday
Wednesday
Saturday",5:30pm,8:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,11/8/2021,40,36,8232,8/23/2021,11/30/2021,"Monday
Wednesday
Saturday",5:30pm,8:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,11/8/2021,40,36,8233,8/23/2021,11/30/2021,"Sunday
Saturday",9:00am,1:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,11/8/2021,40,36,8233,8/23/2021,11/30/2021,"Sunday
Saturday",9:00am,1:00pm
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,939,Athletic,Boxing,M/F,8,18,11/8/2021,45,32,,,,,,
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,4805,Other,Games,M/F,6,17,11/8/2021,11,8,8520,10/8/2021,10/7/2022,Friday,3:00pm,5:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,3126,Athletic,Martial Arts,M/F,5,100,11/8/2021,20,10,8618,10/1/2021,10/1/2022,"Monday
Friday",5:00pm,8:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,633,Athletic,Zumba Fitness,M/F,10,90,11/8/2021,5,4,8699,10/5/2021,10/4/2022,Tuesday,6:30pm,8:30pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,639,Other,Older Adults,M/F,20,90,11/8/2021,10,6,8619,10/8/2021,10/8/2022,Friday,5:00pm,9:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,115,Other,Older Adults,M/F,25,100,11/8/2021,20,11,8698,10/5/2021,10/4/2022,Tuesday,10:00am,6:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,4852,Cultural,Art,M/F,18,99,11/8/2021,4,4,8621,10/8/2021,10/7/2022,"Monday
Wednesday",5:00pm,6:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,4851,Cultural,Art,M/F,18,99,11/8/2021,4,4,8620,10/8/2021,10/8/2022,"Monday
Friday",4:00pm,5:00pm
{9D68AC8D-CF45-49EC-81E3-022EF3203A04},Eastwick Regional Playground,1360,Educational,Educational,M/F,16,90,11/8/2021,5,3,8697,10/11/2021,10/17/2022,"Monday
Wednesday",6:30pm,8:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4803,Cultural,Dance,M/F,2,5,11/8/2021,8,8,8511,9/18/2021,12/18/2021,Saturday,9:00am,10:00am
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1139,Cultural,Dance,F,5,18,11/8/2021,6,6,8510,9/18/2021,12/18/2021,Saturday,3:00pm,4:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1137,Cultural,Dance,F,5,10,11/8/2021,3,3,8509,9/18/2021,12/18/2021,Saturday,12:00pm,1:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,414,Cultural,Dance,F,5,18,11/8/2021,2,2,8508,9/18/2021,12/18/2021,Saturday,11:00am,12:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1145,Athletic,Gymnastics / Tumbling,M/F,18,36,11/8/2021,14,14,8502,9/15/2021,11/17/2021,Wednesday,6:00pm,7:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1145,Athletic,Gymnastics / Tumbling,M/F,18,36,11/8/2021,14,14,8872,12/6/2021,2/26/2022,Wednesday,6:00pm,7:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1136,Cultural,Dance,F,5,18,11/8/2021,5,5,8507,9/18/2021,12/18/2021,Saturday,2:00pm,3:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4800,Athletic,Gymnastics / Tumbling,M/F,3,5,11/8/2021,15,15,8883,12/6/2021,2/26/2022,Thursday,5:30pm,6:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4800,Athletic,Gymnastics / Tumbling,M/F,3,5,11/8/2021,15,15,8504,9/16/2021,11/18/2021,Thursday,5:30pm,6:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1143,Athletic,Gymnastics / Tumbling,F,10,18,11/8/2021,18,18,8878,12/6/2021,2/26/2022,Wednesday,5:15pm,8:15pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1143,Athletic,Gymnastics / Tumbling,F,10,18,11/8/2021,18,18,8503,9/15/2021,11/17/2021,"Wednesday
Saturday",5:15pm,6:15pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1146,Athletic,Gymnastics / Tumbling,F,8,14,11/8/2021,19,19,8877,12/6/2021,2/26/2022,"Tuesday
Friday",4:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1146,Athletic,Gymnastics / Tumbling,F,8,14,11/8/2021,19,19,8501,9/14/2021,11/19/2021,"Tuesday
Friday",4:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4799,Athletic,Gymnastics / Tumbling,M/F,18,99,11/8/2021,10,10,8871,12/6/2021,2/26/2022,Tuesday,7:00pm,8:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4799,Athletic,Gymnastics / Tumbling,M/F,18,99,11/8/2021,10,10,8500,9/14/2021,11/23/2021,Tuesday,7:00pm,8:15pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,3186,Athletic,Track / Running,F,11,14,11/8/2021,15,15,8488,9/20/2021,11/24/2021,"Monday
Wednesday",6:00pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1142,Athletic,Gymnastics / Tumbling,M/F,6,10,11/8/2021,10,10,8497,9/13/2021,11/15/2021,Monday,6:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1142,Athletic,Gymnastics / Tumbling,M/F,6,10,11/8/2021,10,10,8876,12/6/2021,2/26/2022,Monday,6:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,412,Athletic,Gymnastics / Tumbling,M/F,3,4,11/8/2021,12,12,8875,12/6/2021,2/26/2022,Monday,6:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,412,Athletic,Gymnastics / Tumbling,M/F,3,4,11/8/2021,12,12,8498,9/13/2021,11/15/2021,Monday,6:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1144,Athletic,Gymnastics / Tumbling,F,9,15,11/8/2021,13,13,7808,3/15/2021,5/28/2021,"Tuesday
Friday",4:00pm,5:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1144,Athletic,Gymnastics / Tumbling,F,9,15,11/8/2021,13,13,8496,9/18/2021,11/20/2021,Saturday,1:30pm,3:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1144,Athletic,Gymnastics / Tumbling,F,9,15,11/8/2021,13,13,8882,12/6/2021,2/26/2022,Saturday,1:30pm,3:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1633,Cultural,Dance,M/F,5,7,11/8/2021,2,2,7809,3/15/2021,5/28/2021,Friday,5:00pm,6:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1633,Cultural,Dance,M/F,5,7,11/8/2021,2,2,8490,9/18/2021,12/18/2021,Saturday,10:00am,11:00am
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1134,Cultural,Dance,F,5,18,11/8/2021,6,6,8491,9/18/2021,12/18/2021,Saturday,1:00pm,2:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1134,Cultural,Dance,F,5,18,11/8/2021,6,6,7810,3/15/2021,5/28/2021,Friday,6:15pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2052,Athletic,Gymnastics / Tumbling,M,6,18,11/8/2021,15,15,8487,9/18/2021,11/20/2021,Saturday,3:00pm,4:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1157,Athletic,Gymnastics / Tumbling,M/F,8,18,11/8/2021,7,7,8486,9/14/2021,11/19/2021,"Tuesday
Friday",4:30pm,6:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1157,Athletic,Gymnastics / Tumbling,M/F,8,18,11/8/2021,7,7,7812,3/15/2021,5/28/2021,"Monday
Wednesday",4:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1157,Athletic,Gymnastics / Tumbling,M/F,8,18,11/8/2021,7,7,8873,12/6/2021,2/26/2022,"Tuesday
Friday",4:30pm,6:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2128,Athletic,Track / Running,F,8,10,11/8/2021,15,15,8485,9/20/2021,11/24/2021,"Monday
Wednesday",6:00pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2128,Athletic,Track / Running,F,8,10,11/8/2021,15,15,7815,3/15/2021,5/29/2021,"Monday
Wednesday",6:00pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,416,After School,After School,M/F,5,12,11/8/2021,25,25,8351,9/13/2021,5/27/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",3:00pm,6:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2050,Athletic,Gymnastics / Tumbling,M/F,6,18,11/8/2021,16,16,7813,3/15/2021,5/28/2021,Thursday,4:30pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2050,Athletic,Gymnastics / Tumbling,M/F,6,18,11/8/2021,16,16,8494,9/18/2021,11/20/2021,Saturday,12:00pm,1:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,676,Athletic,Martial Arts,M/F,9,80,11/8/2021,12,12,7814,3/3/2021,5/26/2021,Wednesday,6:00pm,7:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,676,Athletic,Martial Arts,M/F,9,80,11/8/2021,12,12,8489,9/6/2021,12/22/2021,"Monday
Wednesday",6:00pm,8:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,676,Athletic,Martial Arts,M/F,9,80,11/8/2021,12,12,8869,12/6/2021,2/26/2022,Saturday,10:00am,2:00pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1152,Athletic,Gymnastics / Tumbling,F,8,18,11/8/2021,25,25,8880,12/6/2021,2/26/2022,"Monday
Thursday",4:30pm,6:30pm
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1152,Athletic,Gymnastics / Tumbling,F,8,18,11/8/2021,25,25,8484,9/13/2021,11/18/2021,"Monday
Thursday",4:30pm,6:30pm
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,4893,Other,Mentoring,M/F,1,3,11/1/2021,1,1,8727,10/25/2021,2/28/2022,Monday,1:30pm,3:30pm
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,4816,Educational,After Care,M/F,7,12,11/1/2021,8,8,,,,,,
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,1183,Athletic,Cheerleading,M/F,6,14,11/1/2021,100,100,8542,8/30/2021,12/23/2021,"Monday
Tuesday
Wednesday
Thursday
Friday
Saturday",6:00am,8:30pm
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,1181,Athletic,Football,M,5,14,11/1/2021,300,110,8543,8/30/2021,12/23/2021,"Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday",6:00pm,9:00pm
{561C13D2-87D4-48D6-B401-795C2978D25C},Dorsey Playground,598,Cultural,Ceramics,M/F,18,99,11/8/2021,2,2,,,,,,
{561C13D2-87D4-48D6-B401-795C2978D25C},Dorsey Playground,2002,After School,After School,M/F,6,10,11/8/2021,7,7,,,,,,
{561C13D2-87D4-48D6-B401-795C2978D25C},Dorsey Playground,1508,Cultural,Art,M/F,5,12,11/8/2021,2,2,,,,,,
{561C13D2-87D4-48D6-B401-795C2978D25C},Dorsey Playground,3989,Cultural,Art,M/F,6,13,11/8/2021,10,10,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,11/8/2021,0,22,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,11/8/2021,0,32,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,11/1/2021,0,33,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,10/25/2021,0,25,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,10/18/2021,0,26,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,10/11/2021,0,30,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,10/4/2021,0,35,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,9/27/2021,0,30,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,9/27/2021,0,30,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,9/20/2021,0,24,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,9/13/2021,0,18,,,,,,
{1DC90953-ED07-4F08-B79F-B68C3CAFC326},DiSilvestro Playground,2747,Other,Public / Open Programming,M/F,1,99,9/6/2021,0,15,,,,,,
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,4090,Athletic,Basketball,M,12,16,9/6/2021,15,0,8791,9/6/2021,5/25/2022,"Monday
Wednesday",6:00pm,8:30pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,4090,Athletic,Basketball,M,12,16,9/6/2021,15,15,8791,9/6/2021,5/25/2022,"Monday
Wednesday",6:00pm,8:30pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,4090,Athletic,Basketball,M,12,16,9/6/2021,15,15,8791,9/6/2021,5/25/2022,"Monday
Wednesday",6:00pm,8:30pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,11/8/2021,6,6,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,11/1/2021,5,4,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,4930,After School,After School,M/F,6,12,10/25/2021,5,3,8793,9/27/2021,5/31/2022,"Monday
Tuesday
Wednesday
Thursday
Friday",3:00am,6:00am
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,10/25/2021,5,4,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,10/18/2021,5,4,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,10/4/2021,5,5,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,9/27/2021,5,5,8796,10/4/2021,3/28/2022,Monday,4:00pm,4:45pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,11/1/2021,0,5,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,10/25/2021,0,0,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,10/18/2021,0,0,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,10/11/2021,0,0,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,10/4/2021,0,0,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,9/27/2021,0,11,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,9/20/2021,0,8,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,9/13/2021,0,0,8445,9/17/2021,12/17/2021,Friday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,11/1/2021,0,1,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,11/1/2021,0,1,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/25/2021,0,0,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/25/2021,0,0,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/18/2021,0,5,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/18/2021,0,5,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/11/2021,0,2,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/11/2021,0,2,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/4/2021,0,1,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,10/4/2021,0,1,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,9/27/2021,0,2,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,9/27/2021,0,2,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,9/20/2021,0,0,7941,4/20/2021,7/1/2021,"Tuesday
Thursday",6:00pm,7:30pm
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,9/20/2021,0,0,8444,9/16/2021,12/23/2021,Thursday,6:30pm,8:30pm
