OBJECTID,PUBLIC_NAME,LABEL,Exclude,PARENT_NAME,NESTED,OFFICIAL_NAME,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
155,Sergeant John J McVeigh Recreation Center,McVeigh,No,Sergeant John J McVeigh Recreation Center,N,Sergeant John J. McVeigh Recreation Center,John J. McKinley Playground,1908,3390 D ST,19134,400-64 E ONTARIO ST,400-64 E ONTARIO ST,6.32017882,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,25,Y,Y,Y,,43637.40234,828.8933338
156,Malcolm X Memorial Park,Malcolm X,No,Malcolm X Memorial Park,N,Malcolm X Memorial Park,Black Oak Park,182,5100 PINE ST,19143,5100 PINE ST,51st & Pine,6.29782132,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,3,18,Y,Y,N,,43422.74609,826.4562307
157,Joseph A Scanlon Playground,Scanlon,No,Joseph A Scanlon Playground,N,Joseph A. Scanlon Playground,"Webster Playground, Scanlon Ice Rink",1950,1099 E TIOGA ST,19134,1099 E TIOGA ST,"1099 E TIOGA ST, Tioga & J",6.1423657,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,24,Y,Y,Y,,42411.34375,908.6693605
158,Fairmount Water Works Historic Area,Water Works,Yes,East Fairmount Park,Y,Fairmount Water Works Historic Area,,2880,650 WATER WORKS DR,19130,,620-690 AQUARIUM DR,5.38911015,NEIGHBORHOOD_PARK,HISTORIC_SITE,7,5,5,9,Y,Y,N,,37174.16406,1347.417605
159,Frank McArdle Memorial Recreation Center,McArdle,No,Frank McArdle Memorial Recreation Center,N,Frank McArdle Memorial Recreation Center,,1991,2945 WELSH RD,19152,8930 ASHTON RD,2933 WELSH RD;2801 WELSH RD;8930 ASHTON RD;2951 WELSH RD;Welsh & Tolbut,6.13683214,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,,42447.34766,1088.119045
160,Boniface Piccoli Playground,Piccoli,No,Boniface Piccoli Playground,N,Boniface Piccoli Playground,,1935,1500 E CAYUGA ST,19124,1501 E BRISTOL ST,1501 E BRISTOL ST;O & Bristol,6.01261801,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,24,Y,Y,Y,,41529.10547,807.0223726
161,Mayfair Recreation Center,Mayfair,No,Mayfair Recreation Center,N,Mayfair Recreation Center,Mayfair Community Center,1905,3000 SAINT VINCENT ST,19149,2901 PRINCETON AVE,2901 PRINCETON AVE;3015 PRINCETON AVE;2990 SAINT VINCENT ST,6.47532452,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,6,15,Y,Y,Y,One of the buildings and fields leased out to Mayfair Community Development Corporation,44761.62891,936.0616078
162,Cliveden Park,Cliveden,No,Cliveden Park,N,Cliveden Park,,1106,501 E JOHNSON ST,19119,501 E JOHNSON ST,"6400 Chew Ave, Chew & Cliveden",5.95252079,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,14,Y,Y,N,,41161.37109,849.5287739
163,Helen G Sturgis Playground,Sturgis,No,Helen G Sturgis Playground,N,Helen G. Sturgis Playground,,1960,6420 N 2ND ST,19126,200-20 W 65TH AVE,200-20 W 65TH AVE;2nd & 65th;210 W 65TH AVE;6460 N 2ND ST,5.84220701,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,40395.29688,800.5240904
164,Jack Horgan Memorial Field at Old Line Park,Horgan,No,Jack Horgan Memorial Field at Old Line Park,N,Jack Horgan Memorial Field at Old Line Park,Old Line Park,2558,8730 OLD LINE RD,19128,8730 OLD LINE RD,,6.14692419,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,,42525.64453,884.7785665
165,John L Barrett Playground,Barrett,no,John L Barrett Playground,N,John L. Barrett Playground,Lindley Playground,1814,700 W DUNCANNON AVE,19120,641 LINDLEY AVE,8th & Lindley;641 LINDLEY AVE;5200 N FRANKLIN ST;715 W DUNCANNON AVE,5.77557892,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,"8, 9",35,Y,Y,Y,,39912.85938,900.0345904
166,John J McCreesh Sr Playground,McCreesh,no,John J McCreesh Sr Playground,N,"John J. McCreesh, Sr. Playground",,508,6744 REGENT ST,19142,6744 REGENT ST,6600 REGENT ST,5.29779326,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,2,12,Y,Y,Y,,36499.89453,1000.845774
167,Parkside Evans Recreation Center,Parkside Evans,no,West Fairmount Park,Y,Parkside Evans Recreation Center,,1930,5271 PARKSIDE AVE,19131,,5300 PARKSIDE AVE;5301 PARKSIDE AVE,4.01365062,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,19,Y,Y,Y,,27702.26172,887.8813151
168,Carroll Park,Carroll,no,Carroll Park,N,,,374,5801 W GIRARD AVE,19131,5801 W GIRARD AVE,58th & Girard,5.63620596,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,4,19,Y,Y,N,,38881.91016,784.1408026
169,Clearview Park,Clearview,no,Clearview Park,N,,,500,7600 BUIST AVE,19153,"7600 BUIST AVE, 7615-21 CHELWYNDE AVE, 7631 CHELWYNDE AVE, 2545 S 77TH ST, 2522 S 76TH ST","77th & Buist;7615-21 CHELWYNDE AVE, 7631 CHELWYNDE AVE, 2545 S 77TH ST, 2522 S 76TH ST",5.58653306,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,N,,38468.46094,1557.801214
170,Ramonita Negron Rivera Recreation and Community Center,Rivera,no,Ramonita Negron Rivera Recreation and Community Center,N,Ramonita Negron Rivera Recreation and Community Center,Mann Recreation Center,1941,3201 N 05TH ST,19140,3201 N 05TH ST,5th & Allegheny,5.44707252,NEIGHBORHOOD_PARK,RECREATION_SITE,6,3,7,25,Y,Y,Y,Mann Older Adult Center is also located in the building on this site.,37609.67188,864.0475288
171,Franklin Delano Roosevelt Playground,Roosevelt,no,Franklin Delano Roosevelt Playground,N,Franklin Delano Roosevelt Playground,,1943,4300 HELLERMAN ST,19135,4301 LEVICK ST,"6455 WALKER ST, Levick & Walker;4301 LEVICK ST",5.45401817,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,"2020 Playground, Sprayground, Basketball Courts Renovations Completed.",37685.375,776.1394287
172,A Albert Cherashore Playground,Cherashore,no,A Albert Cherashore Playground,N,A. Albert Cherashore Playground,,1828,900 W CHEW AVE,19141,851 W OLNEY AVE,851-951 W OLNEY AVE;9th & Olney;960 CHEW AVE,5.24056806,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,36223.69531,770.9657305
173,Barnes Foundation Museum,Barnes,Yes,Benjamin Franklin Parkway,Y,The Barnes Foundation Museum,,2805,2051 BENJAMIN FRANKLIN PKY,19130,2025L BENJAMIN FRANKLIN PKWY,2025L BENJAMIN FRANKLIN PKWY,5.39244537,NEIGHBORHOOD_PARK,MUSEUM,7,5,5,9,N,N,N,This is the portion of the Benjamin Franklin Parkway that is associated with the Barnes Foundation Museum.,37188.28516,820.0288227
174,William T Granahan Playground,Granahan,no,Cobbs Creek Park,Y,William T. Granahan Playground,,1864,6532 CALLOWHILL ST,19151,"338-50 N 65TH ST, 6525-47 VINE ST","65th & Callowhill;338-50 N 65TH ST, 6525-47 VINE ST",5.3086179,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,36619.69141,1032.553699
175,George Connell Park,Connell,no,George Connell Park,N,George Connell Park,,955,6401 ELMWOOD AVE,19142,6401 ELMWOOD AVE,64th & Elmwood,5.32086281,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,N,,36655.10156,762.5518521
176,West Mill Creek,West Mill Creek,No,West Mill Creek,N,West Mill Creek,,1970,5100 WESTMINSTER AVE,19139,"525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST","51st & Reno;525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST",5.24408703,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,16,Y,Y,Y,,36173.57031,1712.717768
177,Lonnie Young Recreation Center of East Germantown,Young,No,Lonnie Young Recreation Center of East Germantown,N,The Lonnie Young Recreation Center of East Germantown,East Germantown Recreation Center,1897,1100 E CHELTEN AVE,19138,1100 E CHELTEN AVE,Ardleigh St & E Chelten Ave;5650 ANDERSON ST,5.22899521,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,36156.42969,787.0633971
178,Carousel House Recreation Center,Carousel,No,West Fairmount Park,Y,Carousel House Recreation Center,Recreation District HQ,1824,4300 AVENUE OF THE REPUBLIC,19131,,1601 BELMONT AVE;1701 Belmont Ave;1701-15 BELMONT AVE,5.24415623,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,16,Y,Y,Y,Dept of Rec created in 1987 according to signage,36185.88281,801.6251448
179,Eileen Fitzpatrick Playground,Fitzpatrick,No,Eileen Fitzpatrick Playground,N,Eileen Fitzpatrick Playground,,1983,12485 ACADEMY RD,19154,3500 ACADEMY RD,3500 ACADEMY RD;12501 TORREY RD;Academy & Torrey,4.94088539,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,Land is owned by School District-PPR leases. Part of the Decatur School Property.,34210.49219,762.5484541
180,11th and Cecil B Moore Playground,11th and CB Moore,No,11th and Cecil B Moore Playground,N,,11th & Columbia,1135,1737 N 11TH ST,19122,1001-33 CECIL B MOORE AVE,1001-33 CECIL B MOORE AVE;1701 N 11TH ST,5.18168705,NEIGHBORHOOD_PARK,MISC_PARK,10,6,5,22,Y,Y,Y,Inquiries go to PPR District 6 Administration,35754.375,755.8912286
181,Waterview Recreation Center,Waterview,No,Waterview Recreation Center,N,Waterview Recreation Center,,1980,5826 MCMAHON AVE,19144,5826 MCMAHON AVE,5820 MCMAHON AVE;Haines & McMahon,5.16464053,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,35706.125,769.2444198
182,Cohocksink Recreation Center,Cohocksink,No,Cohocksink Recreation Center,N,Cohocksink Recreation Center,,1838,2901 CEDAR ST,19134,2901 CEDAR ST,"2889 CEDAR ST, Cedar & Cambria",5.11661966,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,35311.12891,861.3478507
183,McMichael Park,McMichael,No,McMichael Park,N,,,880,3201 MIDVALE AVE,19129,3201-45 MIDVALE AVE,"3201-45 MIDVALE AVE, Midvale & Henry",5.8436315,NEIGHBORHOOD_PARK,MISC_PARK,4,4,4,39,Y,Y,N,,40368.54688,861.0490153
184,Stephen E Fotteral Square,Fotteral,No,Stephen E Fotteral Square,N,Stephen E. Fotteral Square,James Young Memorial Playground,1184,2400 N 11TH ST,19133,2400 N 11TH ST,11th & York,5.06786818,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6,6,5,22,Y,Y,N,,34980.16406,739.4639637
185,Lawrence E Murphy Recreation Center,Murphy,No,Lawrence E Murphy Recreation Center,N,Lawrence E. Murphy Recreation Center,Greenwich Recreation Center,1919,300 SHUNK ST,19148,300 SHUNK ST,4th & Shunk;2600 S 3RD ST,4.95002527,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,34092.51563,725.6670731
186,Harrowgate Park,Harrowgate,No,Harrowgate Park,N,,Gates Park,639,3455 KENSINGTON AVE,19134,3455 KENSINGTON AVE,Tioga & Kensington,4.91227345,NEIGHBORHOOD_PARK,MISC_PARK,5,2,1,24,Y,Y,N,,33915.88672,753.3200457
187,48th and Woodland Playground,48th and Woodland,No,48th and Woodland Playground,N,"
",Comegys Playground,1804,4740 WOODLAND AVE,19143,4740 WOODLAND AVE,,4.84659469,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,18,Y,Y,Y,,33406.15625,748.8016876
188,East Poplar Playground,East Poplar,No,East Poplar Playground,N,East Poplar Playground,,1851,800 N 08TH ST,19123,"882 N 08TH ST, 800 N 08TH ST","820 N 08TH ST, 9th & Parish;882 N 08TH ST",4.84109444,NEIGHBORHOOD_PARK,RECREATION_SITE,10,6,5,6,Y,Y,Y,,33392.67969,876.0069701
189,Narcissa S Cruz Recreation Center,Cruz,No,Narcissa S Cruz Recreation Center,N,Narcissa S. Cruz Recreation Center,Manila Park,908,1401 N 06TH ST,19122,1400-52 N 05TH ST,1400-52 N 05TH ST;1431 N 06TH ST;6th & Master;1405 N 05TH St;575 MASTER ST,4.80989873,NEIGHBORHOOD_PARK,RECREATION_SITE,10,2,7,26,Y,Y,Y,,33183.89453,723.5594363
190,Holmesburg Recreation Center,Holmesburg,No,Holmesburg Recreation Center,N,Holmesburg Recreation Center,Crispin School,1873,4510 RHAWN ST,19136,"4500 DECATUR ST, 4500 RHAWN ST",4500 DECATUR ST;4500 RHAWN ST,4.68314212,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,6,15,Y,Y,Y,Archdiocese of Philadelphia leases the fields,32368.74609,812.5869834
191,Lardners Point Park,Lardners,Yes,Lardners Point Park,N,,,1650,5202 LEVICK ST,19135,6301 MILNOR ST,6301 MILNOR ST,4.96531781,NEIGHBORHOOD_PARK,MISC_PARK,2,2,6,15,Y,Y,N,,34291.82031,921.2590726
192,Frederick Cione Playground,Cione,No,Frederick Cione Playground,N,Frederick Cione Playground,Aramingo Sqaure,1830,2600 ARAMINGO AVE,19125,2600 ARAMINGO AVE,"Aramingo & Lehigh, 2610 ARAMINGO AVE",4.75223939,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,26,Y,Y,Y,,32793.00391,944.9786768
193,Pleasant Playground,Pleasant,No,Pleasant Playground,N,Pleasant Playground,,1936,305 SLOCUM ST,19119,6757 CHEW AVE,6757 CHEW AVE;6750 BOYER ST;332 PLEASANT ST;Boyer & Pleasant,4.75616184,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,32894.05078,796.3105971
194,Athletic Recreation Center,Athletic,No,Athletic Recreation Center,N,Athletic Recreation Center,Jefferson Baseball Grounds;26th and Master,1811,2626 W JEFFERSON ST,19121,1401-55 N 27TH ST,"1450 N 26TH ST; 1420 N 26TH ST, 1401-55 N 27TH ST",4.6934431,NEIGHBORHOOD_PARK,RECREATION_SITE,7,6,5,22,Y,Y,Y,,32384.57813,714.9785625
195,Happy Hollow Recreation Center,Happy Hollow,No,Happy Hollow Recreation Center,N,Happy Hollow Recreation Center,,1868,4800 WAYNE AVE,19144,4740 WAYNE AVE,"4740 WAYNE AVE, Wayne & Logan",4.5883179,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,39,Y,Y,Y,,31702.01172,858.3045543
196,CCA Baldi School Playground,Baldi School,Yes,CCA Baldi School Playground,N,,,2808,8725 VERREE RD,19115,8725 VERREE RD,,4.62363002,NEIGHBORHOOD_PARK,MISC_PARK,1,1,10,7,Y,Y,Y,,32009.97266,801.8007076
197,Private Alfred J Simpson Memorial Recreation Center,Simpson,No,Private Alfred J Simpson Memorial Recreation Center,N,Private Alfred J. Simpson Memorial Recreation Center,,1954,1010 ARROTT ST,19124,1010 ARROTT ST,Arrott & Large;1000 ARROTT ST,4.5541604,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,15,Y,Y,Y,,31463.39453,922.8758796
198,Reverend M Monkiewicz Recreation Center,Monkiewicz,No,Reverend M Monkiewicz Recreation Center,N,Reverend M. Monkiewicz Recreation Center,,1913,3201 RICHMOND ST,19134,"3201 RICHMOND ST, 2855 E ALLEGHENY AVE",2855 E ALLEGHENY AVE;Richmond & Allegheny,9.55699093,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,6,24,Y,Y,Y,,65952.00781,1602.272908
199,Ernest L Tustin Recreation Center,Tustin,No,Ernest L Tustin Recreation Center,N,Ernest L. Tustin Recreation Center,,1965,1951 N 60TH ST,19151,5901-29 W COLUMBIA AVE,"5901-29 W COLUMBIA AVE, 59th & Lancaster;5999 W COLUMBIA AVE",4.32380802,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,29837.75,739.621627
200,Wharton Square,Wharton,No,Wharton Square,N,Wharton Square,,305,1300 S 23RD ST,19146,1300 S 23RD ST,"2300 WHARTON ST, 23rd & Wharton",4.29408521,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,29592.375,681.782239
201,Mifflin Square,Mifflin,No,Mifflin Square,N,,,126,500 WOLF ST,19148,500 WOLF ST,6th & Wolf,4.17189602,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,28736.80078,671.9219711
202,Belfield Recreation Center,Belfield,No,Belfield Recreation Center,N,,,1815,2109 W CHEW AVE,19138,"2109 W CHEW AVE, 5801 N BEECHWOOD ST","21st & Chew, 5801 N BEECHWOOD ST",4.01472904,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,35,Y,Y,Y,,27754.33594,1022.036969
203,Overington Park,Overington,No,Overington Park,N,,Oaklands,299,4600 LEIPER ST,19124,4600 LEIPER ST,Orthodox & Leiper,4.12414744,NEIGHBORHOOD_PARK,MISC_PARK,3,3,7,15,Y,Y,N,,28489.21484,672.5437124
204,Columbus Square,Columbus,No,Columbus Square,N,Christopher Columbus - Anthony DiProspero Playground,Passyunk Square;Columbus/DiProspero,966,1200 WHARTON ST,19147,1200 WHARTON ST,1300 S 12TH ST;1201 W REED ST,4.11153347,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,,28332.35938,666.8512241
205,Dr Nicola Capitolo Playground,Capitolo,No,Dr Nicola Capitolo Playground,N,Dr. Nicola Capitolo Playground,,501,900 FEDERAL ST,19147,900 FEDERAL ST,10th & Federal,4.09199123,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,,28198.22656,652.9901267
206,George A Vare Recreation Center,Vare,No,George A Vare Recreation Center,N,George A. Vare Recreation Center,,1966,2600 MORRIS ST,19145,2600 MORRIS ST,26th & Morris,4.10769392,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,28304.35938,667.1875096
207,Mount Airy Playground,Mt Airy,No,Mount Airy Playground,N,Mount Airy Playground,,1917,7001 GERMANTOWN AVE,19119,7001 GERMANTOWN AVE,Germantown & Sedgwick,4.06203971,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,28093.95703,692.8116544
208,Hillside Recreation Center,Hillside,No,Hillside Recreation Center,N,Hillside Recreation Center,,1872,201 FOUNTAIN ST,19127,201 FOUNTAIN ST,Fountain & Fowler,4.07981644,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,28196.57422,833.1687247
209,Rodin Museum,Rodin,Yes,Benjamin Franklin Parkway,Y,Rodin Museum,,3465,2151 BENJAMIN FRANKLIN PKY,19130,N/A,22nd & Benjamin Franklin Parkway,4.16432693,NEIGHBORHOOD_PARK,MUSEUM,7,5,5,9,N,N,N,This is the portion of the Benjamin Franklin Parkway that is associated with the Rodin Museum. See Street Legal Card for the 22nd and Hamilton 'wedge',28719.89844,756.2299703
210,Stephen Girard Park,S Girard,No,Stephen Girard Park,N,,Girard Estates;The Place;Farmhouse,510,2101 SHUNK ST,19145,2101 SHUNK ST,2100 SHUNK ST;22nd & Porter,4.020306,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,7,2,1,Y,Y,N,,27693.33984,658.7531446
211,Commodore John Barry Playground,Barry,No,Commodore John Barry Playground,N,Commodore John Barry Playground,,262,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",4.01254821,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,1,Y,Y,Y,,27636.18359,657.272498
212,Senator William Vincent Mullin Playground,Mullin,No,Senator William Vincent Mullin Playground,N,Senator William Vincent Mullin Playground,,1918,4301 PRINCETON AVE,19135,4301 PRINCETON AVE,"4301 PRINCETON AVE, Princeton & Walker",3.89357716,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,26908.62109,826.8385012
213,Joseph C McIlvain Playground,McIlvain,No,Joseph C McIlvain Playground,N,Joseph C. McIlvain Playground,Frankford Playground,1907,5200 N PENN ST,19124,5200 N PENN ST,,3.85388933,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,7,15,Y,Y,Y,,26628.27734,716.6992811
214,Marie Dendy Recreation Center,Dendy,No,Marie Dendy Recreation Center,N,Marie Dendy Recreation Center,Schwartz,1902,1591 N 10TH ST,19122,1501-39 N 10TH ST,1501-39 N 10TH ST;10th & Oxford;1515 N 10TH ST,3.74316433,NEIGHBORHOOD_PARK,RECREATION_SITE,10,6,5,26,Y,Y,Y,,25826.03125,656.7662912
215,Dan Shissler Recreation Center,Shissler,No,Dan Shissler Recreation Center,N,Dan Shissler Recreation Center,Kensington Recreation Center,1844,1826 BLAIR ST,19125,1800-56 BLAIR ST,"1800-56 BLAIR ST, 1800 BLAIR ST; Blair & Berks",3.89754582,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,7,26,Y,Y,Y,,26893.00391,988.8836601
216,Solomon Sacks Playground,Sacks,No,Solomon Sacks Playground,N,Solomon Sacks Playground,,1947,400 WASHINGTON AVE,19147,400 WASHINGTON AVE,4th & Washington,3.73851602,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,25762.47656,641.3354112
217,Victor J Moss Memorial Field,Moss,No,Victor J Moss Memorial Field,N,Victor J. Moss Memorial Field,,1916,5726 TORRESDALE AVE,19135,5700 TORRESDALE AVE,5700 TORRESDALE AVE;Torresdale & Cheltenham,3.69441502,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,Site renovations in 10/2019.,25520.21484,640.8920251
218,Daniel E Rumph II Recreation Center,Rumph,No,Daniel E Rumph II Recreation Center,N,Daniel E. Rumph II Recreation Center,Otto T. Mallery Playground,1945,108 E JOHNSON ST,19144,100-70 E JOHNSON ST,"100-70 E JOHNSON ST, Morton & Johnson",3.67815928,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,25431.51172,637.1621359
219,Dorothy Emanuel Recreation Center,Emanuel,No,Dorothy Emanuel Recreation Center,N,Dorothy Emanuel Recreation Center,Dorothy Emanuel Recreation and Teen Center,1849,8545 PROVIDENT ST,19150,8500 PICKERING AVE,8500 PICKERING AVE;8532 PICKERING AVE;Pickering & Gowen,3.67859759,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,9,14,Y,Y,Y,School District Land - PPR Leases,25459.60938,635.8030959
220,Francisville Recreation Center,Francisville,No,Francisville Recreation Center,N,Francisville Recreation Center,Francisville Playground,1859,1822 WYLIE ST,19130,1737-39 FRANCIS ST,"1737-39 FRANCIS ST, Francis & Stanley",3.68158443,NEIGHBORHOOD_PARK,RECREATION_SITE,7,6,5,9,Y,Y,Y,,25395.84375,635.9753079
221,Sister Clara Muhammad Square,Muhammad,No,Sister Clara Muhammad Square,N,Sister Clara Muhammad Square,Durham Square,484,1035 N 48TH ST,19131,4700-30 LANCASTER AVE,"4700-30 LANCASTER AVE, 47th & Lancaster",3.59835117,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,3,16,Y,Y,N,,24823.74219,681.9040659
222,Harpers Hollow Park,Harpers Hollow,Yes,Harpers Hollow Park,N,,,860,5850 OGONTZ AVE,19141,5850 OGONTZ AVE,Ogontz & Conlyn,3.60079802,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,8,35,Y,Y,N,,24892.33594,948.2492272
223,Joseph Deni Recreation Center,Deni,No,Joseph Deni Recreation Center,N,Joseph Deni Recreation Center,,1846,1381 RUAN ST,19124,"1381 RUAN ST, 1385 RUAN ST",Adams & Church;1385 RUAN ST;1409 RUAN ST,3.5211193,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,15,Y,Y,Y,,24320.20703,689.4374201
224,James Allen Shuler Playground,Shuler,No,James Allen Shuler Playground,N,James Allen Shuler Playground,Whittier Playground,1878,3025 N 27TH ST,19132,2901 N 29TH ST,"2901 N 29TH ST, 27th & Clearfield, 3000 N 27TH ST",2.99199934,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,4,39,Y,Y,Y,,20659.51172,591.7851757
225,Marian Anderson Recreation Center,M Anderson,No,Marian Anderson Recreation Center,N,Marian Anderson Recreation Center,,1901,776 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST",3.36090347,NEIGHBORHOOD_PARK,RECREATION_SITE,7,7,2,17,Y,Y,Y,,23165.82422,605.045804
226,John Dickinson Square,Dickinson,No,John Dickinson Square,N,,,960,1600 E MOYAMENSING AVE,19148,1600 E MOYAMENSING AVE,4th & Tasker,3.33035697,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,22945.62109,606.105207
227,Disston Recreation Center,Disston Rec,No,Disston Recreation Center,N,Disston Recreation Center,,1847,4500 DISSTON ST,19135,4423 LONGSHORE AVE,4423 LONGSHORE AVE,3.33071347,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,Renovations completed in 10/2020,23015.97656,606.0193544
228,Feltonville Recreation Center,Feltonville,No,Feltonville Recreation Center,N,Feltonville Recreation Center,,1853,283 E WYOMING AVE,19120,231-37 E WYOMING AVE,"231-37 E WYOMING AVE, 235 E WYOMING AVE",3.27939271,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,25,Y,Y,Y,,22657.04688,639.562084
229,Walter Palumbo Recreation Center,W Palumbo,No,Walter Palumbo Recreation Center,N,Walter Palumbo Recreation Center,"Frank Palumbo, Jr. Recreation Center;Palumbo Recreation Center;Walter 'Chief' Palumbo",1927,700 S 09TH ST,19147,700 S 09TH ST,9th & Bainbridge;900 BAINBRIDGE ST,3.22102789,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,"Originally Frank Palumbo Recreation Center, later renamed to Walter Palumbo Recreation Center. Historic Designation for the sports field area on 12/2021.",22201.24219,593.5551662
230,Albert W Christy Sr Recreation Center,Christy,No,Albert W Christy Sr Recreation Center,N,"Albert W. Christy, Sr. Recreation Center",Sherwood Recreation Centre,1829,728 S 55TH ST,19143,728 S 55TH ST,5501 CHRISTIAN ST,3.15490535,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,18,Y,Y,Y,,21750.18359,627.5006852
231,Jefferson Square,Jefferson,No,Jefferson Square,N,Jefferson Square,,199,300 WASHINGTON AVE,19147,300 WASHINGTON AVE,4th & Washington,3.12818229,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,21556.42188,596.8296736
232,East Poplar Field,East Poplar Field,No,East Poplar Field,N,,,3101,901 N 08TH ST,19123,901 N 08TH ST,901-47 N 08TH ST,3.08133994,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,10,6,5,26,Y,Y,N,,21255.44922,620.3891886
