year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2021,2,1,ALL,"",43396722,15007797,19834953,12426453
2021,2,1,ALL_CA,CA,410417,271989,410417,271989
2021,2,1,ALL_US,US,42986305,14735977,19424536,12154464
2021,2,1,ab,CA,58378,39291,58378,39291
2021,2,1,ak,US,50902,19222,21432,14798
2021,2,1,al,US,1299659,383240,554743,320460
2021,2,1,ar,US,715786,212342,304859,174601
2021,2,1,as,US,3,3,2,2
2021,2,1,az,US,900401,290898,367799,232848
2021,2,1,bc,CA,52149,36128,52149,36128
2021,2,1,ca,US,3460021,1243516,1477920,1009694
2021,2,1,co,US,675190,228658,276934,178606
2021,2,1,ct,US,198075,125034,128617,101796
2021,2,1,dc,US,23892,13651,0,0
2021,2,1,de,US,86873,41048,48156,33387
2021,2,1,fl,US,3552967,1077352,1479341,861839
2021,2,1,ga,US,2062489,627909,895596,517628
2021,2,1,gu,US,3607,2473,2262,1925
2021,2,1,hi,US,162429,50579,59088,40146
2021,2,1,ia,US,617382,193531,270087,156054
2021,2,1,id,US,213085,72453,92072,58283
2021,2,1,il,US,1677692,594706,779166,481972
2021,2,1,in,US,1016524,353285,475469,287506
2021,2,1,ks,US,554379,176569,243891,140772
2021,2,1,ky,US,664664,237389,309765,191770
2021,2,1,la,US,927236,276754,392390,224865
2021,2,1,ma,US,493334,224033,258225,170798
2021,2,1,mb,CA,20497,12938,20497,12938
2021,2,1,md,US,435530,227059,249382,183949
2021,2,1,me,US,132868,47642,65652,39268
2021,2,1,mi,US,1269390,435799,613057,365882
2021,2,1,mn,US,660055,240417,307825,193034
2021,2,1,mo,US,1203130,379366,519582,306275
2021,2,1,mp,US,4,4,4,4
2021,2,1,ms,US,712842,211184,298464,171437
2021,2,1,mt,US,110457,37994,45925,29411
2021,2,1,nb,CA,5647,3465,5647,3465
2021,2,1,nc,US,1572198,524404,726545,435053
2021,2,1,nd,US,122021,39342,51938,30056
2021,2,1,ne,US,374752,115777,161978,92551
2021,2,1,nh,US,146799,56533,73496,44453
2021,2,1,nj,US,574313,364939,388761,310362
2021,2,1,nl,CA,4572,2536,4572,2536
2021,2,1,nm,US,173317,67170,78172,51614
2021,2,1,ns,CA,7925,4665,7925,4665
2021,2,1,nt,CA,246,153,246,153
2021,2,1,nu,CA,112,68,112,68
2021,2,1,nv,US,389856,130463,147497,99180
2021,2,1,ny,US,1264660,679465,712147,528932
2021,2,1,oh,US,1587330,578538,772144,477866
2021,2,1,ok,US,901744,261064,373883,213349
2021,2,1,on,CA,156889,108005,156889,108005
2021,2,1,or,US,398803,151589,172498,119665
2021,2,1,pa,US,953848,509726,563094,416893
2021,2,1,pe,CA,1197,693,1197,693
2021,2,1,pr,US,9958,7668,6628,5652
2021,2,1,qc,CA,85825,53550,85825,53550
2021,2,1,ri,US,73355,37790,40132,28070
2021,2,1,sc,US,964514,302809,433152,248462
2021,2,1,sd,US,141011,44520,59160,34631
2021,2,1,sk,CA,16775,10359,16775,10359
2021,2,1,tn,US,1230654,405386,541818,327305
2021,2,1,tx,US,5177403,1544931,2148686,1273774
2021,2,1,ut,US,399234,127272,169568,102300
2021,2,1,va,US,871738,357001,437699,289720
2021,2,1,vi,US,50,45,0,0
2021,2,1,vt,US,51308,19893,24957,15279
2021,2,1,wa,US,677901,261594,309129,215717
2021,2,1,wi,US,754208,267222,352973,215688
2021,2,1,wv,US,223467,88285,111628,70910
2021,2,1,wy,US,70997,23978,29148,17986
2021,2,1,yt,CA,205,138,205,138
2021,2,2,ALL,"",44102670,14507121,19504713,12072764
2021,2,2,ALL_CA,CA,414941,281346,414941,281346
2021,2,2,ALL_US,US,43687729,14225964,19089772,11791418
2021,2,2,ab,CA,59943,41083,59943,41083
2021,2,2,ak,US,51035,18707,21118,14552
2021,2,2,al,US,1318501,377594,542969,315422
2021,2,2,ar,US,715024,208724,297834,171225
2021,2,2,as,US,5,5,4,4
2021,2,2,az,US,895927,280854,360710,226453
2021,2,2,bc,CA,53725,37238,53725,37238
2021,2,2,ca,US,3441247,1207118,1449106,986882
2021,2,2,co,US,681833,219313,272743,171960
2021,2,2,ct,US,279066,122160,146657,99028
2021,2,2,dc,US,26584,14797,0,0
2021,2,2,de,US,93147,39361,47679,31723
