origin,id,prob
"421010081024",9,-1.43025423878428
"421010081024",278,-2.36153322465497
"421010082005",7,-2.56073368197201
"421010082005",9,-1.77282425793613
"421010082005",331,-1.77169657794601
"421010082002",7,-1.28150952560553
"421010082002",9,-0.0058542110182627
"421010294001",7,-1.15155846466621
"421010294001",9,-1.15077125780679
"421010252007",7,-1.34236923939898
"421010252007",9,-1.33410775779891
"421010082004",7,-2.15061752663507
"421010082004",9,-2.75623986084049
"421010176011",9,-0.767093359045989
"421010041024",7,-1.90618311482315
"421010041024",9,-1.90630553532601
"421010041024",220,-2.69023013972615
"421010041024",361,-2.69022396269103
"421010037023",7,-0.994359962187069
"421010037023",9,-0.994656432103491
"421010042022",140,-1.13466653054078
"421010042011",9,-1.62897040195341
"421010042011",504,-0.749092396674179
"421010040013",7,-1.6648667110604
"421010054001",7,-1.15242249570898
"421010054001",104,-1.7847474025827
"421010054001",225,-1.78424365163781
"421010060001",7,-0.975918228951912
"421010060001",9,-0.975318985145607
"421010060001",278,-3.29758880650831
"421010060001",352,-1.87247873684839
"421010121002",7,0.000699702148627716
"421010121002",9,0.000351294298189838
"421010121002",104,-0.233732563892167
"421010121002",140,-0.23404672022379
"421010121002",251,-0.233909062474423
"421010121002",322,-0.234030916872467
"421010121002",360,-0.234074305475622
"421010261002",7,-0.746728618136471
"421010261002",9,-0.746860453225979
"421010261002",251,-1.55873041569367
"421010125002",7,-0.693147180559945
"421010125002",9,1.43738786968617e-018
"421010125002",140,-1.04084882276134e-019
"421010125002",220,-1.34793238745181e-019
"421010125002",251,4.59168151228044e-019
"421010062003",7,-2.68552077428405
"421010065004",7,-2.16883236772263
"421010065004",9,-4.08242647446209
"421010065004",278,-4.08071958343557
"421010066001",7,-2.0651641539788
"421010066001",9,-1.13714656946795
"421010066001",278,-1.13771661526424
"421010087013",7,-0.0269687361023529
"421010087013",9,-2.13330020794255
"421010087013",220,-3.16709783194479
"421010087013",251,-3.17269286589801
"421010087013",336,-3.16651455670265
"421010088024",7,0
"421010088024",9,0
"421010088024",337,0
"421010093002",7,1.58563572384932
"421010093002",9,-0.00407751745605214
"421010096003",7,-0.765162039890613
"421010096003",9,0.00300669529472217
"421010096003",360,-1.76834202196371
"421010316005",7,-4.21702586920821
"421010316005",9,-1.76952230900035
"421010316005",251,-4.21500211197631
"421010098022",7,-2.08341239660911
"421010098022",9,-2.08358124120881
"421010098022",220,-4.06236047933675
"421010098022",248,-4.0623846303412
"421010098022",302,-10.0652424399827
"421010098022",336,-4.0623678130749
"421010100003",7,-2.36002479493919
"421010100003",9,-2.35937656448903
"421010100003",336,-3.4076218163884
"421010100003",337,-3.40784324738437
"421010100003",352,-3.40770768443559
"421010101006",7,-0.000532945641162644
"421010101006",9,-1.59208416269204
"421010101006",104,-5.65149572928026
"421010101006",140,-5.65125644425319
"421010101006",194,-1.59174362928705
"421010101006",248,-1.59175354041883
"421010104004",7,0.0045663024825479
"421010104004",9,1.47520609984033
"421010107003",7,0.0307232179874326
"421010107003",9,-1.32332424327679
"421010107003",331,-1.33953108756977
"421010108001",7,0.00468617581078181
"421010108001",9,0.00235275373367287
"421010108001",249,-0.776074060634085
"421010108001",278,-0.000314670807939961
"421010108001",337,-0.775392596046859
"421010109002",7,-0.00219713468049461
"421010109002",9,-0.00110309920746516
"421010109002",140,7.98781968105632e-005
"421010109002",194,-0.81010022796308
"421010109002",251,-0.810753400959716
"421010109002",302,0.000256757526941014
"421010109002",337,-0.000222750813882225
"421010111002",7,0.00248756520245339
"421010111002",9,-0.677429731103409
"421010111002",140,-3.94625548816568
"421010111002",225,-3.95190509031033
"421010111002",504,-1.56712348929391
"421010112002",7,-0.00742507273049694
"421010112002",9,-0.00372785151365348
"421010112002",104,-0.714175844903003
"421010112002",249,0.000326983719456696
"421010134021",7,-0.717929808098335
"421010134021",9,0.000447072557454313
"421010134021",220,-4.19249106273001e-005
"421010134021",251,0.000142815647745733
"421010134021",322,-0.718832541405714
"421010178001",9,-1.75117150717388
"421010178001",220,-1.75233675319139
"421010240004",7,-8.62031388356698
"421010240004",9,-3.27348108629306
"421010240004",248,-8.61766514932749
"421010112006",7,-0.00138422578562812
"421010112006",9,-1.94963246724639
"421010112006",225,-1.94574340799621
"421010113003",7,-0.0040525453618652
"421010113003",9,-1.6308379075203
"421010113003",104,-3.92809441089615
"421010113003",322,-3.9263664056458
"421010113003",331,-3.92631907650758
"421010113003",361,-3.92633322661594
"421010114001",7,0.0079906265221018
"421010114001",9,0.00401179493543671
"421010114001",302,-2.77437863771259
"421010114001",352,-1.89487484542723
"421010115002",7,-1.52200630319429
"421010115002",9,-0.000741542879928645
"421010115002",337,-5.47854180584226
"421010118006",7,-0.00606520958671974
"421010118006",9,-0.930917406185027
"421010118006",104,-0.93037497966991
"421010118006",248,-0.927154745931936
"421010118006",251,-0.928845041688099
"421010118006",278,-0.92746501994198
"421010118006",336,-0.927455553503737
"421010119005",7,0.0346530224138447
"421010119005",9,0.0173979874335148
"421010119005",248,-0.00409962913220601
"421010291001",7,-8.0281420474039
"421010291001",9,-1.25906385595115
"421010291001",194,-3.31632262020655
"421010291001",251,-3.31546061575391
"421010291001",302,-3.31626450696578
"421010299001",7,-3.64855958767979
"421010299001",9,-3.64779562660707
"421010299001",360,-3.64690907095057
"421010300004",7,-1.96293550606302
"421010300004",9,-1.04374364715318
"421010033002",7,-0.887504393955324
"421010033002",9,-0.00142256933430852
"421010033002",140,-3.89354827618173
"421010033002",194,-3.89326338308719
"421010033002",220,-3.89351788440847
"421010033002",225,-3.88711312222897
"421010033002",251,-1.56686919685724
"421010033002",322,-1.56637574640615
"421010033002",352,-1.56640697018931
"421010301004",7,-1.31648027237925
"421010302003",9,-1.07990347452036
"421010390006",9,-3.95360225596785
"421010390006",302,-3.94858983346896
"421010305023",7,-1.75756183751832
"421010305023",9,-0.880976246099537
"421010305023",104,-4.2163601231901
"421010305024",7,-0.921839704615172
"421010305024",9,-1.63257087254478
"421010306002",9,-1.28043966629346
"421010306002",361,-2.29482228417966
"421010306004",7,-3.28655223227479
"421010306004",9,-0.546950028529348
"421010083013",7,-2.22298666362036
"421010083013",9,-2.22508640591524
"421010083013",140,-6.685568067832
"421010085001",7,-0.015574139541228
"421010085001",337,-2.01624478709754
"421010085006",7,-4.87767242350145e-005
"421010085006",9,-1.44227970182647
"421010195021",7,-1.70214208274457
"421010195021",9,-0.56618386960148
"421010347022",7,-4.80667780528197
"421010347022",251,-4.80597573543381
"421010362013",9,-8.95992742069442
"421010362031",7,-3.42990777394161
"421010362031",9,-8.23185303205714
"421010362031",140,-3.43281486448922
"421010362031",251,-3.43226299395221
"421010038001",9,-1.74998581847724
"421010038001",140,-1.74910397625429
"421010038001",322,-1.20912372200164
"421010038001",361,-1.74912755886914
"421010353022",7,-1.35166730047583
"421010353022",9,-1.3536741814877
"421010353022",225,-1.36499778159688
"421010353022",251,-1.35505128704238
"421010083023",7,-0.568731649325251
"421010083023",248,-0.92520683399358
"421010083023",331,-2.620873095677
"421010083023",336,-2.62201045043072
"421010083023",337,-2.61753862803842
"421010083021",7,-0.618247280303251
"421010083021",9,-0.616265528299778
"421010083021",331,-1.45948621619627
"421010083021",504,-1.45945511268408
"421010122042",7,0.00274957893878369
"421010122042",9,0.00138046082252564
"421010122042",248,-1.60011963034077
"421010122042",278,-2.6891795584565
"421010122042",336,-2.68918384993544
"421010330004",7,-2.15142836115888
"421010330004",9,-2.1508596586856
"421010330004",331,-3.53567006555086
"421010330004",360,-3.53561258141612
"421010168003",7,-2.02881197448601
"421010168003",9,-1.09062021187529
"421010168003",194,-2.02862296748817
"421010168003",220,-1.09052891806152
"421010168003",251,-1.09056340836307
"421010384001",7,-1.13242219596652
"421010384001",9,-1.13411902173368
"421010384001",104,-3.35932786751775
"421010146002",9,-1.00728551642357
"421010146002",251,-0.000549469701106136
"421010266007",9,-1.28913494990349
"421010266007",251,-1.28634742029184
"421010278001",7,-1.89136323572274
"421010278001",9,-1.33566399162817
"421010278001",249,-2.7394427319293
"421010278001",278,-2.73949151667306
"421010278001",360,-2.73950973611498
"421010319001",9,1.52517149343794
"421010280004",7,-2.51888754846167
"421010280004",9,-1.26611172889207
"421010280004",251,-3.70661247111439
"421010387001",140,0
"421010072002",7,0.0892625389115323
"421010072002",9,0.0448153846934288
"421010072002",352,1.70325344060046
"421010003001",7,0.000579349288633314
"421010003001",9,0.00029086962524894
"421010003001",140,-2.10626034490949e-005
"421010003001",251,9.29172082849912e-005
"421010032004",7,-1.70633167617086
"421010032004",140,-1.69334909138505
"421010032004",251,-3.99712803487689
"421010314022",7,-1.02834647180442
"421010314022",9,-1.95773353903189
"421010314022",251,-1.95433691453738
"421010214002",7,-1.20697549215747
"421010214002",9,-0.000149353033440887
"421010214002",322,-1.91704497891368
"421010387002",9,0.00130361045033004
"421010273004",9,-0.00157780884204147
"421010025001",7,-2.21855022365431
"421010025001",9,-1.7353401337186
"421010025001",140,-4.97490389244232
"421010025001",360,-4.97573529597259
"421010070005",9,0.00258796423620171
"421010070005",225,-0.0118943511717312
"421010070005",251,-0.930223709448372
"421010070005",504,-0.931221888445753
"421010286004",9,-1.36215739316765
"421010378003",7,-1.63538000902201
"421010378003",9,-1.63549501455913
"421010267002",9,-1.09007586743771
"421010267002",251,-1.09095443426163
"421010271001",9,-1.35718975434268
"421010271001",194,-2.04298501515059
"421010292002",7,-4.06312219011765
"421010292002",9,-8.5703236281094
"421010292002",251,-4.0715456603232
"421010292002",352,-4.07318228374495
"421010353013",7,1.80649888392805
"421010353013",9,0.856811684300463
"421010082001",7,-1.83766033527671
"421010082001",9,-1.83641307511308
"421010082001",225,-2.74776022708622
"421010082001",251,-2.75394189224338
"421010040023",9,-1.94251732490085
"421010040023",251,-4.48437119083299
"421010379006",7,-4.39367769840954
"421010379006",9,-4.39113292624945
"421010267006",7,-2.0071686680062
"421010267006",9,-1.22168666517067
"421010338004",7,-3.8047830362759
"421010338004",220,-3.80415606894713
"421010338004",251,-3.80428029322437
"421010177023",9,-2.20393873986735
"421010345022",7,-9.31250850251815
"421010345022",9,-3.70904911577359
"421010307003",7,-0.00182501480385459
"421010307003",9,-0.000916271724995484
"421010307003",140,-1.74053766043307
"421010337011",7,-2.68915130672849
"421010337011",9,-3.93353257223251
"421010337011",278,-3.93221043414589
"421010337011",352,-3.9323600163834
"421010105002",7,-0.000190564189959016
"421010105002",9,-9.56751576410918e-005
"421010105002",248,-1.78926192071351
"421010105002",278,-6.90417601211931
"421010105002",337,-2.89259894805571
"421010084005",7,-0.0105025249891491
"421010345012",7,-2.73303151625469
"421010345012",9,-1.95038725741625
"421010345012",104,-7.08828982724495
"421010345012",331,-2.73128409816812
"421010027023",7,-1.63051777730952
"421010027023",9,-1.64804480347852
"421010383001",7,-9.26931370124272
"421010383001",9,-2.12708040414605
"421010383001",140,-4.18139825261826
"421010383001",251,-4.17758044844503
"421010383001",360,-4.18216330282466
"421010114002",7,0.000753215493139991
"421010114002",9,-1.3924962976845
"421010086011",7,-0.00332760879378658
"421010086011",9,-2.54779343099071
"421010086011",336,-1.63484984983922
"421010086011",337,-2.54646012398769
"421010115001",7,0.00134460929719685
"421010115001",9,-1.94324694249034
"421010115001",140,-4.75497698288406
"421010115001",331,-4.7549623172849
"421010336004",7,-4.29147328266573
"421010267004",7,1.57149854930598
"421010267004",9,0.698711910297087
"421010265002",7,-5.03627041660214
"421010265002",9,-1.53539817927189
"421010265002",360,-5.03164153161731
"421010177021",9,-1.70544289590622
"421010334002",9,-8.77184834610684
"421010334002",251,-3.80942402267654
"421010334002",352,-3.81068208024782
"421010204004",7,-1.95469197486134
"421010204004",9,-1.05091711056081
"421010204004",302,-4.53332394540683
"421010214005",9,0.00395941981698511
"421010214005",104,-5.79938208438756
"421010214005",251,-2.04518600954427
"421010355002",7,-4.74611455998662
"421010355002",9,-2.03171855781546
"421010315023",7,-2.89954021675986
"421010315023",9,-1.75477613174234
"421010254003",7,-0.624823799139934
"421010254003",9,0.00120132996408473
"421010254003",322,-1.36221627240589
"421010291002",7,-2.73570788225708
"421010291002",9,-1.47539419437951
"421010291002",352,-3.71973654390767
"421010313003",7,-2.3029301719596
"421010313003",9,-5.41483289197957
"421010313003",251,-5.41215699316147
"421010313003",352,-5.41087941109769
"421010023001",9,-1.61639990626919
"421010029003",7,-6.94700924277328
"421010029003",9,-1.73128842807827
"421010073004",7,-1.04947849522856
"421010073004",9,-1.04910047338091
"421010073004",140,-1.0486917194464
"421010073004",225,-2.06793541275526
"421010096001",7,-1.14318122637682
"421010096001",9,-1.14368671125508
"421010171004",7,-1.76784315753127
"421010171004",9,-1.21601424550806
"421010171004",249,-1.76452156846246
"421010171004",251,-1.21492719426047
"421010137002",7,0.693147180559946
"421010137002",9,-7.18869002763913e-019
"421010137002",140,0.693147180559946
"421010137002",194,1.09861228866811
"421010137002",251,-2.29640000403177e-019
"421010311013",253,-2.7140936422428
"421010315021",7,-6.47431798893211
"421010315021",9,-1.61573132359194
"421010320004",7,-4.28922385760148
"421010320004",9,-4.28838461019563
"421010320004",249,-4.2874641865177
"421010200001",9,-1.35287391767437
"421010200001",251,-1.35209521516103
"421010329001",7,-2.81600565604537
"421010329001",9,-4.47986814741663
"421010331013",9,-4.07845895903325
"421010191005",9,0.624354285975027
"421010337023",7,-2.35877350009061
"421010337023",249,-2.35582231293767
"421010385002",7,-4.31864860427284
"421010385002",9,-4.31636630451503
"421010348032",7,0.496378658392259
"421010348032",9,0.496622968582523
"421010348032",104,-0.982924360879457
"421010348032",194,-0.98265473599151
"421010356011",7,-1.87945694982222
"421010356011",9,-1.88147876443483
"421010362022",7,-3.49862303527837
"421010362022",9,-3.50098934513071
"421010362032",7,-2.4184860939642
"421010313002",7,-1.82940270228349
"421010313002",9,-1.83021510005911
"421010313002",220,-3.42343177765554
"421010236003",7,-1.832899226127
"421010236003",9,-0.926390240380094
"421010236003",220,-1.83332140724954
"421010236003",251,-1.83323775832175
"421010254004",7,-0.932500443985242
"421010254004",9,-0.933227872411725
"421010254004",140,-4.48207574879279
"421010321003",7,-0.664447256012932
"421010321003",9,0.594768547043371
"421010321003",140,-0.658405729054808
"421010321003",225,-0.0474705671622083
"421010321003",251,-0.659552628565551
"421010344004",7,-2.99256623567185
"421010344004",9,-1.79511344064692
"421010086021",7,-0.00574889820525964
"421010086021",9,-2.11542557395365
"421010086021",140,-4.45666750264196
"421010086021",194,-4.45608947182605
"421010086021",251,-10.5950115781356
"421010086021",336,-4.45648150338307
"421010086021",352,-4.45686069742228
"421010011012",7,-1.92837631307198
"421010011012",9,-1.01452603184283
"421010018001",7,1.0963464949335
"421010018001",9,0.0131720723994218
"421010018001",104,1.08093631030215
"421010028021",7,-1.75248686037351
"421010028021",9,-0.674712321828517
"421010028021",140,-1.75538785300179
"421010028021",220,-1.75541787767637
"421010028021",249,-0.676240979771226
"421010032002",7,-0.00938160187149938
"421010032002",9,-0.00471015167212007
"421010271002",7,-1.15402558854123
"421010271002",9,-1.86204724804754
"421010271002",104,-1.86198956056463
"421010039021",7,-3.16283662779113
"421010039021",9,-1.1958529959116
"421010039021",140,-3.16400016687719
"421010039021",322,-2.16444701599986
"421010041011",7,-2.40352166143989
"421010041011",9,-1.20043177686503
"421010041011",140,-5.45763222600801
"421010041011",251,-5.45618079889886
"421010096005",9,0.00596778590803355
"421010096005",278,-1.81695066950036
"421010102001",7,-0.00383217667855335
"421010102001",9,-0.00192399268670552
"421010102001",104,-3.7785662540542
"421010102001",336,-3.77672167527933
"421010102001",337,-3.77737349760842
"421010102001",352,-3.77697444346235
"421010111004",7,-0.000184488081035903
"421010111004",9,-2.09777331388959
"421010111004",248,-4.87639839888479
"421010111004",302,-4.8763986654568
"421010111004",360,-4.87640624427668
"421010115004",7,-0.0021273361501324
"421010115004",9,-1.36489073314112
"421010115004",302,-1.98739619828774
"421010012021",9,0.00197504930091311
"421010012021",104,0.00162323365816593
"421010012021",140,-0.000143018303069431
"421010012021",225,-0.00907737813294561
"421010012021",322,-0.971970345874494
"421010261003",7,0.00587941788405114
"421010261003",9,0.00295183598248667
"421010261003",331,-1.0687244030646
"421010261003",352,-1.06859094867387
"421010056001",9,-2.69958294506674
"421010056001",220,-2.7088341425487
"421010302004",7,-4.52255121961034
"421010143001",7,-0.789606927260788
"421010143001",9,-0.702161943898621
"421010291004",9,-2.0632634316736
"421010315015",7,-1.57337340395675
"421010315015",9,-1.57329930982591
"421010100004",7,-1.87787993367606
"421010100004",9,-1.88099245299553
"421010100004",140,-3.69908442946356
"421010364001",352,-0.933743529566451
"421010345021",7,-1.87520240216949
"421010345021",9,-2.68662509058142
"421010345021",194,-2.68704136720719
"421010256001",7,-0.0185825041640095
"421010256001",9,-0.00932958083908747
"421010256001",140,-0.718832419313582
"421010256001",194,0.00254398172959266
"421010095004",7,-1.16733089641303
"421010095004",9,-1.1662642767968
"421010095004",251,-4.25860064145273
"421010095004",278,-4.2581132533102
"421010095004",331,-4.25820257804277
"421010334004",7,-2.24261707942616
"421010334004",9,-8.38922566066921
"421010334004",194,-3.41403178100026
"421010334004",278,-2.24477386151723
"421010334004",331,-3.41380652605272
"421010334004",336,-3.4138939592627
"421010380001",7,0.532936243700927
"421010380001",9,-0.686426662925758
"421010152004",7,-2.50282105538119
"421010152004",9,0.00743837936420117
"421010152004",194,-3.38068983760252
"421010152004",220,-3.37935909235821
"421010152004",251,0.00237616232390969
"421010152004",360,-2.51875942359988
"421019802001",7,-0.818219571459027
"421010171003",7,-1.96428172769236
"421010171003",9,0.000931591536118532
"421010171003",251,-1.02764895766504
"421010171003",278,-2.81656806366748
"421010305025",9,-2.14926583781774
