"","origin","beta","theta","r2","alpha1","alpha2","alpha3","alpha4","alpha5"
"19","421010333001",0.362490350950338,-0.0131426117207524,0.0445345996220747,0.657046860069263,-0.575151312404201,0.010864305117606,-0.195109945521875,0.105570778187461
"20","421010331014",0.652939833465254,0.006591316696531,0.0441504432386481,-0.0374072676574339,0.31405935794166,-0.0188203716517589,-0.24512888613818,0.302755946229085
"21","421010331021",-3.59294178440877e-16,-2.35669636541383e-17,0.498619661427458,-1.18812010012292e-15,1.20288219718884e-15,-1.25214683077337e-17,2.83858420684144e-16,-2.2201753188815e-16
"22","421010357012",1.18075525425281,-0.200509301183384,0.041623826765117,0.628602526423887,-0.123835221098814,0.0652852211107683,0.00682741357464996,-0.516911729060555
"23","421010330005",0.812781666322299,-0.176194402509861,0.0352716415192339,0.375859666300138,0.13589109945943,-0.247676031586978,0.191553891875715,-0.233181879961481
"24","421010329005",-0.132244835023493,0.06866991448001,0.0385460307678692,-0.512618977496263,0.233677235395154,0.0140244272284952,-0.24402350811758,0.269733444761863
"25","421010329003",1.30054247183961,-0.226156833224298,0.0423904332575909,-0.00682227180840622,0.253225898882369,0.00295448517971654,-0.0387552465963128,0.117193019128991
"26","421010326001",1.37257417249394,-0.0954933057253941,0.0389892366197925,0.350259180860322,-0.261426849688703,-0.069315651272898,-0.117681574230521,0.0248387808090755
"27","421010323002",-1.08124308238132,0.0569062418345685,0.0445244713464545,0.20612139756641,-0.246892919938917,0.133818529752009,-0.162780862762565,0.0894864737048951
"28","421010320001",-0.0461780630131807,0.0285964567005281,0.0146537040762553,-0.12355380185932,0.313268832568442,0.0146234135569874,-0.110619247902089,0.125552430827647
"29","421010320006",0.423375957119831,-0.0133271469370291,0.0524203187110745,1.03853670156463,-0.770431794770053,-0.22365063714598,-0.13542096319295,-0.172618537186786
"30","421010319003",0.465985642792508,-0.0194724144792689,0.159663118470139,1.42845427645565,-1.45141038709546,0.0161090801589424,-0.315719791594252,0.183825091401052
"31","421010318002",0.482750084612543,0.0438161608568413,0.0508834894828381,0.0887630014166535,-0.137982643831033,-0.0217662342367668,-0.350591777168708,0.318979553267776
"32","421010317002",-1.27665338086384,-0.223257657119805,0.157713051686226,-1.62352965812739,0.0504702229831559,0.737966878204545,0.380887638979806,-0.097018669707878
"33","421010209001",-0.404720380073344,0.050725334608067,0.0301052584490311,-0.221439850829106,0.382076863034764,0.0733531613354824,-0.15895479549415,0.142797611494885
"34","421010316004",1.70489670024621,-0.285464201398553,0.0595776891828176,0.597346651063296,-0.386927649519755,0.220277783749564,-0.0565782916974163,0.235841763505392
"35","421010316002",1.19619226608592,-0.488728787534563,0.106156834548065,0.132900280027874,0.0859925509674362,0.490838291424254,0.430327515170014,0.347923782951312
"36","421010315014",-0.992339475160149,-0.189626322660659,0.106756223327856,-0.106540710057265,0.416283543815977,0.661858960713291,0.335507783316491,-0.579237474269413
"37","421010314015",2.78169614857621e-16,-7.80344868747724e-17,0.498629177137395,-1.07584754607863e-15,1.1168654778844e-15,-5.10712975679188e-17,2.80067332853301e-16,-2.26315185040374e-16
"38","421010313005",0.350884699029187,-0.0919660085845341,0.0121977535112104,-0.0669644207179411,0.0244086932323687,0.0135188339841764,-0.0388568685660006,0.0360022090251035
"39","421010312001",0.387774911404,-0.086596724092067,0.0163521052735782,0.2927375448263,-0.30683457855677,0.0200606458200743,-0.126778084337208,-0.0193116720839172
"40","421010311014",0.233928919652943,0.0645829099055616,0.0430281033865737,0.428741896008629,-0.124825827930378,-0.00375673744288814,-0.313057341225268,0.192730607768485
"41","421010310002",2.6792153150669e-16,-7.69387536554466e-17,0.498556208270054,-1.08447626769447e-15,1.12562127907844e-15,-4.95935752450598e-17,2.81749010093556e-16,-2.25455456686522e-16
"42","421010310006",2.6357579802525e-16,-7.72533320672211e-17,0.498563133824513,-1.07814835066207e-15,1.1190904638494e-15,-5.03852026696016e-17,2.8030843083885e-16,-2.26666166903716e-16
"43","421010309003",1.04379802800307,0.0990985524796238,0.0602368716883373,0.179290401398009,-0.0571515548467112,-0.16609283591026,-0.168539298901696,0.592969380145796
"44","421010137005",-0.692194056787294,0.148457079392632,0.115021656112141,-0.0760052559096795,0.65372846835125,-0.449187864340747,0.137690893030191,0.280890724272262
"45","421010307002",-0.294099429169236,-0.19197901981163,0.0621867359127591,-0.364276338481172,0.499618825352028,0.481358217547255,0.257694011781156,0.133120355609499
"46","421010271003",0.545538948558516,-0.459969320791111,0.121875203564334,-0.04210959856273,0.32110436629237,0.746929751157349,0.310994312875542,0.338001455296435
"47","421010268003",0.201376539754952,0.0360359589471719,0.0378490406368043,-0.422820526325285,-0.317057853752345,-0.0621133483436745,-0.0551979224658245,-0.038394555226888
"48","421010267007",-0.284177764378462,-0.0804134196939848,0.0718784618924318,0.248447352924395,-0.106430801235538,0.152868300636758,-0.263163715789555,0.466137654609724
"49","421010266003",0.621679033883478,-0.400807006241103,0.0649541110671953,0.430875563767521,-0.090772725346958,0.416277144740252,0.281916125097014,0.213235121269342
"50","421010265006",0.367197609944481,-0.0333828749119492,0.0186337042704748,-0.0197513428952018,-0.0403404403251793,-0.17438069016885,-0.190639333205124,0.0845523833677658
"51","421010265005",0.0491231590613229,-0.0557574628340284,0.00901977601672762,-0.0617446025688931,0.175960342517114,0.0372035254897103,-0.0437091969116749,0.064317102857699
"52","421010264003",-0.0171556405519044,-0.0330281705169088,0.0607418570561629,0.678276343399931,-0.467219014357152,0.0213700153610671,-0.134972068736809,-0.539203424038709
"53","421010264007",0.204984837492725,0.0406616960234268,0.0370354701128785,-0.357534208002561,0.283869748147779,-0.271604089936948,-0.184842320451199,0.351722767392466
"54","421010263024",-0.205986439786775,-0.194213197605921,0.038344095125216,0.120258099788307,-0.182710776343271,0.436953529364715,-0.0513538747667113,0.135334165650439
"55","421010062002",-1.36661003346184,-0.098858685940316,0.224685694851141,0.81171185644522,-0.547683465299917,-0.287504357632603,-0.167337962641665,0.240618869102501
"56","421010348012",-0.146412797677324,-0.201253154354157,0.0416727842102483,-0.497471075935996,0.708239229840262,0.10965111342515,0.277860766510924,0.123671135168277
"57","421010262002",0.470052258291313,-0.239297445840234,0.0421800653981651,0.438733223965657,-0.352458068734256,0.398240418604061,0.0613750723097612,0.151362400899819
"58","421010260002",1.50502211521576,0.0364141758598813,0.0801044512021658,0.425170971950613,0.114155061983593,-0.331486621591037,-0.288830733503505,0.338913701406239
"59","421010260003",-0.427754234146374,-0.0403480709128791,0.0250290771738385,0.152884317051248,-0.12411639433369,0.0726468311050297,-0.0822471156668746,-0.230288403076032
"60","421010257002",-0.0979884932477413,-0.36522359562202,0.0637753727774713,0.0997830542033232,-0.00605323661550577,0.524862948030737,0.247406589447657,-0.0137793764886375
"61","421010256003",0.432273459066422,-0.0539396278720091,0.0194273441471159,-0.0250264218251635,0.0982493177799876,-0.00259973542058221,-0.116451854310467,0.0796010077261211
"62","421010254001",-1.37700515086302,0.15769012654429,0.0745856286914801,-0.480653258285152,0.618964540448976,0.135161061386036,-0.193243164746443,0.311177681005205
"63","421010253002",0.200031111361594,-0.063116359675098,0.0470278134221086,-0.0154862900907461,0.0579424729895722,0.0588677990670896,-0.249715462050922,0.36959132822978
"64","421010040021",-1.39115729428929,-0.0560658195747806,0.283310629908308,0.457568330920362,-0.486456123513043,0.256105743313543,-0.0618352203592104,0.160687107549837
"65","421010039013",-1.70510747029591,0.0891218068563187,0.396585327289401,0.653178872183737,-0.893600918458626,0.29061812506362,-0.129435060577728,0.0716379084486474
"66","421010314014",1.03375166526687,-0.262229283714406,0.049146392471195,0.0739816068880761,0.129862956479539,0.0605078283113139,0.160239654890395,0.372443797641631
"67","421010039011",-1.56036380484027,0.141960046954252,0.31805513609689,0.945377235443087,-0.914449763571488,0.468766319855438,-0.203277989607073,0.0977380287171908
"68","421010365022",0.469629149332542,-0.177223949399717,0.0438921329042831,0.255950819689564,0.267295177831384,-0.253350345836067,0.172671496260237,0.246834782584791
"69","421010039024",-1.56275743018922,0.054724769266334,0.34090207471196,0.756345848416609,-0.723521581811902,0.33646095920165,-0.088671789188251,0.0389054981213309
"70","421010037014",-1.40319907869096,0.0624288261386257,0.27122508498235,0.4690272861758,-0.869827892217539,0.154159404980563,-0.00290007793767147,0.266638775412616
"71","421010033003",-1.52931975191642,0.173284715960063,0.262611611672769,0.915741767961027,-0.619861351766297,0.283620635181917,-0.117182455596804,0.370467367797014
"72","421010033005",-1.47912140057593,0.311109227844547,0.266797090262921,0.645770851593778,-0.612585440849331,-0.181428619760494,-0.187720734519366,0.202422662339448
"73","421010032003",-1.2698755173749,0.243848272940553,0.218386812311716,0.896882379293067,-0.635785432561388,-0.0866681981536964,-0.308080198691247,-0.118682054695843
"74","421010032006",-1.48089591262698,0.262477707017634,0.315179096945323,0.721228278398644,-0.802326562093584,0.0672363769337394,-0.142162612314001,0.112160574652851
"75","421010030021",-1.30190970912564,0.136817545874652,0.260740838571992,0.20767141548154,-0.273944715941575,0.125783030649108,-0.0609641288177786,0.122484209808378
"76","421010028013",-1.56121700680733,0.0777443801427559,0.387235526255096,0.285820451128439,-0.33755356244963,-0.164480252531046,0.216406158709545,0.181878930918499
"77","421010030022",-0.779556532046547,-0.204902169438251,0.181232783088184,-0.305648398858002,-0.266709542686264,0.520312065438506,0.389241408092267,0.120273959536202
"78","421010028012",-1.08786464134109,0.00689149639256162,0.265061677523252,0.306307287530153,0.417001537579956,0.123177719043486,0.363323532138673,0.513066790213757
"79","421010027022",-1.06099116265765,-0.198975499802513,0.200379692746847,-0.272781977491242,-0.371143515269101,0.0629900054601818,0.135295252238016,0.251688303770597
"80","421010027011",-1.07010954540884,0.142082125874389,0.154751793077438,0.165281499196987,-0.164711755857546,0.021396115140839,-0.00606783203203324,0.209537577517773
"81","421010024001",-0.900633760236002,-0.158037935954719,0.158047708040134,0.35118258811117,0.236575299611016,0.304396661883165,0.415469037686687,0.122661583162098
"82","421010012013",-0.382691849864346,-0.375835623830987,0.0869800653872139,-0.208998881643472,-0.410073337772634,0.560671841696811,0.143244293114054,0.150658497989077
"83","421010011011",-0.113536358438268,-0.47529971079158,0.206782162799577,-0.413438274757835,0.4678261467739,0.902401800377741,0.540258307076152,0.118093781002795
"84","421010011014",-0.260719829168376,-0.373912504306617,0.192382389936135,-0.207368025321237,0.362300992382605,0.893182862515725,0.490191924214113,0.17320102098351
"85","421010009012",-0.46060879633673,-0.206739405831694,0.0584711345574383,0.17305569170368,0.250178095719805,0.345392574667404,0.155236411810515,0.132187982987334
"86","421010009021",-0.0222577032858033,-0.225500459118828,0.0298657189747767,0.176991990574885,0.0760434327956731,0.161892856677506,0.251863618025088,0.184007858172267
"87","421010003002",-0.559291448528496,-0.699365241862298,0.34423740837051,-1.08351430213387,0.0826297994406938,1.27667896510427,0.776493868581263,0.441288588294773
"88","421010106001",-0.568676381977209,-0.0375054935389406,0.153669581051086,0.331681886318053,-0.468025803599664,0.144648111894177,-0.103794847553629,-0.786835788596563
"89","421010317004",1.80485102737624,-0.278572961668614,0.0844880000861126,0.288260436966762,-0.0623976778782977,-0.0241822580955996,-0.195959883191273,0.243730788474804
"90","421010279014",-0.643755489627015,-0.0527889882456757,0.0507658613987018,0.19410797766349,0.138574379162755,-0.0353794525857884,-0.227144309529303,0.084128429102697
"91","421010279022",-0.850335003707822,0.0498810455775005,0.0906467131303847,-0.0176347276895517,0.0909862101739643,0.166069464858597,-0.255370032600118,0.478292042414719
"92","421010386001",-0.705633095177754,-0.00331139460293439,0.0475835171474919,-0.437577643655968,0.650855667234153,0.407609496336736,0.0808044822455022,0.395970293492732
"93","421010214001",0.113285292043195,0.0451122341527115,0.018680030170127,0.575732974579677,-0.389892143835322,-0.277520762130867,-0.115635708398283,0.0279576119866438
"94","421010373002",-1.92699168475456,0.107150653629738,0.416400169649167,0.815255711841896,-0.844485366147893,0.101448697738642,-0.166598903831903,0.0809730453704594
"95","421010381002",1.49831039871745,-0.194297649128681,0.0403656691069767,0.347442018692118,-0.248505231244777,-0.0435737293652496,-0.0812757107536435,-0.00456133361308282
"96","421010381001",0.638081110301987,-0.0439889752966901,0.04520612656773,0.528843522730858,-0.168935267290013,-0.280986924295111,-0.231836661051339,0.317263743509205
"97","421010167023",-0.851954310314666,-0.261399790840484,0.0824177201069902,-0.323646934028158,-0.478162391953371,0.317506030658545,0.172780617590852,0.158746660910575
"98","421010136012",-0.476998755608995,-0.0988629421909737,0.104417182786522,-0.0481344407898242,0.512409748802013,-0.106523387352283,0.41220262997207,0.117282626240118
"99","421010039022",-1.76432576835267,0.144716520306494,0.386054804993208,1.00808681420838,-0.904219417758266,0.242742220516113,-0.197616063525631,0.043294958530922
"100","421010014001",-1.11367180049239,-0.177333487369236,0.339763750413951,-1.00285083630442,-0.690304651165445,0.799995520201363,0.222496557475043,0.15021840750219
"101","421010091002",0.0121502864388386,0.0607464258098481,0.0507824009582266,0.404141514087502,0.157559218708457,-0.0963410263318924,-0.398507002620167,-0.0823402785371309
"102","421010008033",-0.772883046825454,-0.183761802070723,0.250492635793428,0.0384216015959592,0.155707650216267,0.829644937230427,0.365811304881491,0.11231429409831
"103","421010353012",-0.0317198169950991,-0.179470321819978,0.054934393085709,-0.181232942109485,0.340009113345478,0.370155166348473,-0.0506552851656997,0.454202386939049
"104","421010161001",-1.05456384297457,-0.211570412534091,0.101372780705869,-0.100936632090176,0.421766019613902,0.69541123718443,0.379503365881363,0.244202383479598
"105","421010348013",1.63594404440417,-0.522359403968582,0.0839379835033666,0.495596685998621,-0.155199615082528,0.536556607397601,0.152856835630802,-0.106297920926607
"106","421010345023",0.255050120201387,-0.00249495904036774,0.0428665606914801,0.591979595340066,-0.515821797518482,0.0265095290071391,-0.246675696696594,0.116801651176519
"107","421010345011",3.24682740449861e-16,-7.85263281239317e-17,0.498434949518297,-1.08828126244461e-15,1.1306636119554e-15,-5.0479365737505e-17,2.83946983655308e-16,-2.24410947475421e-16
"108","421010375001",-0.681704179113548,-0.275998437411505,0.13797335496709,0.38528123673749,-0.132876108933733,0.520715525144044,0.0348257200842103,0.663595232606718
"109","421010389001",0.2616932482164,-0.00496014110416817,0.00999404930337233,0.267384243850547,0.120170443222988,-0.179550036641428,-0.0880744558826231,0.103733405913709
"110","421010133002",-0.907376143505913,0.114606597347452,0.270277901026153,0.0180959967693752,0.0240800311454949,-0.660793806744478,0.192605764417492,-0.119421379830782
"111","421010372001",-1.39079331643589,0.0126319235291637,0.332405660679437,0.359564824628221,-0.725465693274867,0.413770067941174,-0.0610558736160431,-0.0106072557877557
"112","421010267005",-0.312782894302393,-0.0960362519243224,0.0505824978506147,0.0744243942685578,0.107492029276968,0.15797765525286,-0.237956521615913,0.290388449328846
"113","421010252006",-0.0587411149633573,0.0764575911130184,0.0534129820687721,-0.199406034352507,0.156712964112886,-0.202635691765206,-0.264309064379891,0.553913299089139
"114","421010242003",0.494731560010611,-0.0753756534964391,0.0955785385719803,0.346800225978293,0.0167521529824997,0.21004761696945,-0.3274627343463,0.566422193692795
"115","421010211002",-1.21559073396073,0.181810004375559,0.139301307961952,-0.551533991560909,1.046629538735,-0.439659842736805,0.117272478098705,-0.321219706360198
"116","421010199002",-0.50620819826687,0.00719909233586155,0.143946518540697,0.0631746080807521,0.519446382167948,-0.704483769491651,0.138863541935732,0.0609124569960903
"117","421010198001",-0.0765666826926585,-0.00326778014890764,0.080863602817602,0.268085672829576,0.285090713033261,-0.70715688833554,0.0671563289378275,0.0503598404970864
"118","421010198006",0.550489029931505,-0.124422821234441,0.0322522133008669,0.44252434729121,-0.38832606624193,-0.0341055526624242,-0.130167187584543,-0.0147724737704239
"119","421010190005",0.180482008527647,-0.244064172670104,0.0643744445917029,0.848392662928478,-0.686949006457542,0.407656480138544,0.02885028617215,-0.139171373945835
"120","421010299002",0.0686390455576531,-0.074058323493887,0.0313317105827435,-0.24031521951472,0.492660641334072,0.33972932045099,0.067988485629304,0.260167937490129
"121","421010192005",0.175849590979675,-0.124433527321606,0.0377933052036593,0.119445848981474,0.0770560728496978,-0.248014695367286,0.06229168858576,-0.366507808697018
"122","421010119001",-0.760904988671991,0.283590583587312,0.150255398600239,-0.0217863166355928,0.408569859822045,0.0370376118544522,-0.33807249255452,-0.116024143437818
"123","421010203001",0.533491456184207,-0.102222113890926,0.0657597014422057,0.125014516917412,0.211155822190591,-0.685232831154115,-0.0756509634144862,0.112884843291787
"124","421010200002",-0.445903786892294,0.259715775956934,0.0525887073727952,0.336224480250621,0.163341714467736,-0.386095612198078,0.0553641090488229,-0.0456016707599081
"125","421010004022",-0.306374854370123,-0.108393979808126,0.0379124184944014,0.0310584346744129,0.490387228302335,-0.099393921546784,0.0808570348946187,0.0911324219662599
"126","421010010011",0.571002072488589,-0.418272257609195,0.0944051903805786,-0.46746440280487,0.457046769238059,0.417339856461587,0.322037210862586,0.220005373065638
"127","421010369003",-1.19713166605518,0.0320289205608769,0.119343585906703,0.386958858089912,0.212319769079352,0.427217327782592,0.0312954599629286,0.147000265960987
"128","421010060004",-1.43641757404053,-0.0697744702492677,0.236185434787377,0.611711906390326,-0.67074947233663,0.221464170453279,-0.0393157169811436,0.342666265875442
"129","421010036003",-1.35001834538949,0.119916155519723,0.265051352857074,0.292011571669541,-0.581826448789885,-0.245969773167575,-0.0664567775662599,0.182309002875617
"130","421010027021",-1.05250014441257,0.196331344849124,0.128263962508837,0.435662487674091,-0.0690537858975339,0.106490997950988,-0.144299351187639,0.343234353372382
"131","421010359002",-1.14145556604458,-0.154868035716538,0.0442126982657567,-0.272075284875979,0.630377017544904,0.254427265797005,0.285294024976898,0.378748983314859
"132","421010362033",0.752669780853735,-0.339884960331401,0.114388934883467,-0.219446110985798,0.413304207405794,0.641502138758124,0.353138987576406,0.265423461867132
"133","421010257001",-0.571760465556199,-0.0738852685825806,0.0526914086286993,0.305753239717112,-0.283484384479121,0.144468834596844,-0.164152726335676,0.147786502586816
"134","421010326007",-7.8215229138398e-17,-4.57103594533943e-17,0.498189961550639,-1.15704406930413e-15,1.18445949064602e-15,-2.78361416473045e-17,2.88003778445106e-16,-2.20490393289214e-16
"135","421010323003",1.39068578207213,-0.308028777822384,0.0577817646669535,0.365907137377488,-0.2162285865084,0.233506492908365,0.0108712596493842,0.278659145194881
"136","421010325003",2.32192103451501,-0.456310811005262,0.0732339789332265,0.62635984329249,-0.0981496027976892,0.028902688934919,0.0859064116839875,-0.0248284453129356
"137","421010335002",-0.819621913166563,-0.120512208290568,0.0838871218988069,-0.489689594911713,0.755640553066657,0.692076094122516,0.281214857927181,0.351966751381512
"138","421010309001",0.191493619990435,-0.212105415157201,0.0330738788527296,0.236532616135693,-0.0244050942973689,0.43134129395629,0.148627319231713,-0.15578685889754
"139","421010294003",1.20008913547472,-0.0793200946128372,0.0567546384214135,0.523003287948804,-0.192024883695429,-0.0645693110110089,-0.239059865325161,0.22741442937338
"140","421010294002",0.565655791134949,-0.394343262293591,0.0483563880394374,0.300231893045345,0.132594067249457,0.0413503679996826,0.197769430555566,-0.390289852060201
"141","421010280003",0.119776173211654,0.184550130949158,0.0229855213267621,-0.0621852495483844,0.263706656459794,-0.0963091559815738,-0.226313934741014,-0.0810694619529096
"142","421010281002",-0.692518489476726,0.0528328140584063,0.0468871989436544,0.0216209257317656,0.293455325175742,-0.113228773694918,-0.137909753430218,0.325060519081244
"143","421010282002",-0.714066270744606,-0.0255142616111835,0.0443878409449377,0.210459030606999,0.345752718524825,-0.213682645576131,-0.0257843804431278,0.288561846574149
"144","421010372003",-1.70282877068083,0.250693185674303,0.30989371293934,1.01002233363915,-0.765019902203262,0.193748749654468,-0.297340597223089,-0.0160072679791378
"145","421010369002",-0.928391204717292,0.0142767566815191,0.118986220597276,0.462694449927816,0.223459850064589,0.0971295875368599,0.0342217013177461,0.658300599389699
"146","421019800001",-0.177246372871655,0.0267749922144758,0.0636994899157287,0.731299185710285,-0.416440726400455,-0.326275481803672,-0.165634776296139,0.0964720219615583
"147","421010024005",-0.830635081150675,0.0393297926671165,0.135354138849774,0.611729038192786,0.0727638079963419,-0.272963911000408,0.0505950038466747,0.397806362208497
"148","421010021001",-1.03894500415229,0.0278409351710181,0.183328057046132,-0.20956381388059,-0.295363803840316,0.381201602381851,-0.000594672482665407,0.097369474836554
"149","421010020001",-1.09848606517193,0.100167395618894,0.18939302232611,-0.0220679273657098,-0.457052075623954,0.251229918881574,-0.0752932067194317,0.263243114175024
"150","421010142002",-1.25040949805238,0.00530083841390711,0.257800328129135,0.0476155277845866,0.460491553101585,-0.363654568661948,0.349535147163886,0.100462240122488
"151","421010144003",-0.326190225333325,-0.00673472310580179,0.0612320705940363,0.259582622171894,0.21155373435774,-0.484378502710622,0.0920941269786454,0.0419247227055236
"152","421010140003",-0.848561708781635,0.117724548343304,0.147056987318976,0.04604875888118,0.705031283367856,-0.45728465476548,0.126619600306801,0.0419752177298785
"153","421010140001",-1.21602663066927,0.106066980453886,0.284707238578387,-0.0619254924642315,0.508633072762267,-0.462185231844893,0.242594071377201,0.24306618964546
"154","421010141001",-0.968989116457125,0.037633577300725,0.112322675112423,0.322346871018152,0.255831781910551,-0.266960401782029,0.0966765681472648,0.178258830934339
"155","421010388003",-0.475273172753307,-0.296780863602551,0.154671307405232,-0.44473240874994,0.469031929495833,0.593575826452763,0.399209137891102,0.0879889054448922
"156","421010170001",0.00373056321875538,-0.120045883938431,0.0307242024584636,0.221542447908767,0.230720387633951,-0.315319337835845,0.0697761080384589,0.168755368072133
"157","421010207004",-0.853722220804565,0.0581204104437754,0.0987103708103828,-0.00184276168217445,0.421185601816229,-0.119911289288174,-0.179485165964096,0.0769370737452201
"158","421010117001",-0.922792310031158,0.19619551947002,0.221184569742998,0.50911184387538,-0.49746807310277,0.12470399139954,-0.0340273235729531,1.16195422032343
"159","421010115003",-1.39790223909553,-0.0983467041295654,0.365109947895238,0.182336716646885,0.320938305532022,0.435422319223003,-0.0886339164323698,0.0400749797136647
"160","421010106002",-0.679087010973696,-0.112009068613185,0.15512437777303,0.763701197577149,-0.675981939072114,0.549447578431328,-0.0766647960308721,0.200203177154133
"161","421010101004",-1.1162952704761,-0.147308197264953,0.204562499881325,-0.00191900380139279,0.679147686903705,0.313722760017268,0.0485087184159215,0.222827671184214
"162","421010094002",-1.24387534415549,0.0575209457873566,0.276149446601362,-0.134426234788107,0.661963927956997,0.0635801095992456,-0.103284916163836,0.39440353925532
"163","421010092002",-0.819481249460242,-0.181291677720887,0.124817066732846,0.130221199248423,0.228486317576584,0.478284202955302,-0.0634966782115401,0.361778094287997
"164","421010093005",-1.371985418733,0.23405592159911,0.269995045931691,-0.120174027323977,-0.0411040113553629,0.296773858938274,-0.0797279894364993,0.635354815462069
"165","421010084004",-1.01746507808129,0.0376846929671744,0.195301529687051,-0.0710900479209806,0.418001986990429,0.195907703389808,-0.0715608137948298,0.473652460872501
"166","421010320005",0.747887677398051,0.137368120433284,0.0515720958832632,0.44486593044947,0.109239803416292,0.118751984038871,-0.299741256675968,0.231396862193478
"167","421010080004",-1.09940480877971,-0.0613671510491843,0.210672638880984,-0.29483503271585,-0.280612010541647,0.103064215061939,-0.163675324926075,0.369751116802692
"168","421010199004",-0.206369135070967,-0.174597626951587,0.0505658348907326,-0.482378296712033,-0.151277300777264,-0.243179085285443,0.18063943500642,-0.00804586423291758
"169","421010168001",-0.339365432383727,-0.00157662399139056,0.122800411541708,-0.0216796981023822,0.460182465502902,-0.676028417118993,0.157948744056253,0.177622919877741
"170","421010164003",-0.223642113502216,0.02213523407917,0.068084592141931,0.840323145764578,-0.289354752709531,-0.571809678303722,-0.104608548313662,0.00963131043847762
"171","421010179005",-0.0821266791582432,0.241670861930595,0.152621063438578,-1.13229020574491,-1.29878151592371,0.0134777667521896,-0.312501773469438,0.0514274094294589
"172","421010157003",-0.586476207358137,0.0374635562826328,0.136475478330243,-0.086660968062049,0.719633593585985,-0.120101491148909,0.472613885083119,-0.129234446784952
"173","421010153003",-0.583892776509495,-0.0223024296666089,0.111063003849997,0.0834833764870541,0.358455685241489,-0.464695144141006,0.120259618926671,-0.0847821101502651
"174","421010062004",-1.50443139205515,-0.202114524835242,0.282998788737361,0.450292890881516,-0.999484569187953,0.0012181910354807,-0.232025900697191,0.17434607735231
"175","421010175006",-0.312988354988108,0.0380352160273652,0.0905868716321157,0.00211289584085416,0.195342175142464,-0.332863553378868,0.126341321395311,-0.0562407445448841
"176","421010029001",-1.36058873072053,0.0240747586835556,0.32729930241653,0.288175851937046,-0.0726107580912901,0.056675762750873,-0.0840614612390713,0.312395733464196
"177","421010207002",-0.823359453495077,-0.0434144102645057,0.137520146498314,-0.643812314276075,1.27366755534675,-0.439823967511781,0.305462191197424,0.32611747533411
"178","421010195022",0.234571096928901,-0.104237364334656,0.159878254843673,-0.501840492098142,-2.04056545919184,-0.446915395185715,-0.166839271647503,-0.201806628605603
