FacilityID,Facility,ProgramID,ActvityTypeCategory,ActivityType,Gender,AgeLow,AgeHigh,AttendanceWeekDate,RegisteredIndividualsCount,UniqueIndividualCount,ProgramScheduleID,DateFrom,DateTo,weekday,AttendenceRealDate
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1144,Athletic,Gymnastics / Tumbling,F,9,15,2021/11/08,13,13,8496,2021/09/18,2021/11/20,Saturday,2021/11/13
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1633,Cultural,Dance,M/F,5,7,2021/11/08,2,2,8490,2021/09/18,2021/12/18,Saturday,2021/11/13
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1134,Cultural,Dance,F,5,18,2021/11/08,6,6,8491,2021/09/18,2021/12/18,Saturday,2021/11/13
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2052,Athletic,Gymnastics / Tumbling,M,6,18,2021/11/08,15,15,8487,2021/09/18,2021/11/20,Saturday,2021/11/13
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1157,Athletic,Gymnastics / Tumbling,M/F,8,18,2021/11/08,7,7,8486,2021/09/14,2021/11/19,Tuesday,2021/11/09
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2128,Athletic,Track / Running,F,8,10,2021/11/08,15,15,8485,2021/09/20,2021/11/24,Monday,2021/11/08
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,416,After School,After School,M/F,5,12,2021/11/08,25,25,8351,2021/09/13,2022/05/27,Monday,2021/11/08
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2050,Athletic,Gymnastics / Tumbling,M/F,6,18,2021/11/08,16,16,8494,2021/09/18,2021/11/20,Saturday,2021/11/13
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,676,Athletic,Martial Arts,M/F,9,80,2021/11/08,12,12,8489,2021/09/06,2021/12/22,Monday,2021/11/08
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1152,Athletic,Gymnastics / Tumbling,F,8,18,2021/11/08,25,25,8484,2021/09/13,2021/11/18,Monday,2021/11/08
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,4893,Other,Mentoring,M/F,1,3,2021/11/01,1,1,8727,2021/10/25,2022/02/28,Monday,2021/11/01
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,1183,Athletic,Cheerleading,M/F,6,14,2021/11/01,100,100,8542,2021/08/30,2021/12/23,Monday,2021/11/01
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,1181,Athletic,Football,M,5,14,2021/11/01,300,110,8543,2021/08/30,2021/12/23,Sunday,2021/11/07
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,2021/11/08,6,6,8796,2021/10/04,2022/03/28,Monday,2021/11/08
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,2021/11/01,5,4,8796,2021/10/04,2022/03/28,Monday,2021/11/01
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,4930,After School,After School,M/F,6,12,2021/10/25,5,3,8793,2021/09/27,2022/05/31,Monday,2021/10/25
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,2021/10/25,5,4,8796,2021/10/04,2022/03/28,Monday,2021/10/25
{679EFE08-67DC-4FB8-8A79-58D8FA303CC4},Athletic Recreation Center,1023,Cultural,Art,M/F,5,12,2021/10/18,5,4,8796,2021/10/04,2022/03/28,Monday,2021/10/18
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/11/01,0,5,8445,2021/09/17,2021/12/17,Friday,2021/11/05
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/10/25,0,0,8445,2021/09/17,2021/12/17,Friday,2021/10/29
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/10/18,0,0,8445,2021/09/17,2021/12/17,Friday,2021/10/22
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/10/11,0,0,8445,2021/09/17,2021/12/17,Friday,2021/10/15
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/10/04,0,0,8445,2021/09/17,2021/12/17,Friday,2021/10/08
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/09/27,0,11,8445,2021/09/17,2021/12/17,Friday,2021/10/01
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4779,Other,Other,M/F,5,75,2021/09/20,0,8,8445,2021/09/17,2021/12/17,Friday,2021/09/24
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/11/01,0,1,8444,2021/09/16,2021/12/23,Thursday,2021/11/04
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/10/25,0,0,8444,2021/09/16,2021/12/23,Thursday,2021/10/28
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/10/18,0,5,8444,2021/09/16,2021/12/23,Thursday,2021/10/21
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/10/11,0,2,8444,2021/09/16,2021/12/23,Thursday,2021/10/14
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/10/04,0,1,8444,2021/09/16,2021/12/23,Thursday,2021/10/07
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/09/27,0,2,8444,2021/09/16,2021/12/23,Thursday,2021/09/30
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3184,Athletic,Table Tennis,M/F,30,70,2021/09/20,0,0,8444,2021/09/16,2021/12/23,Thursday,2021/09/23
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/11/01,0,0,8443,2021/09/15,2021/12/22,Wednesday,2021/11/03
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/10/25,0,1,8443,2021/09/15,2021/12/22,Wednesday,2021/10/27
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/10/18,0,4,8443,2021/09/15,2021/12/22,Wednesday,2021/10/20
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/10/11,0,3,8443,2021/09/15,2021/12/22,Wednesday,2021/10/13
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/10/04,0,2,8443,2021/09/15,2021/12/22,Wednesday,2021/10/06
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/09/27,0,4,8443,2021/09/15,2021/12/22,Wednesday,2021/09/29
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,3185,Cultural,Art,M/F,5,12,2021/09/20,0,4,8443,2021/09/15,2021/12/22,Wednesday,2021/09/22
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/11/01,0,0,8442,2021/09/14,2021/12/21,Tuesday,2021/11/02
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/10/25,0,2,8442,2021/09/14,2021/12/21,Tuesday,2021/10/26
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/10/18,0,0,8442,2021/09/14,2021/12/21,Tuesday,2021/10/19
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/10/11,0,1,8442,2021/09/14,2021/12/21,Tuesday,2021/10/12
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/10/04,0,0,8442,2021/09/14,2021/12/21,Tuesday,2021/10/05
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/09/27,0,1,8442,2021/09/14,2021/12/21,Tuesday,2021/09/28
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4617,Educational,Chess,M/F,18,75,2021/09/20,0,1,8442,2021/09/14,2021/12/21,Tuesday,2021/09/21
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/11/01,0,4,8441,2021/09/13,2021/12/20,Monday,2021/11/01
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/10/25,0,0,8441,2021/09/13,2021/12/20,Monday,2021/10/25
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/10/18,0,3,8441,2021/09/13,2021/12/20,Monday,2021/10/18
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/10/11,0,0,8441,2021/09/13,2021/12/20,Monday,2021/10/11
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/10/04,0,4,8441,2021/09/13,2021/12/20,Monday,2021/10/04
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/09/27,0,3,8441,2021/09/13,2021/12/20,Monday,2021/09/27
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,2917,Athletic,Table Tennis,M/F,8,16,2021/09/20,0,4,8441,2021/09/13,2021/12/20,Monday,2021/09/20
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/11/01,8,8,8440,2021/09/16,2022/06/14,Monday,2021/11/01
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/10/25,8,8,8440,2021/09/16,2022/06/14,Monday,2021/10/25
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/10/18,8,8,8440,2021/09/16,2022/06/14,Monday,2021/10/18
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/10/11,8,8,8440,2021/09/16,2022/06/14,Monday,2021/10/11
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/10/04,8,7,8440,2021/09/16,2022/06/14,Monday,2021/10/04
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/09/27,8,8,8440,2021/09/16,2022/06/14,Monday,2021/09/27
{86B4D412-6129-481D-B8FE-DF8D75385E9E},Dendy Recreation Center,4778,After School,After School,M/F,6,12,2021/09/20,8,8,8440,2021/09/16,2022/06/14,Monday,2021/09/20
{FC68DFB6-7C48-4955-A6C6-52B22B605AAF},Emanuel Recreation Center,1201,After School,After School,M/F,5,12,2021/11/01,1,1,8310,2021/10/01,2022/05/27,Monday,2021/11/01
{FC68DFB6-7C48-4955-A6C6-52B22B605AAF},Emanuel Recreation Center,1201,After School,After School,M/F,5,12,2021/10/25,1,1,8310,2021/10/01,2022/05/27,Monday,2021/10/25
{FC68DFB6-7C48-4955-A6C6-52B22B605AAF},Emanuel Recreation Center,1201,After School,After School,M/F,5,12,2021/10/18,1,1,8310,2021/10/01,2022/05/27,Monday,2021/10/18
{FC68DFB6-7C48-4955-A6C6-52B22B605AAF},Emanuel Recreation Center,1201,After School,After School,M/F,5,12,2021/10/11,1,1,8310,2021/10/01,2022/05/27,Monday,2021/10/11
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4733,Athletic,Soccer,M/F,6,10,2021/11/01,100,87,8236,2021/09/09,2021/11/24,Thursday,2021/11/04
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4733,Athletic,Soccer,M/F,6,10,2021/11/01,100,87,8236,2021/09/09,2021/11/24,Thursday,2021/11/04
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,2021/11/01,15,13,8234,2021/08/23,2021/11/30,Tuesday,2021/11/02
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,2021/11/01,15,13,8235,2021/08/23,2021/11/30,Sunday,2021/11/07
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,2021/11/01,15,13,8234,2021/08/23,2021/11/30,Tuesday,2021/11/02
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4732,Athletic,Soccer,F,10,12,2021/11/01,15,13,8235,2021/08/23,2021/11/30,Sunday,2021/11/07
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4734,Athletic,Baseball,M/F,6,10,2021/11/01,40,33,8237,2021/09/03,2021/11/19,Friday,2021/11/05
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,2021/11/01,40,36,8232,2021/08/23,2021/11/30,Monday,2021/11/01
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,2021/11/01,40,36,8232,2021/08/23,2021/11/30,Monday,2021/11/01
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,2021/11/01,40,36,8233,2021/08/23,2021/11/30,Sunday,2021/11/07
{F7465F8D-CF0C-4DB7-9074-81CC00BD16B8},Marian Anderson Recreation Center,4731,Athletic,Soccer,M,7,12,2021/11/01,40,36,8233,2021/08/23,2021/11/30,Sunday,2021/11/07
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4761,Educational,Cooking,M/F,7,16,2021/11/08,12,0,8385,2021/10/05,2021/12/14,Tuesday,2021/11/09
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4804,Educational,Educational,M/F,3,4,2021/11/08,13,0,8512,2021/09/20,2022/05/20,Monday,2021/11/08
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,4802,Educational,Educational,M/F,5,14,2021/11/08,6,0,8506,2021/09/13,2022/05/27,Monday,2021/11/08
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,114,Educational,Educational,F,9,13,2021/11/01,3,3,8458,2021/09/22,2022/06/01,Wednesday,2021/11/03
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,4783,Cultural,Dance,M/F,5,13,2021/10/25,16,15,8456,2021/09/14,2022/06/10,Tuesday,2021/10/26
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4343,Cultural,Health & Wellness,M/F,18,100,2021/11/01,0,0,8651,2021/09/13,2021/12/16,Monday,2021/11/01
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4189,Other,Video Games,M/F,8,17,2021/11/01,0,0,8654,2021/09/07,2021/12/28,Tuesday,2021/11/02
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,3490,Athletic,Softball,F,8,12,2021/11/01,0,0,8652,2021/09/13,2021/11/23,Tuesday,2021/11/02
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4869,Educational,Educational,M/F,6,17,2021/11/01,0,0,8657,2021/09/03,2021/12/17,Friday,2021/11/05
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,2009,Cultural,Dance,M/F,18,99,2021/11/01,0,16,8162,2021/06/03,2021/12/30,Thursday,2021/11/04
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,129,Other,Games,M/F,5,12,2021/11/01,0,0,8655,2021/09/08,2021/12/29,Wednesday,2021/11/03
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4868,Other,Bingo,M/F,12,100,2021/11/01,0,0,8656,2021/09/07,2021/12/28,Tuesday,2021/11/02
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,122,Cultural,Art,M/F,5,13,2021/11/01,0,0,8653,2021/09/13,2021/12/27,Monday,2021/11/01
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4343,Cultural,Health & Wellness,M/F,18,100,2021/10/25,0,0,8651,2021/09/13,2021/12/16,Monday,2021/10/25
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4189,Other,Video Games,M/F,8,17,2021/10/25,0,0,8654,2021/09/07,2021/12/28,Tuesday,2021/10/26
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,3490,Athletic,Softball,F,8,12,2021/10/25,0,0,8652,2021/09/13,2021/11/23,Tuesday,2021/10/26
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4869,Educational,Educational,M/F,6,17,2021/10/25,0,0,8657,2021/09/03,2021/12/17,Friday,2021/10/29
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,2009,Cultural,Dance,M/F,18,99,2021/10/25,0,14,8162,2021/06/03,2021/12/30,Thursday,2021/10/28
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,129,Other,Games,M/F,5,12,2021/10/25,0,3,8655,2021/09/08,2021/12/29,Wednesday,2021/10/27
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4868,Other,Bingo,M/F,12,100,2021/10/25,0,0,8656,2021/09/07,2021/12/28,Tuesday,2021/10/26
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,122,Cultural,Art,M/F,5,13,2021/10/25,0,0,8653,2021/09/13,2021/12/27,Monday,2021/10/25
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4343,Cultural,Health & Wellness,M/F,18,100,2021/10/18,0,0,8651,2021/09/13,2021/12/16,Monday,2021/10/18
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4189,Other,Video Games,M/F,8,17,2021/10/18,0,0,8654,2021/09/07,2021/12/28,Tuesday,2021/10/19
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,3490,Athletic,Softball,F,8,12,2021/10/18,0,0,8652,2021/09/13,2021/11/23,Tuesday,2021/10/19
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4869,Educational,Educational,M/F,6,17,2021/10/18,0,0,8657,2021/09/03,2021/12/17,Friday,2021/10/22
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,2009,Cultural,Dance,M/F,18,99,2021/10/18,0,16,8162,2021/06/03,2021/12/30,Thursday,2021/10/21
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,129,Other,Games,M/F,5,12,2021/10/18,0,0,8655,2021/09/08,2021/12/29,Wednesday,2021/10/20
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4868,Other,Bingo,M/F,12,100,2021/10/18,0,0,8656,2021/09/07,2021/12/28,Tuesday,2021/10/19
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,122,Cultural,Art,M/F,5,13,2021/10/18,0,0,8653,2021/09/13,2021/12/27,Monday,2021/10/18
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4343,Cultural,Health & Wellness,M/F,18,100,2021/10/11,0,0,8651,2021/09/13,2021/12/16,Monday,2021/10/11
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4189,Other,Video Games,M/F,8,17,2021/10/11,0,0,8654,2021/09/07,2021/12/28,Tuesday,2021/10/12
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,3490,Athletic,Softball,F,8,12,2021/10/11,0,0,8652,2021/09/13,2021/11/23,Tuesday,2021/10/12
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4869,Educational,Educational,M/F,6,17,2021/10/11,0,0,8657,2021/09/03,2021/12/17,Friday,2021/10/15
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,2009,Cultural,Dance,M/F,18,99,2021/10/11,0,16,8162,2021/06/03,2021/12/30,Thursday,2021/10/14
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,129,Other,Games,M/F,5,12,2021/10/11,0,2,8655,2021/09/08,2021/12/29,Wednesday,2021/10/13
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,4868,Other,Bingo,M/F,12,100,2021/10/11,0,0,8656,2021/09/07,2021/12/28,Tuesday,2021/10/12
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,122,Cultural,Art,M/F,5,13,2021/10/11,0,0,8653,2021/09/13,2021/12/27,Monday,2021/10/11
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4803,Cultural,Dance,M/F,2,5,2021/11/01,8,8,8511,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1139,Cultural,Dance,F,5,18,2021/11/01,6,6,8510,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1137,Cultural,Dance,F,5,10,2021/11/01,3,3,8509,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,414,Cultural,Dance,F,5,18,2021/11/01,2,2,8508,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1145,Athletic,Gymnastics / Tumbling,M/F,18,36,2021/11/01,14,14,8502,2021/09/15,2021/11/17,Wednesday,2021/11/03
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1136,Cultural,Dance,F,5,18,2021/11/01,5,5,8507,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4800,Athletic,Gymnastics / Tumbling,M/F,3,5,2021/11/01,15,15,8504,2021/09/16,2021/11/18,Thursday,2021/11/04
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1143,Athletic,Gymnastics / Tumbling,F,10,18,2021/11/01,18,18,8503,2021/09/15,2021/11/17,Wednesday,2021/11/03
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1146,Athletic,Gymnastics / Tumbling,F,8,14,2021/11/01,19,19,8501,2021/09/14,2021/11/19,Tuesday,2021/11/02
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,4799,Athletic,Gymnastics / Tumbling,M/F,18,99,2021/11/01,10,10,8500,2021/09/14,2021/11/23,Tuesday,2021/11/02
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,3186,Athletic,Track / Running,F,11,14,2021/11/01,15,15,8488,2021/09/20,2021/11/24,Monday,2021/11/01
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1142,Athletic,Gymnastics / Tumbling,M/F,6,10,2021/11/01,10,10,8497,2021/09/13,2021/11/15,Monday,2021/11/01
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1141,Athletic,Gymnastics / Tumbling,F,4,5,2021/11/01,12,12,8495,2021/09/15,2021/11/17,Wednesday,2021/11/03
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1633,Cultural,Dance,M/F,5,7,2021/11/01,2,2,8490,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1134,Cultural,Dance,F,5,18,2021/11/01,6,6,8491,2021/09/18,2021/12/18,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2052,Athletic,Gymnastics / Tumbling,M,6,18,2021/11/01,15,15,8487,2021/09/18,2021/11/20,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1157,Athletic,Gymnastics / Tumbling,M/F,8,18,2021/11/01,7,7,8486,2021/09/14,2021/11/19,Tuesday,2021/11/02
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2128,Athletic,Track / Running,F,8,10,2021/11/01,15,15,8485,2021/09/20,2021/11/24,Monday,2021/11/01
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,416,After School,After School,M/F,5,12,2021/11/01,25,25,8351,2021/09/13,2022/05/27,Monday,2021/11/01
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,2050,Athletic,Gymnastics / Tumbling,M/F,6,18,2021/11/01,16,16,8494,2021/09/18,2021/11/20,Saturday,2021/11/06
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,676,Athletic,Martial Arts,M/F,9,80,2021/11/01,12,12,8489,2021/09/06,2021/12/22,Monday,2021/11/01
{DA9F8E3A-D19A-46DD-9040-5ACE360CDD2A},Kendrick Recreation Center,1152,Athletic,Gymnastics / Tumbling,F,8,18,2021/11/01,25,25,8484,2021/09/13,2021/11/18,Monday,2021/11/01
{13600B8B-AB62-4A39-95CF-5F31C6942010},Thomas B. Smith Recreation Center,2955,Educational,Cooking,M/F,8,13,2021/11/01,13,9,8624,2021/10/02,2022/06/04,Saturday,2021/11/06
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,3782,Educational,Educational,M/F,6,12,2021/11/01,5,1,8460,2021/09/21,2022/06/14,Tuesday,2021/11/02
