GEOID,bgLat,bgLng
"421010149003"," 39.9814422589119","-75.1787648438763"
"421010305012"," 40.04086965939","-75.0998653220625"
"421010110004"," 39.973181853869","-75.201729485655"
"421010318004"," 40.0311387345986","-75.0817141781069"
"421010315022"," 40.0414479087455","-75.0525902833092"
"421010008034"," 39.9496593525213","-75.1734571703831"
"421010169011"," 39.9947971725491","-75.1734863852277"
"421010012014"," 39.9463638140031","-75.1799087950705"
"421010372001"," 39.9139905711302","-75.1690285944321"
"421010362021"," 40.0904382067911","-74.9800730754904"
"421010294001"," 40.0122648081183","-75.0830177790779"
"421010115001"," 39.9796726125142","-75.251052834594"
"421010071021"," 39.9428892740735","-75.2254626228235"
"421010212002"," 40.0324525256974","-75.2103127555658"
"421010028022"," 39.9271721425633","-75.1642367342728"
"421010376001"," 39.9595579203583","-75.1517338044184"
"421010286002"," 40.0251778349778","-75.1305257806062"
"421010084003"," 39.9571305329437","-75.2367217453247"
"421010180012"," 39.9829197732982","-75.1111207782212"
"421010300002"," 40.0200975889494","-75.0745590625508"
"421010176021"," 39.9967506940938","-75.1276549641065"
"421010310004"," 40.0450847295026","-75.0747332037253"
"421010289011"," 40.0207598505334","-75.1183443056958"
"421010101005"," 39.97041003431","-75.245663702993"
"421010179003"," 39.9847602915101","-75.1134440141916"
"421010001001"," 39.9503819950312","-75.1453931405359"
"421010290003"," 40.0303459500536","-75.1204439296263"
"421010169022"," 39.9908580576399","-75.1831643653725"
"421010372004"," 39.9121296764329","-75.1543245947998"
"421010019002"," 39.9401829085954","-75.175329271099"
"421010210003"," 40.0244054098735","-75.209996486163"
"421010028023"," 39.9287920985797","-75.1600885642702"
"421010134023"," 39.9643156932321","-75.1690133766369"
"421010147002"," 39.9787241603273","-75.1610446921437"
"421010042013"," 39.9204054324918","-75.1489246702392"
"421010341003"," 40.0727638130142","-75.0805766258794"
"421010027012"," 39.9261147302824","-75.1542465525813"
"421010172022"," 39.9984702553053","-75.1751458555501"
"421010164001"," 39.9906063641046","-75.1410106998718"
"421010100002"," 39.9706206197283","-75.248375706232"
"421010180011"," 39.9795833457546","-75.1133332512959"
"421010248002"," 40.0461570661792","-75.1679480354991"
"421010314011"," 40.0489106503491","-75.0662506766238"
"421010109001"," 39.9660000346366","-75.1923151393396"
"421010040011"," 39.9249122613868","-75.1641773243963"
"421010136022"," 39.9720463199891","-75.1830072160265"
"421010379002"," 39.9880876179736","-75.0998376580056"
"421010337012"," 40.0654882986144","-75.0516100012243"
"421010158004"," 39.9703766333386","-75.1328153005319"
"421010067002"," 39.9195435347199","-75.2246211250514"
"421010202002"," 40.0076427030128","-75.1665852962104"
"421010359001"," 40.1168727758791","-75.0162223282315"
"421010266001"," 40.061615729256","-75.1446249470827"
"421010040012"," 39.9224557461166","-75.1647177039319"
"421010175003"," 39.9933736036289","-75.1438510442517"
"421010013004"," 39.9429384847559","-75.1819844993606"
"421010195023"," 40.0026896227475","-75.1309207779768"
"421010071025"," 39.9403401673805","-75.2313556764002"
"421010074004"," 39.9408408011773","-75.2181470823508"
"421010074003"," 39.941094904641","-75.2151800977213"
"421010298003"," 40.0160967727254","-75.0680894218286"
"421010195012"," 39.9998310580617","-75.1269968837478"
"421010012025"," 39.9472666813191","-75.1729031379203"
"421010064002"," 39.9281977525526","-75.2415747425682"
"421010174001"," 39.9963508743635","-75.1487205588491"
"421010356021"," 40.1029360420208","-75.0470297322843"
"421010010023"," 39.94667902251","-75.1468332693187"
"421010013003"," 39.9405703546186","-75.1796248042194"
"421010263013"," 40.0736026202156","-75.1612000662309"
"421010378002"," 39.9805429926251","-75.0915751471152"
"421010190002"," 40.0111214596862","-75.0989018117128"
"421010085004"," 39.9544248702648","-75.2290757961875"
"421010164004"," 39.9880004306169","-75.1438056611726"
"421010256002"," 40.0635608760092","-75.1896095594659"
"421010330002"," 40.0359992376863","-75.0326449831509"
"421010102003"," 39.9694032678769","-75.2304554839258"
"421010365011"," 40.1276283783401","-75.0096362197563"
"421010201023"," 40.0113781122474","-75.1565440061225"
"421010365013"," 40.1270952116378","-75.0168805292045"
"421010262004"," 40.0647227700098","-75.1706298430129"
"421010372002"," 39.9134066871749","-75.1626621766241"
"421010300003"," 40.0173303429792","-75.0771563156529"
"421010110002"," 39.9753241655425","-75.2111795106617"
"421010207002"," 40.0141928168899","-75.1886118285497"
"421010320005"," 40.0262543309464","-75.0598669674635"
"421010388003"," 40.0564208376399","-75.1914972901301"
"421010372003"," 39.9147772020769","-75.165997177203"
"421010257001"," 40.0738134557295","-75.1944638266173"
"421010119001"," 39.9853668031855","-75.2307494514035"
"421010133002"," 39.968424406426","-75.1624622056961"
"421010039022"," 39.9163821000283","-75.1732143502705"
"421010106001"," 39.9655333323047","-75.2098277241842"
"421010030022"," 39.9334036405408","-75.1716142350584"
"421010314014"," 40.0438367043027","-75.0682799162197"
"421010062002"," 39.9191030874272","-75.2316558812958"
"421010137005"," 39.9781295984841","-75.186664852728"
"421010209001"," 40.0205805499312","-75.2090105081116"
"421010357012"," 40.1127193123504","-75.0266132194616"
"421010166001"," 39.989523383578","-75.1531838327375"
"421010277005"," 40.049721758976","-75.1555392660076"
"421010063003"," 39.9229644798132","-75.2373264099716"
"421010122031"," 40.0075442841719","-75.2092559077734"
"421010104001"," 39.9682597237255","-75.2216957892445"
"421010149004"," 39.9817411316634","-75.181084031543"
"421010078001"," 39.9454403756708","-75.2133125772996"
"421010095003"," 39.963082757435","-75.2387994148041"
"421010210005"," 40.022968633604","-75.2125880879284"
"421010301003"," 40.0199980971823","-75.0895886887727"
