placekey,naics_code,location_name,parkLat,parkLng
zzz-222@63s-dwg-ct9,712190,Elmwood Park," 39.913191","-75.237934"
zzz-222@63s-dvr-yy9,712190,Francis J Myers Recreation Center," 39.93448","-75.229404"
zzz-222@628-pm9-vxq,712190,Ben Gurion Place," 39.951171","-75.147783"
zzz-222@63s-dwf-qcq,712190,75Th and Chelwynde Park," 39.91021","-75.242814"
zzz-222@628-pj6-ndv,713990,Zeihler Playground," 40.033901","-75.118332"
zzz-222@628-pmf-3dv,712190,17th and Carpenter Play Lot," 39.939961","-75.171472"
zzz-222@628-p6z-nnq,712190,Pleasant Hill Park," 40.042375","-74.99298"
zzz-222@628-pg9-8jv,713990,Montgomery and Croskey Playground," 39.982177","-75.171586"
zzz-222@628-pfx-575,712190,Rittenhouse Town," 40.030316","-75.188711"
zzz-222@628-pgf-kcq,712190,Lloyd Hall," 39.968919","-75.185183"
zzz-222@628-pj8-575,712190,Juniata Golf Course," 40.0162","-75.101976"
zzz-222@63s-dvw-sh5,712190,Shepard Recreation Center," 39.96716","-75.233977"
zzz-222@628-pgb-d9z,712190,Barnes Foundation Museum," 39.960875","-75.172855"
zzz-222@63s-dvx-c3q,712190,Lee Cultural Center," 39.961373","-75.210127"
zzz-222@628-pgm-9cq,712190,East Fairmount Park," 39.996243","-75.189191"
zzz-222@628-pm4-fpv,712190,Guerin Recreation Center," 39.922811","-75.172955"
zzz-222@63s-dvw-bzf,712190,Nichols Park," 39.963407","-75.229591"
zzz-222@63s-dw2-3qz,713990,Granahan Playground," 39.969146","-75.249958"
zzz-222@63s-dvq-5fz,712190,Christy Recreation Center," 39.948867","-75.234746"
zzz-222@628-pj2-gp9,713990,Ferko Playground," 40.014471","-75.105353"
zzw-222@628-pj2-g6k,712190,Piccoli Playground," 40.01243","-75.096508"
zzz-222@628-pjk-6tv,712190,Old Line Park," 40.068146","-75.23762"
zzz-222@628-pft-y5f,713940,Boyce Field," 40.032857","-75.207306"
zzz-222@628-pjg-7dv,712190,Pastorius Park," 40.069891","-75.205073"
zzz-222@628-pm7-xdv,713990,Lanier Playground," 39.933272","-75.193651"
zzz-222@628-pm9-28v,712190,Marconi Plaza," 39.915991","-75.170698"
zzz-222@628-pp5-6p9,713990,Hagert Playground," 39.983504","-75.128198"
zzw-222@628-php-qpv,624120,Simmon's Recreation Center," 40.06198","-75.157292"
zzw-222@628-pm4-r8v,445230,Dickinson Square Park Farmers Market," 39.927483","-75.151752"
zzz-222@63s-dvy-52k,713990,48Th and Woodland Playground," 39.942163","-75.209739"
zzz-222@628-p9m-nh5,712190,Fairmount Drainage Right Of Way," 40.074267","-74.993803"
zzz-222@628-pg9-hwk,713990,Mander Playground," 39.990457","-75.188391"
zzz-222@628-p86-fs5,713990,Fox Chase School Playground," 40.074234","-75.081317"
zzz-222@628-p9v-5cq,713990,Palmer Playground," 40.096556","-74.991052"
zzz-222@628-p86-835,712190,Barnes and Loney Park," 40.076544","-75.08541"
zzz-222@628-p75-d5f,712190,Pennypack and Frankford Park," 40.046965","-75.014041"
zzy-222@628-pgm-9cq,711310,The Dell Music Center," 39.996188","-75.189213"
zzz-222@628-phk-v75,713990,Sturgis Playground," 40.049356","-75.123433"
zzz-222@628-p8m-9cq,713990,Moss Playground," 40.01637","-75.063625"
zzz-222@628-p84-xt9,712190,Pennypack Creek Park," 40.057073","-75.035047"
zzz-222@628-pnx-psq,713990,Hancock Playground," 39.972886","-75.137342"
zzz-222@628-pj4-2hq,712190,Hunting Park," 40.016906","-75.144055"
zzw-222@628-p9n-fmk,712190,Picariello Playground," 40.080627","-74.98956"
zzz-222@628-pj7-kxq,713990,Simpson Playground," 40.021474","-75.092792"
zzz-222@628-pgk-wff,713940,Belmont and Edgely Cricket Fields," 39.996062","-75.211728"
zzz-222@628-pnx-jjv,712190,Penn Treaty Park," 39.96609","-75.129285"
zzz-222@628-pnx-fvf,712190,Palmer Park," 39.974869","-75.132533"
zzw-222@628-pfz-bkz,713940,PADELphia," 40.023473","-75.222205"
zzz-222@63s-dvr-pn5,712190,BartramS Garden," 39.932717","-75.211761"
zzz-222@628-pg2-gx5,713990,Pleasant Playground," 40.057553","-75.181619"
zzz-222@628-pp5-5pv,712190,Shissler Recreation Center," 39.977221","-75.132586"
zzz-222@63s-dw8-h3q,713990,Pepper School Playground," 39.897271","-75.248077"
zzz-222@628-p9n-92k,712190,Walton Run," 40.085983","-74.990362"
zzz-222@628-pj3-6hq,713990,Stenton Park Playground," 40.024713","-75.151928"
zzz-222@628-pmc-nbk,712190,Mummers Museum," 39.933438","-75.147489"
zzz-222@628-pm7-3kf,713990,Smith Playground," 39.924186","-75.18748"
zzz-222@628-pp4-t7q,713990,Cione Playground," 39.98124","-75.117995"
zzz-222@628-p89-jsq,712190,Frankford Arsenal Boat Launch," 40.00698","-75.057726"
zzz-222@628-pm3-v9f,712190,Disilvestro Playground," 39.92919","-75.170073"
zzz-222@628-pjf-rzf,712190,Woodward Pines," 40.066951","-75.202636"
222-222@628-pjk-rff,713940,The Cedars House," 40.083003","-75.232456"
zzz-222@628-pj8-mkz,713990,Mcilvain Playground," 40.02367","-75.08003"
zzz-222@628-pfy-y9z,713990,Wissahickon Neighbors Playground," 40.021617","-75.213142"
zzz-222@628-p77-fpv,712190,Poquessing Creek Park Knights," 40.067416","-74.981164"
zzz-222@628-p8d-hdv,712190,Womrath Park," 40.007897","-75.09091"
zzw-222@628-pp4-mc5,712190,Pop's Playground," 39.983863","-75.123605"
zzz-222@628-p8n-4sq,713990,Roosevelt Playground," 40.025877","-75.054199"
zzz-222@628-pxy-whq,712190,Fairmount Drainage Right Of Way," 40.096352","-75.059224"
zzz-222@628-pj3-49z,712190,Nicetown Park," 40.019968","-75.154773"
zzz-222@628-pj6-4vz,712190,Olney Recreation Center," 40.043165","-75.116822"
zzz-222@628-pj6-ty9,712190,Lawncrest Recreation Center," 40.04602","-75.100712"
zzz-222@628-phy-789,712190,Feltonville Recreation Center," 40.022311","-75.120876"
zzz-222@628-pgg-djv,713990,22Nd and Ontario Playground," 40.006519","-75.165477"
zzz-222@628-p77-p9z,713990,Mitchell Playground," 40.068437","-74.991808"
zzz-222@628-phq-5s5,712190,Finley Recreation Center," 40.064698","-75.170494"
zzz-222@628-p7b-pgk,712190,Wooden Bridge Run," 40.063698","-75.017051"
zzw-222@628-pj5-sqz,712190,Hunting Park Recreation Center," 40.015796","-75.141272"
zzz-222@628-pj9-h89,712190,Belfield Recreation Center," 40.041401","-75.156296"
zzz-222@628-p8f-cqz,713990,Wilmot Park Playground," 40.014001","-75.080449"
226-222@628-phq-5mk,713990,Finley Recreation Center," 40.064626","-75.169315"
zzz-222@628-pj2-6zf,712190,Mcveigh Recreation Center," 40.000311","-75.121209"
zzz-222@628-p77-mzf,712190,Poquessing Creek Park Hegerman," 40.061173","-74.981292"
zzw-223@628-pp2-75z,712190,Frank Glavin Memorial Playground," 39.986382","-75.101218"
zzz-222@628-pg2-cdv,712190,Mt Airy Playground," 40.058115","-75.188227"
zzz-222@63s-dwf-xh5,712190,Clearview Park," 39.908382","-75.245027"
zzz-222@628-pgb-d35,712190,Park Towne," 39.961532","-75.176456"
zzw-222@628-p83-mhq,712190,Champion Park Playground," 40.080463","-75.067675"
zzz-222@63s-dvr-35z,712190,Lindbergh Park," 39.919933","-75.223596"
zzz-222@628-pmd-yqf,712190,Chew Playground," 39.938386","-75.17404"
zzw-222@628-p7x-2c5,624120,Mayfair Recreation Center," 40.040275","-75.052596"
222-223@628-pgk-cbk,713940,Friends of Chamounix Tennis Courts," 39.99938","-75.201847"
zzy-223@628-pmf-mzf,812930,Love Park Self Park Garage," 39.954648","-75.165882"
zzw-222@628-phq-6kz,712190,Awbury Park and Recreation Center," 40.053416","-75.16525"
zzy-224@628-pm3-xyv,712190,Columbus Square Dog Park," 39.93315","-75.16476"
zzw-222@628-p7b-ysq,712190,Fairmount Drainage Right Of Way," 40.060478","-75.021257"
zzw-222@628-pnt-f75,712190,Pulaski Park 3001," 39.978235","-75.097295"
zzw-222@628-p7z-249,712190,Burholme Park," 40.068219","-75.088316"
zzy-224@628-pfz-btv,445230,Pretzel Park Farmers Market," 40.025646","-75.221132"
zzw-222@628-pg4-swk,712190,WisterS Woods Park," 40.033967","-75.157287"
zzw-223@628-pmb-cnq,712190,Cianfrani Park," 39.940682","-75.155395"
zzw-222@63s-dwf-nyv,712190,Cibotti Recreation Center," 39.908542","-75.249103"
zzy-222@628-p8t-qmk,713990,Chalfont Play Ground," 40.080406","-74.973216"
zzw-222@628-pgd-xh5,713990,33Rd and Wallace Playground," 39.965075","-75.190596"
zzy-223@628-pp2-snq,624120,Heitzman Recreation Center," 39.997688","-75.0991"
zzw-225@628-pm4-psq,712190,Bardascino Park," 39.937862","-75.15993"
zzz-222@628-pmf-f9f,712190,South to Christian Connector," 39.945401","-75.18775"
zzw-222@628-p7x-qj9,712190,Lincoln Pool," 40.042566","-75.039737"
zzz-223@628-pgb-cyv,712190,Winter Street," 39.959124","-75.175965"
zzz-228@628-pnw-zpv,713940,East Poplar Field," 39.96854","-75.149894"
zzy-222@628-pj7-s3q,711310,Elite Diamond Baseball Camp," 40.027741","-75.04922"
22b-223@628-pfx-ks5,711310,Cto Music Artists," 40.026407","-75.226266"
zzz-228@628-pgj-rzf,713990,8Th and Diamond Playground," 39.983276","-75.147475"
zzz-228@628-pgb-fpv,713940,River Field," 39.961994","-75.178928"
zzz-228@628-pp4-xqz,713990,Nelson Playground," 39.989018","-75.138203"
zzw-223@628-pgc-g6k,712190,Belmont Plateau," 39.9874","-75.211723"
zzw-222@628-p9v-gff,712190,Joseph Fluehr," 40.104558","-74.965192"
zzw-222@628-pmb-3h5,712190,Vietnam Memorial," 39.943733","-75.142946"
zzw-227@628-pm9-sdv,712190,Atwater Kent Museum," 39.950058","-75.151659"
zzz-222@63s-dt9-3kf,712190,Eastwick Regional Park," 39.904927","-75.251954"
zzz-223@628-pgb-hh5,712190,Matthias Baldwin Park," 39.961782","-75.169139"
zzz-223@628-pgc-g6k,712190,West Fairmount Park," 39.98514","-75.215284"
zzy-224@628-pmb-9fz,712190,Love Park," 39.95429","-75.165665"
zzy-222@63s-dwd-kxq,712190,FDR Skatepark," 39.898521","-75.179531"
zzy-222@628-pm6-gff,712190,Mifflin Park," 39.919637","-75.156374"
zzz-223@628-pnx-26k,712190,Cruz Recreation Center," 39.973227","-75.144847"
zzz-222@628-pmb-3h5,712190,I 95 Park," 39.940411","-75.143921"
