"","GEOID","avgDeviceResiding","population","quotient"
"138","421010037022",46.0909090909091,1307,28.3570019723866
"139","421010037023",23,1111,48.304347826087
"140","421010038001",51.0909090909091,1281,25.0729537366548
"141","421010038002",997.818181818182,870,0.871902332361516
"142","421010038003",38.6363636363636,959,24.8211764705882
"143","421010038004",29.4545454545455,905,30.7253086419753
"144","421010039011",54.0909090909091,1376,25.4386554621849
"145","421010039012",47.1818181818182,1447,30.6685934489403
"146","421010039013",61.6363636363636,2124,34.4601769911504
"147","421010039014",59,1239,21
"148","421010039021",39.0909090909091,1938,49.5767441860465
"149","421010039022",58.6363636363636,893,15.2294573643411
"150","421010039023",53.4545454545455,881,16.4812925170068
"151","421010039024",91.6363636363636,2088,22.7857142857143
"152","421010040011",47.6363636363636,1354,28.4236641221374
"153","421010040012",34,887,26.0882352941176
"154","421010040013",17.7272727272727,947,53.4205128205128
"155","421010040014",38.3636363636364,977,25.4668246445498
"156","421010040021",43.5454545454545,997,22.8956158663883
"157","421010040022",75.2727272727273,1818,24.1521739130435
"158","421010040023",44.6363636363636,1185,26.5478615071283
"159","421010040024",38.3636363636364,757,19.7322274881517
"160","421010041011",46.4545454545455,547,11.7749510763209
"161","421010041012",45.6363636363636,1774,38.8725099601594
"162","421010041013",44.4545454545455,1533,34.4846625766871
"163","421010041014",36.8181818181818,1783,48.4271604938272
"164","421010041021",1010.81818181818,2881,2.85016638186887
"165","421010041022",92.3636363636364,3257,35.2627952755906
"166","421010041023",40.8181818181818,1408,34.4944320712695
"167","421010041024",53.3636363636364,1125,21.0817717206133
"168","421010042011",39.4545454545455,966,24.4838709677419
"169","421010042012",91.9090909090909,1980,21.5430267062315
"170","421010042013",41.2727272727273,899,21.7819383259912
"171","421010042014",58.6363636363636,1481,25.2573643410853
"172","421010042021",61.6363636363636,1360,22.0648967551622
"173","421010042022",41.1818181818182,1377,33.4370860927152
"174","421010042023",54.9090909090909,1963,35.75
"175","421010042024",35.0909090909091,951,27.1010362694301
"176","421010050001",21.0909090909091,0,0
"177","421010054001",39.9090909090909,1577,39.5148063781321
"178","421010055001",60.7272727272727,1527,25.1452095808383
"179","421010055002",35,732,20.9142857142857
"180","421010055003",84.4545454545455,4062,48.0968783638321
"181","421010056001",53.1818181818182,1158,21.774358974359
"182","421010060001",126,1894,15.031746031746
"183","421010060002",45.7272727272727,1460,31.9284294234592
"184","421010060003",28.1818181818182,567,20.1193548387097
"185","421010060004",60.6363636363636,543,8.95502248875562
"186","421010060005",56.9090909090909,2003,35.1964856230032
"187","421010061001",76.9090909090909,2034,26.4468085106383
"188","421010061002",38.9090909090909,725,18.6331775700935
"189","421010062001",33.8181818181818,1108,32.763440860215
"190","421010062002",16.5454545454545,1415,85.521978021978
"191","421010062003",62,648,10.4516129032258
"192","421010062004",123.909090909091,1823,14.7123991195891
"193","421010063001",25.7272727272727,424,16.4805653710247
"194","421010063002",35.8181818181818,1007,28.1142131979695
"195","421010063003",31.2727272727273,1119,35.781976744186
"196","421010063004",64.2727272727273,1962,30.5261669024045
"197","421010064001",37.9090909090909,1161,30.6258992805755
"198","421010064002",35.5454545454545,1391,39.1329923273657
"199","421010064003",58,1878,32.3793103448276
"200","421010065001",18.8181818181818,367,19.5024154589372
"201","421010065002",19.4545454545455,511,26.2663551401869
"202","421010065003",28,1216,43.4285714285714
"203","421010065004",64.1818181818182,673,10.485835694051
"204","421010065005",27.7272727272727,574,20.7016393442623
"205","421010065006",113.181818181818,1085,9.5863453815261
"206","421010066001",31,1242,40.0645161290323
"207","421010066002",14.1818181818182,280,19.7435897435897
"208","421010066003",55.8181818181818,743,13.3110749185668
"209","421010066004",28.4545454545455,1206,42.3833865814697
"210","421010067001",35.8181818181818,1590,44.3908629441624
"211","421010067002",17.5454545454545,744,42.4041450777202
"212","421010067003",28.3636363636364,634,22.3525641025641
"213","421010067004",1566.54545454545,1482,0.946030640668524
"214","421010067005",60.5454545454545,1190,19.6546546546547
"215","421010067006",29.9090909090909,484,16.1823708206687
"216","421010067007",46.2727272727273,958,20.7033398821218
"217","421010069001",47.7272727272727,1681,35.2209523809524
"218","421010069002",23.7272727272727,777,32.7471264367816
"219","421010069003",60.0909090909091,1021,16.9909228441755
"220","421010070001",56.3636363636364,1193,21.1661290322581
"221","421010070002",29.5454545454545,360,12.1846153846154
"222","421010070003",33.0909090909091,652,19.7032967032967
"223","421010070004",28.6363636363636,338,11.8031746031746
"224","421010070005",23.4545454545455,986,42.0387596899225
"225","421010071011",18.8181818181818,1107,58.8260869565217
"226","421010071012",27.7272727272727,930,33.5409836065574
"227","421010071013",30.1818181818182,558,18.4879518072289
"228","421010071021",37,894,24.1621621621622
"229","421010071022",43.5454545454545,1271,29.187891440501
"230","421010071023",47.5454545454545,532,11.189292543021
"231","421010071024",24.9090909090909,920,36.9343065693431
"232","421010071025",46.5454545454545,953,20.474609375
"233","421010072001",32,786,24.5625
"234","421010072002",69.2727272727273,711,10.2637795275591
"235","421010072003",23.6363636363636,451,19.0807692307692
"236","421010072004",22.5454545454545,843,37.3911290322581
"237","421010072005",27.4545454545455,840,30.5960264900662
"238","421010072006",30.1818181818182,835,27.6656626506024
"239","421010073001",20.3636363636364,524,25.7321428571429
"240","421010073002",17.3636363636364,973,56.0366492146597
"241","421010073003",10.5454545454545,471,44.6637931034483
"242","421010073004",34.0909090909091,991,29.0693333333333
"243","421010074001",18.2727272727273,687,37.5970149253731
"244","421010074002",22.7272727272727,769,33.836
"245","421010074003",28.6363636363636,1122,39.1809523809524
"246","421010074004",64.8181818181818,1618,24.9621318373072
"247","421010074005",47.7272727272727,524,10.9790476190476
"248","421010077001",32.5454545454545,1155,35.4888268156425
"249","421010077002",58.4545454545455,717,12.2659409020218
"250","421010078001",16.1818181818182,1136,70.2022471910112
"251","421010078002",10,430,43
"252","421010078003",18.4545454545455,603,32.6748768472906
"253","421010078004",10,732,73.2
"254","421010078005",19.7272727272727,1262,63.9723502304147
"255","421010079001",15.8181818181818,850,53.735632183908
"256","421010079002",20.1818181818182,1300,64.4144144144144
"257","421010079003",20,1394,69.7
"258","421010079004",20.1818181818182,919,45.536036036036
"259","421010080001",13.5454545454545,1185,87.4832214765101
"260","421010080002",18.6363636363636,721,38.6878048780488
"261","421010080003",16.7272727272727,759,45.375
"262","421010080004",38.6363636363636,1142,29.5576470588235
"263","421010081011",1172.45454545455,1687,1.43886175079476
"264","421010081012",34,470,13.8235294117647
"265","421010081013",25.1818181818182,1022,40.5848375451263
"266","421010081021",38.8181818181818,677,17.440281030445
"267","421010081022",28,1207,43.1071428571429
"268","421010081023",25.7272727272727,959,37.2756183745583
"269","421010081024",42.7272727272727,1877,43.9297872340426
"270","421010081025",20.1818181818182,634,31.4144144144144
"271","421010082001",34.3636363636364,501,14.5793650793651
"272","421010082002",39.1818181818182,1610,41.0904872389791
"273","421010082003",31.9090909090909,1118,35.037037037037
"274","421010082004",31,259,8.35483870967742
"275","421010082005",21.4545454545455,591,27.5466101694915
"276","421010082006",50.5454545454545,1255,24.8291366906475
"277","421010082007",29.5454545454545,548,18.5476923076923
"278","421010083011",42.0909090909091,1529,36.3261339092873
"279","421010083012",39.7272727272727,2069,52.0800915331808
"280","421010083013",35.1818181818182,1030,29.2764857881137
"281","421010083021",23.0909090909091,984,42.6141732283465
"282","421010083022",55.3636363636364,1961,35.4203612479475
"283","421010083023",37.3636363636364,1027,27.4866180048662
"284","421010083024",34.8181818181818,1161,33.3446475195822
"285","421010084001",30.3636363636364,935,30.7934131736527
"286","421010084002",90.9090909090909,1300,14.3
"287","421010084003",37.2727272727273,414,11.1073170731707
"288","421010084004",98.4545454545455,622,6.31763619575254
"289","421010084005",20.6363636363636,1031,49.9603524229075
"290","421010084006",56.5454545454545,748,13.2282958199357
"291","421010085001",18.9090909090909,274,14.4903846153846
"292","421010085002",28.9090909090909,1178,40.748427672956
"293","421010085003",28.2727272727273,1034,36.572347266881
"294","421010085004",33.7272727272727,477,14.1428571428571
"295","421010085005",43.3636363636364,1190,27.4423480083857
"296","421010085006",32.0909090909091,1307,40.728045325779
"297","421010085007",39.7272727272727,1343,33.8054919908467
"298","421010086011",38.5454545454545,1473,38.2146226415094
"299","421010086012",55.2727272727273,1839,33.2713815789474
"300","421010086021",185.090909090909,868,4.68958742632613
"301","421010086022",29.8181818181818,1287,43.1615853658537
"302","421010086023",20.0909090909091,785,39.0723981900452
"303","421010087011",12.8181818181818,1303,101.652482269504
"304","421010087012",64.0909090909091,1029,16.0553191489362
"305","421010087013",38.8181818181818,1335,34.3911007025761
"306","421010087021",68.1818181818182,1347,19.756
"307","421010087022",25.3636363636364,1275,50.2688172043011
"308","421010088011",22,1881,85.5
"309","421010088012",26.1818181818182,408,15.5833333333333
"310","421010088021",19.1818181818182,987,51.4549763033175
"311","421010088022",29.7272727272727,1589,53.4525993883792
"312","421010088023",74,2824,38.1621621621622
"313","421010088024",29.0909090909091,903,31.040625
"314","421010090001",20,455,22.75
"315","421010090002",49,2273,46.3877551020408
"316","421010090003",49.6363636363636,1503,30.2802197802198
"317","421010090004",80.0909090909091,1970,24.5970488081725
"318","421010091001",19.6363636363636,817,41.6064814814815
"319","421010091002",50.3636363636364,884,17.5523465703971
"320","421010091003",999.545454545455,1257,1.25757162346521
"321","421010092001",61.6363636363636,1684,27.3215339233038
"322","421010092002",62,1661,26.7903225806452
"323","421010093001",23.3636363636364,868,37.1517509727626
"324","421010093002",30.0909090909091,1163,38.6495468277946
"325","421010093003",27.9090909090909,686,24.5798045602606
"326","421010093004",22.9090909090909,1016,44.3492063492063
"327","421010093005",83.5454545454545,988,11.8258977149075
"328","421010094001",25.4545454545455,773,30.3678571428571
"329","421010094002",66.3636363636364,1280,19.2876712328767
"330","421010094003",23.3636363636364,668,28.591439688716
"331","421010094004",39,1531,39.2564102564103
"332","421010095001",16.2727272727273,722,44.3687150837989
"333","421010095002",19.8181818181818,813,41.0229357798165
"334","421010095003",38.5454545454545,346,8.97641509433962
"335","421010095004",41.3636363636364,1380,33.3626373626374
"336","421010096001",39.0909090909091,951,24.3279069767442
"337","421010096002",38.0909090909091,776,20.3723150357995
"338","421010096003",25.4545454545455,729,28.6392857142857
"339","421010096004",31.3636363636364,1068,34.0521739130435
"340","421010096005",28.1818181818182,953,33.8161290322581
"341","421010098011",34.7272727272727,1071,30.8403141361257
"342","421010098012",39,1247,31.974358974359
"343","421010098021",56.3636363636364,1788,31.7225806451613
"344","421010098022",59.0909090909091,1963,33.22
"345","421010098023",58.9090909090909,2439,41.4027777777778
"346","421010100001",55.6363636363636,1368,24.5882352941176
"347","421010100002",23.8181818181818,1193,50.087786259542
"348","421010100003",21.1818181818182,798,37.6738197424893
"349","421010100004",52,1504,28.9230769230769
"350","421010101001",26.6363636363636,1544,57.9658703071672
"351","421010101002",36.7272727272727,515,14.0222772277228
"352","421010101003",24.7272727272727,2099,84.8860294117647
"353","421010101004",27.8181818181818,1154,41.483660130719
"354","421010101005",17.4545454545455,455,26.0677083333333
"355","421010101006",36.6363636363636,820,22.3821339950372
"356","421010101007",24.6363636363636,338,13.719557195572
"357","421010102001",31.0909090909091,668,21.4853801169591
"358","421010102002",33.2727272727273,1364,40.9945355191257
"359","421010102003",64.8181818181818,1312,20.2412342215989
"360","421010103001",57.2727272727273,1908,33.3142857142857
"361","421010103002",47.6363636363636,908,19.0610687022901
"362","421010104001",25.6363636363636,696,27.1489361702128
"363","421010104002",15.4545454545455,381,24.6529411764706
"364","421010104003",54.4545454545455,1178,21.6327212020033
"365","421010104004",39.3636363636364,1572,39.9353348729792
"366","421010105001",10.4545454545455,265,25.3478260869565
"367","421010105002",60,2104,35.0666666666667
"368","421010105003",39.8181818181818,2175,54.6232876712329
"369","421010106001",17.8181818181818,759,42.5969387755102
"370","421010106002",72.3636363636364,945,13.0590452261307
"371","421010107001",16.2727272727273,681,41.8491620111732
"372","421010107002",40.7272727272727,1444,35.4553571428571
"373","421010107003",17.7272727272727,419,23.6358974358974
"374","421010107004",35.2727272727273,1068,30.2783505154639
"375","421010108001",19,702,36.9473684210526
"376","421010108002",29.9090909090909,605,20.2279635258359
"377","421010108003",44.5454545454545,1072,24.065306122449
"378","421010108004",26.4545454545455,1166,44.0756013745704
"379","421010108005",27.0909090909091,713,26.3187919463087
"380","421010109001",38.8181818181818,1106,28.4918032786885
"381","421010109002",25.9090909090909,457,17.6385964912281
"382","421010109003",25.1818181818182,1227,48.7256317689531
"383","421010110001",19,631,33.2105263157895
"384","421010110002",58.3636363636364,709,12.1479750778816
"385","421010110003",42.2727272727273,658,15.5655913978495
"386","421010110004",27.5454545454545,1551,56.3069306930693
"387","421010111001",131.727272727273,464,3.5224292615597
"388","421010111002",37.8181818181818,696,18.4038461538462
"389","421010111003",18.8181818181818,446,23.7004830917874
"390","421010111004",46.4545454545455,1446,31.1272015655577
"391","421010111005",38.2727272727273,652,17.0356294536817
"392","421010112001",17.7272727272727,1616,91.1589743589744
"393","421010112002",18.5454545454545,667,35.9656862745098
"394","421010112003",23.6363636363636,1008,42.6461538461538
"395","421010112004",38.8181818181818,1186,30.5526932084309
"396","421010112005",23.2727272727273,604,25.953125
"397","421010112006",32.6363636363636,407,12.4707520891365
"398","421010112007",37.0909090909091,451,12.1593137254902
"399","421010113001",131.636363636364,1169,8.88052486187845
"400","421010113002",53.7272727272727,973,18.1099830795262
"401","421010113003",111.636363636364,1202,10.7671009771987
"402","421010114001",75.3636363636364,3026,40.1519903498191
"403","421010114002",22.4545454545455,354,15.7651821862348
"404","421010114003",26.7272727272727,925,34.608843537415
"405","421010114004",56.2727272727273,617,10.9644588045234
"406","421010114005",48.8181818181818,1462,29.9478584729981
"407","421010114006",41.7272727272727,480,11.5032679738562
"408","421010115001",55.7272727272727,1156,20.7438825448613
"409","421010115002",53.7272727272727,1241,23.0981387478849
"410","421010115003",43.5454545454545,1477,33.9185803757829
"411","421010115004",30.8181818181818,598,19.4041297935103
"412","421010117001",75,1957,26.0933333333333
"413","421010118001",26.5454545454545,1229,46.2979452054795
"414","421010118002",44.5454545454545,1008,22.6285714285714
"415","421010118003",53.7272727272727,1186,22.0744500846024
"416","421010118004",21.9090909090909,711,32.4522821576764
"417","421010118005",53.9090909090909,1058,19.6256323777403
"418","421010118006",27.5454545454545,426,15.4653465346535
"419","421010119001",44.4545454545455,1436,32.3026584867076
"420","421010119002",59.7272727272727,1684,28.1948249619482
"421","421010119003",32.5454545454545,828,25.4413407821229
"422","421010119004",18.4545454545455,681,36.9014778325123
"423","421010119005",17.5454545454545,532,30.3212435233161
"424","421010120001",24.6363636363636,479,19.4428044280443
"425","421010120002",45.6363636363636,1411,30.9183266932271
"426","421010121001",47.1818181818182,1286,27.2562620423892
"427","421010121002",50.2727272727273,1903,37.8535262206148
"428","421010122011",28,526,18.7857142857143
"429","421010122012",49.3636363636364,2250,45.5801104972376
"430","421010122031",25.9090909090909,633,24.4315789473684
"431","421010122041",40.7272727272727,2058,50.53125
"432","421010122042",62.9090909090909,2207,35.0823699421965
"433","421010125001",56,1845,32.9464285714286
"434","421010125002",52.1818181818182,2710,51.9337979094077
"435","421010125003",48.7272727272727,820,16.8283582089552
"436","421010131001",397.090909090909,961,2.42010073260073
"437","421010131002",10.9090909090909,804,73.7
"438","421010132001",26.1818181818182,1075,41.0590277777778
"439","421010132002",80.1818181818182,1703,21.2392290249433
"440","421010133001",40.9090909090909,1965,48.0333333333333
"441","421010133002",79.6363636363636,1135,14.2522831050228
"442","421010134011",17.2727272727273,1044,60.4421052631579
"443","421010134012",15.5454545454545,1460,93.9181286549708
"444","421010134021",18.0909090909091,814,44.9949748743719
"445","421010134022",45.7272727272727,648,14.1709741550696
"446","421010134023",22.0909090909091,1626,73.6049382716049
"447","421010135001",23.8181818181818,622,26.1145038167939
"448","421010135002",40.6363636363636,556,13.6823266219239
"449","421010135003",15.4545454545455,886,57.3294117647059
"450","421010135004",136.818181818182,1923,14.0551495016611
"451","421010136011",17.0909090909091,1237,72.3776595744681
"452","421010136012",23.1818181818182,1595,68.8039215686274
"453","421010136021",10.2727272727273,617,60.0619469026549
"454","421010136022",24.6363636363636,1391,56.4612546125461
"455","421010136023",11.5454545454545,1111,96.2283464566929
"456","421010136024",13.9090909090909,708,50.9019607843137
"457","421010137001",28.0909090909091,1201,42.7540453074434
"458","421010137002",28,845,30.1785714285714
"459","421010137003",29.8181818181818,1044,35.0121951219512
"460","421010137004",27.0909090909091,768,28.3489932885906
"461","421010137005",76,1297,17.0657894736842
"462","421010138001",16.8181818181818,472,28.0648648648649
"463","421010138002",37.1818181818182,1500,40.3422982885086
"464","421010139001",20,76,3.8
"465","421010139002",42.9090909090909,816,19.0169491525424
"466","421010139003",26.6363636363636,865,32.4744027303754
"467","421010140001",69.6363636363636,1898,27.2558746736292
"468","421010140002",32.6363636363636,581,17.8022284122563
"469","421010140003",66.7272727272727,1409,21.1158038147139
"470","421010141001",62.2727272727273,1600,25.6934306569343
"471","421010141002",24,1059,44.125
"472","421010142001",25.2727272727273,1469,58.1258992805755
"473","421010142002",247.454545454545,3729,15.0694342395298
"474","421010143001",16.7272727272727,1159,69.2880434782609
"475","421010143002",11.3636363636364,776,68.288
"476","421010144001",16.4545454545455,801,48.6795580110497
"477","421010144002",74.1818181818182,2387,32.1776960784314
"478","421010144003",409.818181818182,1282,3.1282165039929
"479","421010145001",53.0909090909091,890,16.763698630137
"480","421010145002",19.8181818181818,978,49.348623853211
"481","421010146001",166.363636363636,2595,15.5983606557377
"482","421010146002",13.4545454545455,886,65.8513513513514
"483","421010146003",20.5454545454545,824,40.1061946902655
"484","421010147001",54.4545454545455,1070,19.6494156928214
"485","421010147002",99.0909090909091,1616,16.3082568807339
"486","421010148001",79.1818181818182,804,10.1538461538462
"487","421010149001",34.2727272727273,1028,29.9946949602122
"488","421010149002",64,307,4.796875
"489","421010149003",35.8181818181818,734,20.492385786802
"490","421010149004",15.8181818181818,420,26.551724137931
"491","421010149005",13,844,64.9230769230769
"492","421010149006",19.2727272727273,558,28.9528301886792
"493","421010151011",33.2727272727273,1248,37.5081967213115
"494","421010151012",34.4545454545455,1031,29.9234828496042
"495","421010151021",71.1818181818182,1647,23.1379310344828
"496","421010151022",36.2727272727273,1801,49.6516290726817
"497","421010151023",38.1818181818182,794,20.7952380952381
"498","421010152001",31.4545454545455,927,29.471098265896
"499","421010152002",61.0909090909091,1392,22.7857142857143
"500","421010152003",36.9090909090909,1277,34.5985221674877
"501","421010152004",51.8181818181818,1180,22.7719298245614
"502","421010152005",18.0909090909091,571,31.5628140703518
"503","421010153001",25.9090909090909,1135,43.8070175438597
"504","421010153002",42.1818181818182,581,13.7737068965517
"505","421010153003",36.2727272727273,937,25.8320802005013
"506","421010153004",132.818181818182,1433,10.7891854893908
"507","421010156001",23.9090909090909,811,33.9201520912547
"508","421010156002",23.0909090909091,785,33.996062992126
"509","421010157001",15.9090909090909,453,28.4742857142857
"510","421010157002",14.6363636363636,974,66.5465838509317
"511","421010157003",37.5454545454545,1160,30.8958837772397
"512","421010158001",29.9090909090909,1536,51.355623100304
"513","421010158002",11.4545454545455,1172,102.31746031746
"514","421010158003",23.2727272727273,1046,44.9453125
"515","421010158004",10.8181818181818,809,74.781512605042
"516","421010158005",29,1294,44.6206896551724
"517","421010158006",13.8181818181818,1112,80.4736842105263
"518","421010160001",101,459,4.54455445544554
"519","421010160002",24,1052,43.8333333333333
"520","421010160003",49.3636363636364,1625,32.9189686924494
"521","421010160004",12.3636363636364,798,64.5441176470588
"522","421010160005",1596.72727272727,917,0.574299703939877
"523","421010160006",18.6363636363636,993,53.2829268292683
"524","421010160007",23.7272727272727,1152,48.551724137931
"525","421010161001",105.363636363636,2915,27.6660914581536
"526","421010161002",72,1596,22.1666666666667
"527","421010161003",16.3636363636364,684,41.8
"528","421010161004",25.8181818181818,1008,39.0422535211268
"529","421010162001",16.1818181818182,798,49.314606741573
"530","421010162002",25.3636363636364,888,35.010752688172
"531","421010162003",9.72727272727273,412,42.3551401869159
"532","421010163001",20.0909090909091,661,32.9004524886878
"533","421010163002",25,505,20.2
"534","421010163003",10.6363636363636,800,75.2136752136752
"535","421010163004",30,1039,34.6333333333333
"536","421010164001",29.2727272727273,1081,36.9285714285714
"537","421010164002",16.0909090909091,394,24.4858757062147
"538","421010164003",42.6363636363636,1842,43.2025586353945
"539","421010164004",99.7272727272727,1316,13.1959890610757
"540","421010165001",15.8181818181818,198,12.5172413793103
"541","421010165002",22.4545454545455,655,29.17004048583
"542","421010165003",38.0909090909091,2327,61.090692124105
"543","421010166001",50.8181818181818,1723,33.9051878354204
"544","421010166002",25.8181818181818,518,20.0633802816901
"545","421010167011",37.5454545454545,861,22.9322033898305
"546","421010167012",24.6363636363636,619,25.1254612546125
"547","421010167013",94.5454545454545,1329,14.0567307692308
