"origin","alpha","beta","theta","r2"
"421010072004",0.0581133639180923,-0.16514201274412,-0.592437592355693,0.200112238712051
"421010027023",-0.032630877601025,0.793320345301935,-0.429770816148018,0.301250326956106
"421010213001",-0.0256361079457154,-0.521954204972043,0.169299495994339,0.190193201388092
"421010215002",-0.0484954112055167,0.38867627391698,0.0679111040562128,0.0727231011719516
"421010078001",-0.0555274333611324,-0.206105655151061,0.263563130533621,0.083738568711032
"421010031002",0.0581293897211366,0.0216016822884396,-0.0966058425753595,0.0208239533760638
"421010012011",-0.0284742734550452,-0.376496844276693,0.19666887080025,0.146508641485606
"421010008042",0.0344292193937921,0.375794794347298,-0.225384565441679,0.358350433552423
"421010008034",0.220420447244375,1.79339734622528,-0.00151010708892935,0.975111276132501
"421010008011",-0.151569621648273,-0.0445696220671132,-0.511334733419275,0.192932445722538
"421010252004",-0.0387894136255712,0.324342356153271,0.059412680007764,0.130072982392156
"421010101002",-0.0174712331129547,0.113513344081919,-0.110720558563353,0.0179838604170353
"421010267006",-0.0526289547165698,-0.0432691590138875,0.0189108468634612,0.0214719738328351
"421010259006",0.00488609578516125,0.565926776859296,0.387996478578999,0.222464272956141
"421010177012",-0.0292225677402319,0.246243885116402,0.0975842059258869,0.0527814505054968
"421010158004",0,0,0,NA
"421010090001",0.0622163673510036,-0.283902071429277,-0.0246469714331141,0.220171581440928
"421010081013",0.229305591627627,-0.00619805054749031,-0.0994389042044924,0.107904347665714
"421010012022",0.11078167535601,-0.121973429325679,-0.0358690022129806,0.0475321367774377
"421010011012",-0.0210241329757935,-0.0240881014080335,-0.301244117724535,0.0711395017678121
"421010207003",-0.106937820938531,0.239784655576239,0.292281419414802,0.128111041107381
"421010317003",0.0583097673729938,-0.306132478350094,-0.0452167958289966,0.0782257560692403
"421010039023",-0.150194222068489,-0.520825348282278,-0.129886426529985,0.0944299990071415
"421010007001",-0.139486602394152,0.0545236826340075,-0.0655359880321176,0.054590741082537
"421010028025",-0.0531169446188981,0.132246774065675,0.0467116914249315,0.0175131655065648
"421010022001",-0.102648967960055,-0.037975174600674,0.0737854973507504,0.108256716260787
"421010009021",-0.113921532360536,-0.0204382215170302,-0.293122300447039,0.0874249683379081
"421010078004",0.0424013625643352,0.362463170947272,-0.135489089031024,0.148310571232243
"421010274021",-0.0620615246933334,0.340940639744307,-0.116238607422271,0.107104680145732
"421010267001",-0.00861147943560487,-0.00351075310195692,-0.0410008817728929,0.00194117039665908
"421010260003",-0.0128622605787115,-0.19571804166288,0.312635680119327,0.16288066615899
"421010122012",0.12269856894791,0.178212404915157,0.00117583265285906,0.125277981243898
"421010094001",-0.0773693583023578,0.0865307224811469,-0.204771528047902,0.0700474530586204
"421010078002",-0.136852430805587,-0.233181218063909,0.219290484127967,0.0892059378978028
"421010210002",-0.0672077813478688,0.0909646403394301,-0.274460359267332,0.0707449486627912
"421019806001",-0.13090196881146,-0.0207125283885605,-0.0204979941457884,0.0302427689245796
"421010270001",0.0228607267810485,0.132795085554589,-0.00796982510691066,0.0148415775164124
"421010163002",-0.0931339335180109,0.264830735239865,-0.112878921633548,0.155100461115797
"421010118001",0.0722073478377298,-0.0443334741383364,0.0219117024139256,0.0699698656164513
"421010101001",0.0261366175006373,-0.13240848612867,0.0315224543846831,0.0179558347472202
"421010087011",-0.0241829553222055,0.342078242497578,-0.354642748324796,0.151247027470375
"421010085001",-0.0540378663893592,0.322553996871749,-0.342047812154039,0.210188990638663
"421010082007",0.0868624894230402,0.472958638130305,-0.256469821604421,0.120123639978095
"421010073002",0.118095168997819,-0.118967345924111,-0.246383835555514,0.158613937302803
"421010105001",-0.0918411721026052,-0.115358733208514,-0.571922956685206,0.357568805136664
"421010214002",0.0962538675054951,0.112420429057136,0.327581935054143,0.164170742261335
"421010107003",0.0106010356626958,-0.212799326576919,-0.217706237744195,0.148505342291676
"421010101005",0.00873544554033002,0.290824236894278,-0.0806941371760763,0.170477760278685
"421010093004",-0.0851960746514223,-0.287509976970887,-0.212356454307342,0.161546637862266
"421010093001",-0.042219102816963,0.132902620305792,0.0175648245198719,0.0465963491848765
"421010088022",-0.0313935519287092,0.511741542927256,-0.278223085153604,0.198761406263798
"421010084006",0.0645088536476119,-0.51771738600677,-0.0137769861207591,0.0707227911687659
"421010081023",0.104124867180327,0.346408206091259,-0.183291762456998,0.194064614930144
"421010073003",0.065247791718212,0.130662050107312,-0.27334378887235,0.120986554058
"421010072006",0.0560945834672122,0.341013703297917,-0.742405767398083,0.115988174582763
"421010072003",0.165869602763564,-0.0893043858226107,-0.331762641314673,0.139458148146113
"421010072001",0.848420387792946,-0.152111184531287,0.0296804074874963,0.493506179801435
"421010071025",0.235912552147442,-0.46769408835394,-0.316963208844063,0.16970214722557
"421010065004",0.176477961692584,-0.372867355669178,-0.177938998587082,0.102696180087934
"421010033006",-0.0747907485508806,0.00334468587537495,-0.0823539761997764,0.0258204755940098
"421010379006",-0.130914514845407,-0.188718682609395,0.0432001696608209,0.0936823959428614
"421010119005",0.0442292423118679,0.201128735699325,-0.305630575842838,0.0940341928694059
"421010092002",0.231140979840264,-0.0361085798798831,-0.208245250720279,0.187747066281205
"421010025002",-0.02150148985177,0.0128793090519113,-0.324746057768588,0.084686410231498
"421010012025",0.348717594858657,-0.208592980483867,0.197521815058613,0.481567092043382
"421010266002",-0.0264575407054599,-0.23585119936859,-0.00559853050251943,0.0988340652782379
"421010215004",0.000562869557507168,-0.248268236205734,0.340823664465471,0.113841650673169
"421010213005",-0.10620035746927,-0.287786871431701,0.23618786579503,0.0781861820097134
"421010209004",-0.0822708101032749,0.122842667837932,0.349096992784829,0.177357092794133
"421010088012",0.0462654788774474,-0.0928728601463459,-0.786499799217647,0.0890562508170396
"421010086022",0.0787466874068706,-0.0474202451244769,-0.103684655211229,0.051336958847467
"421010083013",0.0973805852282055,-0.19371717880588,-0.236466445368065,0.0849355260884909
"421010080003",0.0548508644064525,-0.235027586479304,-0.0924416590420261,0.0871479045030569
"421010071024",0.224611766559176,0.401338510748154,-0.298147163817847,0.302198309145146
"421010071022",0.074882937373335,-0.025747394956776,-0.0449797008695783,0.0150800915910865
"421010060002",0.0658708092762866,0.289268022112987,0.506979321199161,0.198361599958879
"421010041022",0.0762061953704892,0.0505367541008381,-0.146821269044858,0.0157414684145889
"421010041014",-0.128732280503706,0.0434700391604615,-0.141047052746277,0.0867487215068862
"421010040011",-0.0618553134077015,-0.373131717793503,0.101798590181367,0.0827250575667834
"421010039024",-0.099257194444274,0.232144479495859,0.183549447414516,0.0227062212920754
"421010028012",-0.042454092986388,-0.132753235503045,0.298916713800536,0.0651201865918089
"421010027022",-0.035369298274916,0.117999489282427,0.106227161274441,0.0207889808305903
"421010025003",0.191929884029124,0.405205551236843,-1.02332017008003,0.336043233005005
"421010023001",0.0102369439115705,-0.00947267232478121,-0.200166944459379,0.0514138338617633
"421010022002",-0.0411545726444271,0.179479696899534,0.0123425411541848,0.0890995785646413
"421010014003",-0.0845640287004982,-0.643408909449898,-0.135253161769253,0.324391209533846
"421010014001",0.0598354345740809,0.163418818418004,-0.361971391988051,0.0532518911855397
"421010107002",0.125011936702338,0.164921123823606,-0.0610962880057448,0.092012732549286
"421010084003",-0.00978685048081986,-0.346403215405763,-0.0551098901593365,0.0990322755039582
"421010066001",0.056015853023522,0.199977593227,-0.184862560406163,0.0581850075209671
"421010063002",0.118209575290925,-0.131097712370712,0.0536172922581209,0.040574297154698
"421010042011",0.057487296708602,-0.131929371695199,0.102757542894352,0.0208975933240123
"421010040022",0.043555210511207,-0.125505239433988,-0.128514796194228,0.0125232394031632
"421010040012",0.0172873294721918,-0.109420206707107,-0.176393261852688,0.0320398023279524
"421010039014",-0.0447973000986893,0.0665303405583673,-0.0143456779088093,0.00604322745176611
"421010037022",0.143826466986691,0.0790443957982272,0.0533538832021152,0.0444820093088289
"421010037021",0.191967542162797,-0.0611983932734067,-0.00402951209092255,0.0423280978888509
"421010037012",0.00571810598576384,-0.147386177012461,-0.153823290359366,0.0997417598901497
"421010036001",-0.0536299429507946,-0.0562667849774234,0.138876424894092,0.0122244393625081
"421010032002",-0.0013466843050147,-0.711913751885743,-0.272698617977379,0.359369614590812
"421010031006",-0.0792890267370296,0.119859957885256,0.143776579860365,0.0378986853382733
"421010027011",-0.070330786103425,0.276569128266231,-0.111723836159287,0.178502041284417
"421010019003",0.0557951361851318,-0.0112619492077028,-0.141262045999389,0.030579422230536
"421010015002",-0.0332938267324273,0.0142001260922001,-0.342898796414586,0.04874518858351
"421010369001",-0.0312711653999362,-0.292810899362728,-0.25089082681761,0.0520861835051996
"421010081021",0.049280172570559,-0.22357605477743,-0.213506572868124,0.0772413862138084
"421010061001",-0.0141809523349895,-0.172073260171946,0.106959977728423,0.0217007075670407
"421010056001",0.0423488824550722,0.291139936187979,0.0364514609180228,0.0423069385212747
"421010040024",-0.0745647413076206,0.116871935631094,0.232310372009076,0.067473454697109
"421010037014",-0.0678213538141291,0.136357466288255,0.05152663829877,0.0201947755519328
"421010032005",-0.134439457097169,-0.10558817395347,-0.0939079250376942,0.0338417378055811
"421010020002",-0.031762394994749,0.180209560380794,-0.195486596192923,0.0409090495989656
"421010020001",-0.00721164146113159,0.0747200246849586,0.187309313410282,0.0148620406096898
"421010017002",-0.134681598005306,0.205386526014837,-0.0743575477397618,0.0344772071313956
"421010017001",0.132661832426233,0.151752095895516,-0.569324112454973,0.0936456080217053
"421010014002",-0.0379651939032581,-0.16606271912586,-0.0923859356214257,0.0866831890706537
"421010012012",-0.201352630890832,1.00217145262062,0.692508655458207,0.237919968749587
"421010008032",-0.175141983433709,-0.375317182176575,-1.01776651508547,0.388745209326598
"421010108004",0.0313771139528844,0.0535221061000964,0.0360719315027042,0.0189426461991266
"421010042014",-0.0242937517683804,-0.0366727952701073,-0.103167603934383,0.0111208476036995
"421010030015",0.0489057904231383,0.0438567372299178,-0.0734644820162357,0.00679035794761585
"421010372003",-0.0286590921742487,0.0946579617664892,-0.0766580954426879,0.00913278262849726
"421010042013",0.0278202947199203,-0.140609295232071,-0.154956543455288,0.0340326115040524
"421010040021",0.323091637385897,0.152775248590695,0.0571825372770053,0.140603844356348
"421010032004",-0.178901238635954,-0.467284645922254,-0.183966058668638,0.161102738045083
"421010218003",-0.0025864650627596,-0.0455511113234815,0.121863962903234,0.00920394647089173
"421010015001",0.00183784462374148,0.0763805757489495,-0.353259029611504,0.0443308474161504
"421019804001",-0.0597546878828553,0.218027804848657,-0.0319189213403365,0.0759370272262439
"421010284003",-0.0258906109180254,0.125652894923131,0.0494364674209453,0.0219061272668692
"421010274025",-0.0542400123157631,0.0434707019705329,0.281135935245238,0.0440381879140663
"421010274012",-0.0213973226003913,-0.270372049556806,-0.0578708482911655,0.134054306284461
"421010195023",-0.0232122470970873,-0.142590199741482,0.137364027470303,0.0204111722983511
"421010188006",-0.0604364195231359,-0.00401725884830633,0.0120459107429438,0.0217315499529141
"421010188005",-0.122078759370956,0.21414850538607,0.21203455069649,0.173356398639962
"421010188004",-0.0894916892986289,0.249890645682606,0.11259919281473,0.0529102355495753
"421010178007",-0.239525395955237,0.61915467105507,-0.0506798884580156,0.20850973909876
"421010177025",-0.112673692671207,0.167282434781106,-0.213671782421832,0.0887024481670622
"421010164002",-0.142955711941413,0.206304693278148,-0.0949084136406005,0.151403130879802
"421010110003",0.134219836228888,0.133555423844106,-0.0181516746703096,0.115072264843724
"421010107001",0.0252697087563721,0.109061559615132,0.49316165657524,0.13883661883622
"421010101003",0.0942316244121103,-0.26138974748514,-0.213035803282652,0.256032943833221
"421010096005",0.324186240991061,-0.151165820180825,-0.0137789507189485,0.19763578275223
"421010092001",0.109020045885402,0.103651751688146,-0.256022095962029,0.076740299741447
"421010071021",0.0192841467128918,0.156410631381698,-0.0180890986290492,0.0140155070512961
"421010040014",-0.0395416089796015,-0.127467555893735,-0.20183870125415,0.0390440692609395
"421010025001",-0.0415986158018514,0.102288586384514,-0.579030231862431,0.0908704123034303
"421010021002",-0.113595662995761,-0.184346943029073,-0.129417417547035,0.0478979961081326
"421010299001",-0.109023927682132,0.147935823862188,0.124926246245701,0.0247471203172072
"421010289025",0.126469030816578,-0.174044202412772,-0.0795697108785472,0.0573847709920345
"421010288001",-0.0201941953630903,-0.141045492751257,-0.17351881989142,0.0417252035820264
"421010284004",-0.0584229151528957,0.364555884023454,0.177628171194321,0.0753617163845006
"421010274013",-0.00186166697624257,-0.0501311077713034,0.00340698865337485,0.00241355693450196
"421010195011",-0.122892603110719,0.116948264893963,-0.00179416851587006,0.0423833252687751
"421010191001",0.213836089595772,0.11584105579462,0.0721905077570191,0.0812801678280995
"421010163003",-0.171066571215215,0.0962516088328,0.00111849845874328,0.0727647787934428
"421010160004",-0.646579187965971,0.138515512672244,-0.19318563083632,0.13234737691425
"421010069003",-0.000490655942152078,-0.124492831041516,-0.321625968860485,0.0628126491199177
"421010066004",0.0589373889536871,-0.123444229423018,-0.0150823437755322,0.0472546758655506
"421010301003",0.0767352751429488,0.125854026602247,-0.0319923849958009,0.0399051303966323
"421010294001",-0.118775430011425,0.0984474373088338,-0.225348030690615,0.142886288846499
"421010204002",0.000744072607092672,-0.117073163075828,0.032219224886603,0.00904494865885262
"421010192004",-0.1363800347652,0.298490787418568,0.0739168583259311,0.0874772525817866
"421010188007",-0.0239084839148096,0.0451962874571608,-0.0819906933015631,0.0082541279606667
"421010188002",0.0433408873703922,-0.0681682482453762,-0.199330482495502,0.0818360891647925
"421010177023",-0.105687933750276,0.014283747451632,0.388053219924296,0.102597268139875
"421010177013",-0.0808103981599154,0.0963916166490096,-0.00370886259672259,0.0271280589512676
"421010372004",-0.00963086566599036,-0.0973086652995245,-0.0797822047826333,0.0092076123124544
"421010313004",-0.108675084641648,0.161828731557373,0.125210213001306,0.0272257825292317
"421010308001",-0.0684331497080637,0.106652736496067,-0.0353641862423342,0.0234971259809072
"421010289022",0.0699371851561022,0.273319364712592,0.18259751843287,0.0426619888711986
"421010284001",-0.0890939174730017,-0.108825311470812,0.0661036783848435,0.0339607303034647
"421010283002",-0.0908113156512298,0.280257300173455,0.233913315995668,0.0851181148495698
"421010281003",-0.0380841397173341,0.522251523278918,0.203686670945701,0.254926021904655
"421010280003",-0.0167125337843026,0.36056371077992,-0.0748507909229871,0.137421506417085
"421010280001",-0.0843499617502297,0.276087604197956,0.0143224224628317,0.0430389564531505
"421010271003",-0.0702011547985869,-0.332526166612121,0.360844208469884,0.106692418409023
"421010268004",-0.0653232786163181,-0.436690512313609,0.209513040700404,0.117873662106575
"421010267007",-0.0456415457436232,0.236245810514632,0.173692842245502,0.110307942169545
"421010265004",-0.0706760392012926,-0.488989758331849,0.220195696531582,0.187168035911459
"421010259005",-0.100868339011538,0.0843043516496521,0.0312040688538042,0.0624779699388999
"421010249003",-0.101092436919414,0.220227689773704,0.0675462637740756,0.0299081585135096
"421010248001",-0.0238023688322776,0.299560774081847,0.245400936827164,0.0552569654791421
"421010247005",-0.0207464387047794,0.305570531796628,-0.0375414432010459,0.08905166724987
"421010246003",-0.116115712254154,-0.0694887838747429,0.0123893391458347,0.0342153648501006
"421010242001",-0.0880474593113632,0.0120489935579443,-0.0178598687220379,0.0212294666608976
"421010238005",0.177367026700961,0.344875317498077,0.0730996003209223,0.398156275100138
"421010197003",0.0627208945724551,-0.136250490624095,0.0564091422790764,0.0327004550473232
"421010197001",-0.00251254882028848,-0.0131834175697161,0.0543260637851432,0.00513975935079284
"421010195013",-0.12313623557269,-0.0886840508983837,0.0541766896826069,0.0221987323453664
"421010190003",0.0842028692492213,-0.02586010865724,0.378275465458204,0.125200453917514
"421010176023",0.0625948401426461,0.259985191025527,-0.125745144888907,0.0521682722739001
"421010176021",-0.0587481671996202,0.201878228072485,0.101809708393464,0.0298650144636971
"421010176015",0.134363947855822,-0.111531147913078,0.0515248459796813,0.0610132948782174
"421010176012",-0.0119712354237749,-0.262010057993804,-0.0624088034159649,0.128160901074283
"421010163001",-0.0820260728496282,0.252289971202161,0.193787052303646,0.149240851599165
"421010085007",0.0400688551652816,-0.0654543940957839,-0.0907956850972367,0.0252965172022126
"421010070002",-0.0554107413236821,-0.675982440601042,-0.0893967383097228,0.268180473934211
"421010062001",0.0285883127970907,0.0400931713977657,-0.0738617697665738,0.0130224375678281
"421010289011",-0.137798929881816,0.657127972223214,0.185746995394668,0.15105135433822
"421010310006",0.232266287918715,0.35449686712555,-0.0866472696179079,0.197767863045898
"421010289023",-0.0243087738977047,0.0235977881619612,0.126588811234794,0.00721000431655194
"421010266005",-0.0684759865376176,-0.134649276975014,-0.0904190056984501,0.0747603065397459
"421010266004",-0.0625699971346654,-0.0971083629628992,0.044084982388038,0.0215280369411883
"421010263013",0.368308473522444,-0.21801164456112,-0.0731127869150038,0.622253735219387
"421010176011",-0.00772035232482583,0.149168326745081,0.0859928941644226,0.0325539403309782
"421010390006",-0.0775801713114341,-0.0201876657748125,0.073607306050553,0.0128623005723631
"421010372002",-0.0161977433341471,-0.0470055785682153,-0.104630747487672,0.00301606321659505
"421010204004",-0.0954729717797784,0.248685300884963,-0.0479237461804304,0.0820485670012493
"421010115004",0.119283319653878,0.132779879593775,-0.13313369141087,0.100761427024512
"421010320006",-0.131451706338455,-0.604303753045676,0.0667090159590274,0.2256861588623
"421010319004",-0.0851817130987855,-0.32813894143084,0.0521468858578674,0.105025952023567
"421010311012",-0.0305215133312895,0.157224010475484,0.383001105449533,0.112992011582443
"421010306005",-0.104840873953624,-0.104081440265091,0.141222189796751,0.0923489274253914
"421010301004",-0.147384985848151,0.0128582561863934,0.147972311173682,0.1010328922633
"421010292003",-0.0117961306507333,0.525486347397302,0.0412970673650664,0.155204454646373
"421010277005",0.0127940711651133,0.0825101299199891,0.087424562982475,0.0147367061839292
"421010267004",0.0104108495018951,0.0610011852811836,0.127556702497158,0.028612114645704
"421010253005",-0.0870622043557905,0.42908706072622,0.338744346495712,0.153109399547791
"421010244003",0.00924821322471129,-0.0612324047108984,-0.0183066411158511,0.00302592459857062
"421010240004",-0.00309729240765872,0.146033191757863,0.185387209274772,0.0356632441087951
"421010218002",0.028941930938439,0.0450393508422109,0.330486342761869,0.0736178208131539
"421010214001",-0.0797079464801193,-0.248953621961328,-0.393648428285979,0.166128148835987
"421010213004",-0.00147625962217006,0.400544297355548,0.132464109358132,0.074496011111988
"421010210004",0.0292153343342421,-0.042237590974965,-0.0738818304516061,0.0099437007346032
"421010204001",-0.161959267209814,-0.0862474642424503,-0.118225839663674,0.0556586301342496
"421010192003",-0.117751151708397,0.068885420003849,-0.0143612207775233,0.0447845978116631
"421010179003",0.03775476116749,-0.302165870112012,0.325599980598114,0.123513027213632
"421010178006",-0.000710295560844082,-0.0412580560166855,0.225473383263322,0.0691589272709207
"421010178002",-0.0472147331088242,0.0913011317483927,0.160620381268624,0.0865176359025575
"421010160007",-0.0740122163511897,-0.201746393364757,-0.0465561051801043,0.0906666781110814
"421010160002",-0.0284587339483845,0.326256059861131,-0.0652034880559185,0.12356401122997
"421010143001",-0.047939330246423,0.100815905407366,-0.143418717826785,0.126291522025021
"421010120001",0.0391863871351078,-0.538944329161291,0.00967839391915099,0.265351316292955
"421010119003",0.113642211327325,-0.0603382359672471,0.103958562760668,0.0952104936836152
"421010118002",0.150815730626525,0.0827652668011021,0.194463163844674,0.140963483136929
"421010112006",0.119965046140283,-0.223277247166328,-0.0622865507030926,0.0615149094421632
"421010112003",0.0190905890166332,0.254521870711889,0.034112880109868,0.106393762568634
"421010112002",0.0679485815219901,0.0542064305519476,-0.0304903833855989,0.0681921932528127
"421010111005",0.194621201449173,0.333687365236187,0.494777897805094,0.272243903170645
"421010111002",0.114846207449912,0.0294183264010212,0.17288594620616,0.0871054242009976
"421010109002",0.0611446026393639,-0.0830579795339868,0.210430707527619,0.0527027022974476
"421010108003",0.139962979814002,-0.200379206386479,0.165561605251325,0.087340390215957
"421010108001",0.213098990574336,0.0263321690564499,0.0890488554068455,0.24888398476026
"421010104003",0.0132488931138182,-0.266388739214299,-0.0782050296054408,0.0363132886514755
"421010104002",-0.0497200474630516,0.0339037326883376,0.0461535003564368,0.0159223589471926
"421010104001",0.010674523771609,-0.157778751541554,0.121882536718442,0.020141134699005
"421010098021",0.23769230839105,-0.23992110840753,-0.0524840306942729,0.189969215965871
"421010095002",-0.0594209831232897,-0.144337958849342,-0.205429175705313,0.0417362513816748
"421010094004",0.0441385904389376,0.192682988209536,-0.163478978650985,0.0460411659593087
"421010094003",0.0369657925361142,-0.0558925856369894,-0.280165467547571,0.088058595758333
"421010093003",-0.0045771100086544,0.0416780319929437,-0.138910242056178,0.0131942152344044
"421010088024",0.136791055752348,-0.671221636421456,-0.246022568468493,0.151807558511783
"421010086023",-0.0342035294762541,-0.0621726850346775,-0.392308085776578,0.0656151592632665
"421010086011",0.0390923079915466,0.00223583032584657,-0.199428664488669,0.0252486162121661
"421010085006",0.0176931728701025,-0.098035651388799,-0.0286807823568882,0.0184958713815629
"421010083024",0.145809578145108,-0.441829775194715,-0.663428306864124,0.291191040101131
"421010083022",0.00818586870117988,0.0805525704195831,-0.140501859546781,0.0195487632511209
"421010083012",0.0842510263671766,0.369009757742763,-0.547485001460215,0.130798546022249
"421010082002",0.206068760548694,-0.0661537520308457,-0.216151411121201,0.140166813548779
"421010081012",0.0148853120537815,0.038062355162648,-0.392901341942124,0.0209702235557999
"421010080001",0.0133571220017986,0.146376549281666,-0.284497965916648,0.141730327707305
"421010079001",-0.013715188807918,-0.3025348615062,-0.159364766307761,0.130630459364139
"421010077002",-0.0656703183695301,0.155878211397322,-0.300622877376691,0.0768550332038721
"421010077001",-0.0335212286372162,-0.161381109354773,-0.488025724886212,0.0765474280971399
"421010072002",0.0501909246274446,0.0891007779226822,0.05486850664652,0.0200047040232403
"421010071011",0.00930343389340285,0.290887410736466,-0.149711152888521,0.0835259013394807
"421010067007",0.0410543898000074,-0.220453504363954,0.169661640861213,0.0565973302391986
"421010067006",0.034662787990383,0.0117094578194806,-0.134829017065906,0.0307077157629789
"421010067003",0.00559893397163456,-0.209563324819974,-0.0795091416974249,0.045480110320414
"421010066003",0.172587500834057,0.301887769028704,-0.0887280756311896,0.162614340848983
"421010065003",0.00692478681893617,0.29404727692236,-0.26822418862431,0.0921737299638771
"421010065002",0.184538259120065,-0.0454615099721045,-0.256029204302463,0.137733724409181
"421010064002",0.0456881439916561,-0.00495783348760506,0.129936223759723,0.0187690731156385
"421010063003",-0.00452945452752095,0.0039786309781305,-0.093342301351035,0.00996802724397428
"421010062004",0.0213089902940163,0.21688497183619,-0.0137298715211027,0.0160782373792223
"421010055003",-0.000249080391538877,0.140044035342131,0.264198701276016,0.11259083575102
"421010055001",-0.0261911132588822,-0.39496530465071,0.121408792817861,0.0977960786040028
"421010054001",-0.0166794320354597,-0.118832966655634,0.219448599430032,0.128861406869276
"421010042021",-0.0837048007428654,0.132980442696492,-0.158402998168196,0.045903478879912
"421010039012",-0.00916605016984178,-0.215700351760522,0.646297181046943,0.0668167759378393
"421010037023",-0.0621101203063394,-0.187280403669132,0.709101182876028,0.163515645761012
"421010037015",-0.0618818873376801,-0.147877798119235,-0.00517427616881261,0.0423021962338229
"421010037011",-0.131015438347095,-0.00502379790649872,0.102397900652389,0.0437690625154337
"421010032006",-0.16533595674332,0.319600691268129,0.101788108591999,0.0602433881361372
"421010030023",0.0449391804061436,0.179890976833947,0.162389968282616,0.0822106222852072
"421010030011",-0.104230196212456,0.179780493696084,0.0994535031622684,0.0311029086500524
"421010028022",-0.058486882016748,0.452772310270491,0.139344223708778,0.119253683417697
"421010027024",0.139250089474952,-0.333351422465157,-0.105170221022366,0.150036466975795
"421010018001",0.00759121823120925,0.042452451189411,-0.252375860585134,0.103142975925893
"421010012024",-0.146821648446534,-0.182562791425468,0.362948410217335,0.109142985371734
"421010009011",-0.0744368504313408,0.224371034678699,-0.185475747594927,0.138807679969654
"421019807001",-0.06925364511849,0.330981962790776,-0.0501959395982373,0.0510491328250698
"421010383001",-0.0559255400440049,-0.177363196533825,0.0751682490049803,0.018788439117662
"421010373003",0.22130076623004,0.0622076033210317,0.195329305067521,0.0736773588171075
"421010369002",0.145024041835202,0.0831120212325238,-0.121236582791269,0.0891700994526071
"421010366001",-0.0603223780736651,-0.136702553019402,-0.136670800078399,0.0296185999562284
"421010294002",-0.0294889334667309,0.183108680395184,0.178742792829345,0.0637210833754882
