X,Y,OBJECTID,PARK_NAME,AGE_RANGE,DATE_INSTALLED,COMMENTS,DATA_SOURCE
-75.2288773777486,39.9148806933256,382,J Francis Finnegan Playground,2_5_YEARS,2017/01/01 00:00:00+00,On the Eastern Side,"Capital Data 2019, Pictometry 2020"
-75.232253048108,39.9150578555832,383,J Francis Finnegan Playground,2_5_YEARS,2017/01/01 00:00:00+00,Next to Recreation Center,"Capital Data 2019, Pictometry 2020"
-75.2482486633602,39.9081354289711,384,William A Cibotti Recreation Center,2_5_YEARS,2020/08/01 00:00:00+00,,NearMap 2021
-75.2501857450165,39.9051533702167,385,Eastwick Regional Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2373488554302,39.9058163577157,386,Eastwick Park,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1976329388354,39.9363546194576,387,Jacob Stinger Park,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1932875071012,39.9377366999166,388,Donald P Finnegan Recreation Center,2_5_YEARS,2017/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1889804083056,39.930968094157,389,George A Vare Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1830158424265,39.9358636439708,390,Wharton Square,2_5_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1867896061289,39.925681865141,391,Thomas B Smith Recreation Center,2_5_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1738839404699,39.9378798880516,392,Charles H Chew Jr Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1702434227739,39.9289835150054,393,A Guiseppe DiSilvestro Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.172719387889,39.9233775207807,394,Thomas I Guerin Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.178735191968,39.9155999429208,395,Commodore John Barry Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1725242220771,39.9164307794603,396,Marconi Plaza,2_5_YEARS,,On the Northwest Side,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1708264982718,39.9143779761033,397,Marconi Plaza,2_5_YEARS,,On the Southeast Side,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1640683851693,39.9334369117923,398,Columbus Square,2_5_YEARS,,,NearMap 2021
-75.1591131590372,39.9342096198691,399,Dr Nicola Capitolo Playground,2_5_YEARS,2019/04/01 00:00:00+00,,"Pictometry 2020; Capital Drawings (2019)"
-75.1573296288391,39.922921412565,400,James Otis Ford Playground,UNKNOWN,2016/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1537976067406,39.9155048020764,401,Lawrence E Murphy Recreation Center,2_5_YEARS,2017/01/01 00:00:00+00,,NearMap 2021
-75.1564829521603,39.9192944062435,402,Mifflin Square,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1508151287758,39.920844689128,403,Reverend Edward P Burke Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1516742180778,39.9278388052624,404,John Dickinson Square,2_5_YEARS,,,"Google Street View 2018, Pictometry 2020"
-75.1486489935198,39.9306977654552,405,Nelson M Herron Playground and Recreation Center,UNKNOWN,,,"Google Street View 2018, Playground Equipment 2017"
-75.1458800453676,39.9347192141851,406,Shot Tower Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1505970208255,39.9379356227012,407,Weccacoe Square,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1633571327384,39.9385074654474,408,Hawthorne Cultural Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1644402556559,39.9396336934352,409,Ridgway Park,2_5_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1584043249756,39.9410279174288,410,Walter Palumbo Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1597913903882,39.9435392254653,411,Charles Seger Park,2_5_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.152650555601,39.9425663042839,412,Starr Garden Playground,2_5_YEARS,,,"Cyclomedia 2018, Pictometry 2020"
-75.1510441564026,39.9555903672349,413,Franklin Square,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1371371497006,39.9670370419456,414,Tip Top Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1374502564717,39.9725256069881,415,Hancock Playground,2_5_YEARS,2020/08/01 00:00:00+00,,"Pictometry 2020;Rebuild Construction Updates 2020"
-75.1448793800417,39.9729274412569,416,Narcissa S Cruz Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1510586757956,39.9754354714375,417,Marie Dendy Recreation Center,2_5_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1349894445145,39.9781656887134,418,Michael J Towey Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0443390145489,40.0279892781107,419,Disston Recreation Center,5_12_YEARS,2019/11/01 00:00:00+00,Installed during 2019/2020 renovations,"Pictometry 2020, Rebuild Construction Updates 2020"
-75.1933990098668,39.932629557534,420,William Lanier Park,2_5_YEARS,2018/11/14 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.1280617332811,39.9834974913198,421,Hagert Street Playground,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1524992500605,40.0242065803088,422,Stenton Park,2_5_YEARS,2019/03/01 00:00:00+00,Installed during 2019 Renovations.,NearMap 2021
-75.1194194354677,39.9950846307709,423,McPherson Square,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1700516617768,40.065181355338,424,Charles M Finley Playground,2_5_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0707756238754,40.0391580814432,425,Max Myers Playground,2_5_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2147440453575,39.9918772457491,426,Belmont Grove,2_5_YEARS,,,"Google Street View 2016, Playground Equipment 2017, Pictometry 2020"
-75.2506976767499,39.9053733606383,427,Eastwick Regional Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1973510015064,39.9721326764959,428,Philadelphia Zoo,5_12_YEARS,,In Philadelphia Zoo,"Google Street View 2016, Pictometry 2020"
-74.9980366343887,40.0587742812065,429,Torresdale Recreation Center,2_5_YEARS,2019/01/01 00:00:00+00,,NearMap2021
-75.0671427142851,40.0805802469675,430,Verree and Susquehanna Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.2310380867799,39.9771089551778,431,Charles A Baker Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0901797638287,40.0688670979697,432,Burholme Park,2_5_YEARS,2018/01/01 00:00:00+00,,NearMap 2021
-75.090002772144,40.0690680242459,433,Burholme Park,5_12_YEARS,2018/01/01 00:00:00+00,,NearMap 2021
-75.1962186864554,39.9638761020154,434,37th and Mount Vernon Playground ,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1513484933303,39.9663150667105,435,East Poplar Playground,5_12_YEARS,2021/10/01 00:00:00+00,Installed during 2021 Renovations.,Capital Drawings 2021.
-75.04836496902,40.0213757488738,436,Frank JG Dorsey Memorial Playground,5_12_YEARS,2018/11/05 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.1934563509134,39.9327875823794,437,William Lanier Park,5_12_YEARS,2018/11/14 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.1827124850967,39.99427614683,438,31st and Cumberland Play Lot,2_5_YEARS,,,Pictometry 2020
-75.182420816717,39.9955533872529,439,31st and Huntingdon Play Lot,2_5_YEARS,,,Pictometry 2020
-75.1464508730605,40.007502910032,440,11th and Venango Play Lot,5_12_YEARS,2021/07/01 00:00:00+00,Renvations Phase 1 Installations,"Capital Drawings 2021;NearMap 2021"
-75.1466826083686,40.0076314317266,441,11th and Venango Play Lot,2_5_YEARS,2021/07/01 00:00:00+00,Renvations Phase 1 Installations,"Capital Drawings 2021;NearMap 2021"
-75.1551237592838,39.9329556139041,442,Gold Star Park,2_5_YEARS,2020/11/01 00:00:00+00,,Capital and Communications Info 2020
-75.2498669207489,39.9689319184447,443,William T Granahan Playground,2_5_YEARS,2020/11/01 00:00:00+00,,"Capital and Communications 2020, NearMap2021"
-75.2408278189726,39.9255576706049,444,John J McCreesh Sr Playground,5_12_YEARS,2020/11/01 00:00:00+00,,Capital and Communications 2020
-75.2404518762179,39.9257862089253,445,John J McCreesh Sr Playground,2_5_YEARS,2020/11/01 00:00:00+00,,Capital and Communications 2020
-75.187974453273,40.0182228673275,446,McMichael Park,5_12_YEARS,2020/10/01 00:00:00+00,,Capital and Communications Info 2020
-75.2205819698538,39.931445633421,447,Russell DeRitis Playground,5_12_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,NearMap 2021
-75.2203897439901,39.931579240206,448,Russell DeRitis Playground,2_5_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,NearMap 2021
-75.1555265717129,40.0202323027843,449,Nicetown Park,2_12_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,NearMap 2021 and Capital 2020
-75.0271082999808,40.0604957792693,450,Frank McArdle Memorial Recreation Center,,2021/01/01 00:00:00+00,,NearMap2021
-75.0269853326353,40.0604366842335,451,Frank McArdle Memorial Recreation Center,,2021/01/01 00:00:00+00,,NearMap2021
-75.1475876636687,39.9832264246464,452,8th and Diamond Playground,2_5_YEARS,2021/07/01 00:00:00+00,Installed 2020-2021 (Rebuild),"Capital Drawings 2021; NearMap 2021"
-75.1733375634822,39.9590611945315,453,Benjamin Franklin Parkway,5_12_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,"NearMap 2021; GIS Field Verification 2021"
-75.1736093527169,39.9590849357174,454,Benjamin Franklin Parkway,2_5_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,"NearMap 2021; GIS Field Verification 2021"
