GEOID,placekey,distance,probability,PC1,PC2,PC3,PC4,PC5
"421010040024",zzy-222@628-pg8-r6k,12.22,0.0235294117647059,3.59413181585703,5.34163289933881,1.38815236725603,1.09078181459806,1.2809123380916
"421010040024",zzz-222@628-ph6-r49,12.54,0.0235294117647059,5.07116465049831,7.49440170159421,5.12947662448363,2.20054173761682,3.49489339970391
"421010040024",zzz-222@628-pm3-wff,1.69,0.0470588235294118,2.16409924233661,7.07293954822938,3.2326200294933,2.51020712156959,2.71445699102062
"421010040024",zzz-222@628-pm3-xyv,2.23,0.0470588235294118,2.93233923626789,6.30091023724166,1.90700899010385,3.98017032005292,3.8738232648817
"421010040024",zzz-222@628-pm4-fpv,0.64,0.0235294117647059,2.44590308011134,6.23859242051447,1.98243340345572,1.81049388143025,3.65647900200707
"421010040024",zzz-222@628-pm4-mrk,1.93,0.117647058823529,2.06661259425264,7.03954592934979,2.94918863596892,4.09350893127732,2.79934931766507
"421010040024",zzz-222@628-pm7-mff,2.78,0.0235294117647059,1.43662660174972,7.17705454122727,3.31276568282818,2.072404738192,2.75212036001319
"421010040024",zzz-222@628-pm7-xdv,4.22,0.0235294117647059,1.7200100418458,6.95410110706205,2.78795656500959,3.84955031026984,3.80679155241769
"421010040024",zzz-222@628-pm8-fcq,1.22,0.0705882352941176,2.87924062748421,5.17783909169206,2.32953948011211,2.02820425819385,2.17623247904164
"421010040024",zzz-222@628-pm8-vj9,2.41,0.123529411764706,4.89287674184626,5.27454670458479,1.44301496056122,1.92070839806376,6.93032609743401
"421010040024",zzz-222@628-pm9-28v,1.1,0.170588235294118,2.00058867066974,6.45234555652492,2.23162465492218,1.5642834277529,2.62102147629107
"421010040024",zzz-222@628-pm9-jn5,2,0.0941176470588235,1.39988243830498,7.17852172510094,3.27811188851699,2.05531112227267,2.73167449893938
"421010040024",zzz-222@628-pmf-rp9,3.01,0.0470588235294118,0.621476909921882,0.134334492237059,5.933861005993,2.88333574855989,0
"421010040024",zzz-222@63s-dvq-5fz,8.25,0.0470588235294118,1.56030582454526,6.51032308868768,3.34423142582027,2.0912803216238,2.60721541021631
"421010040024",zzz-222@63s-dvr-d7q,6.15,0.0470588235294118,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010040024",zzz-222@63s-dvz-ct9,11.56,0.0235294117647059,2.328613177238,7.09366424527973,3.87947579038782,1.54546525969575,2.81493334647542
"421010040024",zzz-223@628-pm3-tn5,1.54,0.0235294117647059,1.55403978434851,6.2551020583467,3.19397641890091,1.95810324016393,2.58538251017785
"421010113001",zzw-222@628-pg9-tgk,7.07,0.00647249190938511,1.95793295708317,7.23333884418028,2.39980712700128,4.33168267994285,0.535930166272136
"421010113001",zzw-222@628-pgc-q9f,2.12,0.00647249190938511,4.74397817287085,7.55103686696103,5.0916109401491,2.04343756209913,2.51442442699136
"421010113001",zzw-222@63s-dvw-dqf,2.32,0.0129449838187702,1.2598117086367,7.21260287896917,3.3212665117305,1.9856846043397,2.74255736577838
"421010113001",zzw-222@63s-dwf-nyv,9.87,0.0161812297734628,1.14002934260409,5.118772146125,3.23821354898361,1.23489680373602,2.65060052568782
"421010113001",zzw-223@628-pgc-g6k,3.84,0.00647249190938511,7.61282947143467,5.34892778486512,2.34394703000564,1.40190793194821,2.15200964370391
"421010113001",zzy-222@63s-dvw-dn5,2.48,0.00647249190938511,1.22615678493997,7.16936623985516,3.03270273590878,3.66352658125293,3.224563904369
"421010113001",zzz-222@628-pg9-yjv,6.75,0.0129449838187702,1.72343657030212,7.12420289095599,3.02727652856124,3.4993317452956,1.31045748422867
"421010113001",zzz-222@628-pgd-v9f,3.82,0.00647249190938511,2.1544288608645,8.35519129573635,4.00771722760647,3.01108461089878,1.25160400218809
"421010113001",zzz-222@628-pgd-wp9,4.22,0.0161812297734628,5.84921267716941,8.33233336914486,3.9995550334937,8.29233756051915,2.36710787887033
"421010113001",zzz-222@628-pgf-kcq,5.35,0.00647249190938511,12.4609835505124,3.44493184897903,0,2.76149964072911,0.779366122225239
"421010113001",zzz-222@628-pgk-wff,4.03,0.0145631067961165,4.30241634582778,6.18123715822571,3.1839051071163,0.953792663633982,2.65231990405388
"421010113001",zzz-222@628-ph5-py9,0.81,0.0517799352750809,1.46375049968912,7.18221533004357,3.30578335375919,2.21583867565055,3.53346485409691
"421010113001",zzz-222@628-ph5-wx5,1.17,0.0129449838187702,1.70900486999717,7.13186677778413,3.29485203891741,2.27527935140294,3.14976964195564
"421010113001",zzz-222@628-ph6-qfz,1,0.0258899676375405,2.01958087420261,7.60459676462763,3.74555429964899,2.0526718322743,2.37873640590839
"421010113001",zzz-222@628-ph6-r49,1.79,0.338187702265372,5.07116465049831,7.49440170159421,5.12947662448363,2.20054173761682,3.49489339970391
"421010113001",zzz-222@628-pm9-jn5,12.48,0.00647249190938511,1.39988243830498,7.17852172510094,3.27811188851699,2.05531112227267,2.73167449893938
"421010113001",zzz-222@63s-dvp-brk,4.08,0.00647249190938511,1.51224706530373,7.16561899967849,3.30308644369258,2.11981406155678,2.74872584038603
"421010113001",zzz-222@63s-dvq-5fz,3.97,0.218446601941748,1.56030582454526,6.51032308868768,3.34423142582027,2.0912803216238,2.60721541021631
"421010113001",zzz-222@63s-dvq-6x5,3.8,0.00647249190938511,1.35465209915311,7.19998556568287,3.31244814251878,2.0701418106619,2.93608604719434
"421010113001",zzz-222@63s-dvq-jqf,3.09,0.0194174757281553,1.22763942635335,6.38149838927632,3.76126142824524,2.18413843918728,2.6036343397789
"421010113001",zzz-222@63s-dvr-d7q,8.14,0.0129449838187702,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010113001",zzz-222@63s-dvw-bzf,2.49,0.0129449838187702,1.29908604077859,7.20833979301734,3.31448906272431,2.07269623108714,3.13653024314126
"421010113001",zzz-222@63s-dvw-sh5,1.51,0.0194174757281553,1.97594828257576,6.93230052929998,3.3681660661987,2.71599007823509,4.90420306671155
"421010113001",zzz-222@63s-dvx-2tv,2.27,0.0129449838187702,1.52094902732592,7.77406167618694,4.00650590216763,1.98016586519789,2.44836912652744
"421010113001",zzz-222@63s-dvx-hqz,1.53,0.0275080906148867,1.95693153986174,7.53282764411897,3.6744919560915,2.05090024233937,2.42057318879964
"421010113001",zzz-222@63s-dvx-w8v,5.39,0.0194174757281553,1.66495260224947,7.12133443773344,3.25038505313059,2.50502443060001,5.12165866117282
"421010113001",zzz-222@63s-dvy-fxq,5.44,0.0129449838187702,2.00722708971915,6.66169624379386,2.59133031518137,1.85634672022153,2.70589153299015
