origins_name,MAE,MAPE
"421010001001",0.352912523533215,8.11698804126396
"421010001002",0.3,6
"421010002001",0.243407968879106,8.03246297301052
"421010003001",0.439627354608555,7.03403767373688
"421010003002",0.303183061561404,7.27639347747371
"421010004011",0.236770041718983,5.20894091781762
"421010004021",0.285714285714286,2
"421010004022",0.176470588235294,9
"421010005001",0.141910768215645,9.0822891658013
"421010006001",0.200167283353476,7.00585491737167
"421010007001",0.735887999846246,6.62299199861621
"421010007002",0.22323295253159,9.15255105379517
"421010007003",0.380952380952381,8
"421010008011",0.4059588157392,4.059588157392
"421010008031",0.506865857036059,4.56179271332453
"421010008032",0.561561561561562,5.05405405405405
"421010008041",0.266666666666667,8
"421010008043",0.26937255686051,8.0811767058153
"421010009011",0.304010261236521,2.43208208989217
"421010009012",0.405758342579103,6.49213348126564
"421010009021",0.325157687875003,6.17799606962506
"421010009022",0.323464228722566,7.11621303189644
"421010010011",0.490270831356077,5.88324997627293
"421010010012",0.372797046194029,6.33754978529849
"421010010021",0.299799512839149,9.29378489801362
"421010010022",0.389617971189903,6.23388753903844
"421010010023",0.226265558545868,9.05062234183472
"421010011011",0.409464491669754,3.27571593335803
"421010011012",0.353015553606871,6.00126441131681
"421010011013",0.228721738076704,8.23398257076134
"421010011014",0.347562146847551,2.78049717478041
"421010011021",0.280155150069897,5.32294785132804
"421010011022",0.296641590139947,5.33954862251905
"421010012011",0.436813582738683,6.11539015834156
"421010012012",0.321157530174993,2.89041777157493
"421010012013",0.24723255741747,5.19188370576688
"421010012014",0.219008092974461,2.40908902271907
"421010012021",0.34967705406628,8.04257224352445
"421010012022",0.467343206001887,4.20608885401698
"421010012023",0.608140496647211,6.08140496647212
"421010012024",0.25617749155314,2.81795240708454
"421010012025",0.386847200965137,5.02901361254678
"421010013001",0.401766894475741,7.23180410056334
"421010013002",0.321332036966868,3.53465240663555
"421010013003",0.296809505107738,6.23299960726249
"421010013004",0.516204919995401,3.6134344399678
"421010013005",0.191767538870196,9.20484186576939
"421010014001",0.251401832754909,7.54205498264727
"421010014002",0.404268085623401,5.65975319872762
"421010014003",0.247255444348879,5.19236433132646
"421010015001",0.278757102910935,5.29638495530777
"421010015002",0.195714272218706,8.21999943318563
"421010016001",0.205981999162822,8.03329796735005
"421010016002",0.33426373764586,7.35380222820893
"421010017001",0.209588884545567,4.4013665754569
"421010017002",0.258931243126035,6.21434983502484
"421010018001",0.27680007807007,4.42880124912111
"421010018002",0.178121408566291,9.26231324544711
"421010019001",0.243255988367378,5.10837575571494
"421010019002",0.310820268149755,8.08132697189363
"421010019003",0.259776706000842,6.49441765002105
"421010020001",0.284545192308538,8.53635576925613
"421010020002",0.276717630193815,6.08778786426392
"421010021001",0.321907026319176,6.11623350006434
"421010021002",0.206011610696178,7.21040637436621
"421010022001",0.316974526224353,6.02251599826271
"421010022002",0.318181818181818,7
"421010022003",0.22097962435155,7.07134797924961
"421010023001",0.25,6
"421010023002",0.215158660211384,9.25182238908952
"421010024001",0.194568209885412,4.08593240759365
"421010024002",0.195521911095258,5.0835696884767
"421010024003",0.246724609958044,5.18121680911893
"421010024004",0.242992241024199,7.04677498970176
"421010024005",0.280949952748876,8.14754862971741
"421010025001",0.265102094248673,5.30204188497346
"421010025002",0.292834061383229,7.32085153458072
"421010025003",0.103468724962892,1.55203087444338
"421010025004",0.226995545354312,9.30681735952678
"421010027011",0.196914445998548,6.10434782595498
"421010027012",0.284804555861415,7.12011389653539
"421010027013",0.251344589955587,8.54571605848997
"421010027021",0.195321932895835,8.20352118162505
"421010027022",0.210261143786047,5.04626745086512
"421010027023",0.330853784398192,5.29366055037108
"421010027024",0.276834622834452,9.1355425535369
"421010028011",0.175320850719188,4.2077004172605
"421010028012",0.230397474345188,6.22073180732007
"421010028013",0.191307745866876,7.07838659707441
"421010028021",0.16673583158831,5.00207494764931
"421010028022",0.243111385968529,8.02267573696145
"421010028023",0.222426286709811,7.11764117471396
"421010028024",0.239396083177403,5.26671382990286
"421010028025",0.29233663164193,8.18542568597405
"421010029001",0.204094856054174,9.18426852243782
"421010029002",0.242495617648486,6.54738167650913
"421010029003",0.195928118224674,7.24934037431292
"421010030011",0.366854642936335,5.50281964404503
"421010030012",0.401925755099041,4.01925755099041
"421010030013",0.168966430363299,7.43452293598517
"421010030014",0.334569579836817,6.69139159673634
"421010030015",0.377775172044894,8.31105378498768
"421010030021",0.161729365728716,4.36669287467534
"421010030022",0.176813999682376,4.06672199269465
"421010030023",0.31646115364198,6.01276191919761
"421010030024",0.279156519759235,8.37469559277706
"421010031001",0.184210526315789,7
"421010031002",0.340417514915463,6.12751526847833
"421010031003",0.181249821930449,6.16249394563525
"421010031004",0.334716940175721,7.02905574369014
"421010031005",0.193279960736814,7.34463850799894
"421010031006",0.23744522147006,8.07313752998203
"421010032002",0.459577360646377,4.59577360646377
"421010032003",0.307168727750195,8.29355564925527
"421010032004",0.300829540787563,9.32571576441445
"421010032005",0.265273133783228,8.48874028106328
"421010032006",0.22046748124981,8.37776428749278
"421010033001",0.167898248633242,9.23440367482832
"421010033002",0.168451875041815,7.07497875175625
"421010033003",0.280623258277316,9.26056752315144
"421010033004",0.202122714640391,8.08490858561562
"421010033005",0.247873163358102,8.42768755417546
"421010033006",0.313720354718519,9.09789028683704
"421010036001",0.163092541358963,8.3177196093071
"421010036002",0.215780919393016,5.39452298482539
"421010036003",0.165978617761314,8.63088812358835
"421010036004",0.203538903591478,7.12386162570173
"421010037011",0.256702376121354,6.16085702691249
"421010037012",0.321026000883847,6.0994940167931
"421010037013",0.176404470509959,8.29101011396807
"421010037014",0.242426870891054,9.45464796475112
"421010037015",0.259259259259259,7
"421010037021",0.191728768991342,8.43606583561905
"421010037022",0.225466681003088,8.34226719711424
"421010037023",0.381545559180419,6.48627450606713
"421010038001",0.199905103183977,6.39696330188726
"421010038003",0.223085203748618,8.25415253869888
"421010038004",0.334106178250743,5.67980503026262
"421010039011",0.319082929780967,10.210653752991
"421010039012",0.188560037591154,6.59960131569041
"421010039013",0.251631165386417,8.55545962313819
"421010039014",0.190527402922879,7.2400413110694
"421010039021",0.200087905304771,8.20360411749561
"421010039022",0.200072187046999,6.40230998550395
"421010039023",0.222413032738364,7.56204311310437
"421010039024",0.252750476749175,8.59351620947194
"421010040011",0.260482601395317,7.29351283906888
"421010040012",0.276774261436,7.19613079733599
"421010040013",0.346843341710617,5.20265012565925
"421010040014",0.214946018194501,8.16794869139105
"421010040021",0.170961620035828,4.27404050089571
"421010040022",0.219364064479981,9.4326547726392
"421010040023",0.284116746157632,7.10291865394081
"421010040024",0.213128267688936,7.03323283373487
"421010041011",0.266666666666667,8
"421010041012",0.224983860924682,7.4244674105145
"421010041013",0.259347075484919,8.03975934003249
"421010041014",0.224622084484307,6.0647962810763
"421010041021",0.161736738960108,10.0276778155267
"421010041022",0.164340756998372,9.03874163491043
"421010041023",0.212751038764098,6.16978012415885
"421010041024",0.218180096818917,7.85448348548103
"421010042011",0.255393446287276,6.3848361571819
"421010042012",0.211012072196215,8.01845874345616
"421010042013",0.184212279316536,7.00006661402837
"421010042014",0.255191316132002,9.18688738075207
"421010042021",0.233846392976232,8.88616293309683
"421010042022",0.252269492823497,7.06354579905791
"421010042023",0.136170267933128,7.21702420045579
"421010042024",0.243242229618776,8.27023580703839
"421010054001",0.32031423831392,8.007855957848
"421010055001",0.245569101307647,8.34934944445998
"421010055002",0.225951586510859,8.13425711439091
"421010055003",0.182122477944993,9.10612389724965
"421010056001",0.245414846959855,6.13537117399638
"421010060001",0.17252854841621,9.31654161447534
"421010060002",0.198665160355316,8.34393673492328
"421010060003",0.189271042321382,6.43521543892699
"421010060004",0.249966786831069,8.49887075225633
"421010060005",0.419950658865646,8.81896383617856
"421010061001",0.18469063305922,9.60391291907943
"421010061002",0.231443046181893,7.17473443163868
"421010062001",0.259960177169897,8.05876549226682
"421010062002",0.414377208741235,5.38690371363606
"421010062003",0.332995953966344,7.99190289519226
"421010062004",0.198377586996647,8.53023624085581
"421010063001",0.253790261827241,6.09096628385378
"421010063002",0.22049852403251,8.37894391323536
"421010063003",0.227362746706802,6.13879416108367
"421010063004",0.176871294802436,8.13607956091205
"421010064001",0.216216216216216,8
"421010064002",0.228322682872377,6.39303512042655
"421010064003",0.168884721775777,8.27535136701306
"421010065001",0.352108076914771,7.39426961521019
"421010065002",0.34996947829967,6.29945060939406
"421010065003",0.368020033368627,8.46446076747842
"421010065004",0.324637903734315,8.76522340082651
"421010065005",0.320999933000926,5.77799879401667
"421010065006",0.23171163281648,10.1953118439251
"421010066001",0.221069597739851,8.1795751163745
"421010066002",0.338006254299023,3.38006254299023
"421010066003",0.202043932395057,6.06131797185172
"421010066004",0.232331871111652,5.11130116445635
"421010067001",0.231870709596953,4.17367277274515
"421010067002",0.278305494673257,4.17458242009885
"421010067003",0.223348845143216,6.25376766401004
"421010067005",0.179170807405722,8.24185714066319
"421010067006",0.256146713968513,7.17210799111837
"421010067007",0.282535306350994,8.19352388417881
"421010069001",0.202151795210844,7.27746462759039
"421010069002",0.24313481361627,5.34896589955794
"421010069003",0.239918633306766,7.43747763250974
"421010070001",0.223139870563183,8.47931508140096
"421010070002",0.339271451128458,8.14251482708298
"421010070003",0.306935665569328,6.44564897695589
"421010070004",0.246511713984942,7.39535141954825
"421010070005",0.285714285714286,6
"421010071011",0.378058925488122,7.18311958427432
"421010071012",0.40296983497896,7.25345702962129
"421010071013",0.170314484181628,4.2578621045407
"421010071021",0.314779141146261,9.44337423438783
"421010071022",0.236614982747454,7.33506446517107
"421010071023",0.277673701573556,7.49718994248602
"421010071024",0.31455223880597,6.2910447761194
"421010071025",0.21667334690221,8.66693387608841
"421010072001",0.378451178451178,6.81212121212121
"421010072002",0.245796627708442,7.12810220354481
"421010072003",0.401489526190493,9.23425910238133
"421010072004",0.332611869335318,6.65223738670636
"421010072005",0.329980690765099,6.59961381530198
"421010072006",0.3505518038922,6.66048427395179
"421010073001",0.260187289452642,6.50468223631606
"421010073002",0.232859907167834,2.32859907167834
"421010073003",0.347213689062073,5.20820533593109
"421010073004",0.255234645571401,7.14657007599922
"421010074001",0.293036168376766,4.39554252565149
"421010074002",0.418635505949906,7.53543910709831
"421010074003",0.286888891021709,8.31977783962957
"421010074004",0.173421069025268,9.3647377273645
"421010074005",0.216612652173583,7.58144282607542
"421010077001",0.247414768994288,3.46380676592004
"421010077002",0.516063362927736,9.28914053269926
"421010078001",0.539700390275256,8.09550585412883
"421010078002",0.426929242181749,4.69622166399923
"421010078003",0.307692307692308,4
"421010078004",0.410158310193921,4.10158310193921
"421010078005",0.276534983295281,6.08376963249619
"421010079001",0.241355421714111,5.30981927771043
"421010079002",0.322668128016534,4.19468566421495
"421010079003",0.277777777777778,5
"421010079004",0.440624260746175,5.72811538970028
"421010080001",0.426306568120167,8.09982479428317
"421010080002",0.276024846997298,5.24447209294867
"421010080003",0.282074616535703,5.07734309764265
"421010080004",0.256865463000955,7.44909842702771
"421010081011",0.129921283571677,9.61417498430408
"421010081012",0.194457907322665,6.80602675629327
"421010081013",0.221702802286105,4.6557588480082
"421010081021",0.216496234331068,7.3608719672563
"421010081022",0.287253384726065,7.18133461815162
"421010081023",0.335529389053309,8.05270533727942
"421010081024",0.290117797372716,8.41341612380877
"421010081025",0.378932234034419,5.68398351051628
