X,Y,OBJECTID,ASSET_NAME,SITE_NUMBE,PSPACETYPE,CAPACITY,DSCRIPTION,DPP_ASSET_,SPACE_GLOBAL_ID
-75.2493897386351,39.9532694727635,88,Cobbs Creek Environmental Center picnic site 4,4,Picnic Site,50, ,3056,{f3295dab-ed48-4425-895b-73a96f7765ec}
-75.2495079142493,39.957759574169,89,Cobbs Creek Recreation Center picnic site 2,2,Picnic Site,50, ,1836,{77ba87e5-89ff-4096-8663-c4047f2d013d}
-75.2498140734534,39.9577610280616,90,Cobbs Creek Recreation Center picnic site 1,1,Picnic Site,50, ,3056,{f37220a3-3e90-48ce-b5c7-8e91153a6dbe}
-75.2479148859434,39.9586208813777,91,Laura Sims Skating Rink picnic site 3,3,Picnic Site,50, ,3056,{9159f63f-fb6c-4ff9-8caf-5ad02f51c080}
-75.2191426282463,39.984706473004,92,South George's Hill Picnic Area site 2,2,Picnic Site,50, ,1714,{5d9d0fa2-bd83-4428-8b63-544838fb0a05}
-75.2208195881284,39.984862530454,93,South George's Hill Picnic Area site 3,3,Picnic Site,50, ,1714,{aa17360c-c033-433d-81a8-b3cf522824cc}
-75.2195909503656,39.9848953192154,94,South George's Hill Picnic Area Pavilion,1,Picnic Pavilion,50, ,1714,{990d227d-fe87-4725-88ee-7661ee560825}
-75.2182968572339,39.984400320406,95,South George's Hill Picnic Area site 4,4,Picnic Site,50, ,1714,{d344c6ab-8d8d-489f-855c-3c0041f89180}
-75.1930670408839,40.0017848496313,96,MLK Stone Comfort Station picnic shelter,1,Picnic Pavilion,50, ,1714,{f0e90526-a857-4351-a4fc-e55fcf0e73c5}
-75.1931645089161,40.0015610706205,97,MLK Stone Comfort Station picnic site 3,3,Picnic Site,50, ,1714,{7344685d-562a-4b97-9b83-9e688205f2bd}
-75.1929445930337,40.001495672489,98,MLK Stone Comfort Station picnic site 2,2,Picnic Site,50, ,1714,{82167732-7619-4c6c-9c18-5d43519f26fe}
-75.1864113498473,39.9713433739813,99,Lemon Hill picnic site 3,3,Picnic Site,50, ,1713,{933b2851-b8ec-446d-9cb3-a8c4294a3f05}
-75.1869566317575,39.9717468172238,100,Lemon Hill picnic site 4,4,Picnic Site,50, ,1713,{46d59097-31db-4f02-9c1c-a43281a9661d}
-75.1880182374864,39.973504676419,101,Lemon Hill picnic site 9,9,Picnic Site,50, ,1713,{be8b182a-8227-4e9f-9c8d-f1ba907f58dc}
-75.1930771927771,40.0021990179227,102,MLK Stone Comfort Station picnic site 4,4,Picnic Site,50, ,1714,{ae4cf21a-7e21-4777-b24b-de88a2c5411b}
-75.1930675430935,40.002536671395,103,MLK Stone Comfort Station picnic site 5,5,Picnic Site,50, ,1714,{81db64ec-a6d6-4c55-95f2-f551358289d0}
-75.2222842098082,39.9875976474435,104,North Georges Hill picnic site 3,3,Picnic Site,50, ,1714,{e449b266-3613-4b4a-b856-948d61af1c9b}
-75.2025998247844,40.0517143407107,105,Allens Lane Art Center picnic site 1,1,Picnic Site,50, ,1807,{570fa769-f177-4e31-a6d7-213f1a303dfb}
-75.2033370788749,40.0512751225279,106,Allens Lane Art Center picnic site 2,2,Picnic Site,50, ,1807,{6f126ae8-fa6c-454b-a665-421dc7c7069d}
-75.1599261233361,39.9378520717963,107,Bardascino Park,1,Neighborhood Park,50, ,557,{726fee04-4d24-415d-b989-85fdfc9b70fd}
-75.2367251882195,39.9710293195234,108,Carroll Park,1,Neighborhood Park,50, ,374,{318d55aa-4fd1-4703-8eb9-6c5d910ff590}
-75.209851229128,39.9489964776029,109,Clark Park,1,Neighborhood Park,50, ,2906,{4372b934-a679-4f9c-a8e9-17edc9396b3a}
-75.1701295420794,40.0160873055158,110,Fernhill Park picnic site 4,4,Picnic Site,50, ,833,{eac53848-6812-4833-9bd8-e4e71fec13d4}
-75.2253232809774,39.9524553269179,111,Malcolm X Memorial Park picnic site 4,4,Picnic Site,50, ,182,{5551d5d4-ecc2-4619-b738-df5b5bb9a416}
-75.2251623484698,39.9527600219462,112,Malcolm X Memorial Park picnic site 3,3,Picnic Site,50, ,182,{3ffdc7f7-8a38-4330-a69a-16659422a79b}
-75.2255626774678,39.9530713486581,113,Malcolm X Memorial Park picnic site 2,2,Picnic Site,50, ,182,{1a952fd7-f9b3-4617-a288-7eca8d34beb2}
-75.2069410037514,39.97581608277,114,41st & Parkside open area 1,1,Picnic Site,50, ,3461,{7c292baa-aea2-4933-b313-969b744042e9}
-75.2191264578294,39.9802957568918,115,50th & Parkside Ave open area 1,1,Picnic Site,50, ,1714,{69f19e08-d3ef-4441-9ac9-57e1f12b8655}
-75.2212222491423,39.9811532965703,116,51st & Parkside open area 1,1,Picnic Site,50, ,1714,{9b448112-177d-4cc1-8fb9-a572bb47ca85}
-75.2468272338387,39.9437861550807,117,61st & Baltimore open area 1,1,Picnic Site,50, ,3481,{a7f1810f-3d30-4364-8969-60a365eafdb4}
-75.2475815291795,39.9658062566011,118,64th & Race open area 1,1,Picnic Site,50, ,3056,{0e160181-ce8e-4bc5-82d7-c819231792bf}
-75.236760199633,39.9073756210292,119,74th & Lindbergh (Eastwick) open area 1,1,Picnic Site,50, ,400,{f376cb54-a816-4ef2-9ad6-4bbe374d3ec8}
-75.2138940988541,39.978246348865,120,Belmont & Parkside open area 1,1,Picnic Site,50, ,1714,{2081ca9f-02d1-4d14-a654-96991bedc97b}
-75.2460445928212,39.907672975759,121,Clearview Park,1,Neighborhood Park,50, ,500,{441667ca-0154-4759-9269-b25e8fb16f23}
-75.1771917207026,40.0517699716951,122,Cliveden Park,1,Neighborhood Park,50, ,1106,{20d4bc53-fe19-4df5-aa55-3d5cf8a30caa}
-75.2491435831047,39.952816082582,123,Cobbs Creek at 63rd Street South open area,1,Picnic Site,50, ,3056,{d08909ed-b3aa-43f4-b986-09d9fcd565ce}
-75.2495836445855,39.9517561885851,124,Cobbs Creek at Catherine Street open area,1,Picnic Site,50, ,1835,{279aa691-6324-4e74-8368-72d9883f0918}
-75.2304127442381,39.9232451351814,125,Connell Park,1,Neighborhood Park,50, ,955,{c44318f4-5718-4a36-9126-71e663008150}
-75.1627545828973,39.9853224898236,126,Diamond Park,1,Neighborhood Park,50, ,635,{607a7e8d-79c2-4bbe-885e-4079b05449d6}
-75.2377368830488,39.9137566208549,127,Elmwood Park,1,Neighborhood Park,50, ,2907,{5102e0ff-4a9a-49e9-95e3-49f2ccfb8a2e}
-75.179784550821,39.9476073344161,128,Filter Square,1,Neighborhood Park,50, ,2904,{9f9104df-2b85-40e1-90b2-1a76e2c63314}
-75.1504275734804,39.98975159271,129,Fotteral Square,1,Neighborhood Park,50, ,1184,{aaf596b6-d32c-4827-8681-f2fa826ce0ff}
-75.1551943607358,39.9329030330686,130,Gold Star Park,1,Neighborhood Park,50, ,143,{91a25656-a95b-4f07-8723-8488545f86fc}
-74.9930565864495,40.0415727188002,131,Pleasant Hill Park,1,Neighborhood Park,50, ,3086,{2844c704-6acf-4a91-b4e2-afacd78855bc}
-75.1628079507719,39.9406699406126,132,Hawthorne Park,1,Neighborhood Park,50, ,2884,{5a33c3fa-df4f-4ca9-8ee7-9cd94e8207b4}
-75.1501762733915,39.9336120620025,133,Jefferson Square,1,Neighborhood Park,50, ,199,{172b8056-4ed1-4618-9f86-0c225b2df055}
-75.1793121444765,39.9409250004444,134,Julian Abele Park,1,Neighborhood Park,50, ,1159,{afc45cbb-d7db-4f59-876d-58c78ba6cdcc}
-75.1610144114438,40.0257144469088,135,Loudoun Park,1,Neighborhood Park,50, ,1180,{04e66bdd-1be5-4eed-8f8b-5f58d11ddc8f}
-75.1689896283299,39.9616011067506,136,Mathias Baldwin,1,Neighborhood Park,50, ,2814,{4dfa8119-7887-42ca-b3cb-a8746055a4f9}
-75.2080427614552,39.9807418733167,137,Memorial Hall rear lawn open area 1,1,Picnic Site,50, ,1714,{c5fa9a6f-e5d3-4326-a0d9-83e966553c38}
-75.2081695780396,39.9804128888411,138,Memorial Hall rear lawn open area 2,2,Picnic Site,50, ,1714,{7dfd91f3-309e-404c-a271-fbda1618d803}
-75.2087140169465,39.9805512035072,139,Memorial Hall rear lawn open area 3,3,Picnic Site,50, ,1714,{b5aefb12-6a45-49a2-b134-a0e1494546b0}
-75.2085222615954,39.9808816859311,140,Memorial Hall rear lawn open area 4,4,Picnic Site,50, ,1714,{7774058f-58bc-4bf2-ba82-b0d59ab1bcb3}
-75.2000108111666,39.9834919232891,141,Mount Pleasant open area,1,Picnic Site,50, ,1713,{9705200d-dead-4995-9a53-497bd20592e4}
-75.2167204385943,39.9712661547593,142,Clara Muhammad Square,1,Neighborhood Park,50, ,484,{8d0ba1d0-8798-4310-bcde-100c6949179a}
-75.1570073106051,40.0208982051617,143,Nicetown Park Triangle,1,Neighborhood Park,50, ,618,{a700f455-4a2d-4ec7-a2bf-2faaff650998}
-75.1348000010508,39.9831051796055,144,Norris Square,1,Neighborhood Park,50, ,2905,{e5b0fb2b-b285-43e0-a8ef-15759185bd77}
-75.1796175737823,39.9646710993606,145,Philadelphia Museum of Art Apron,1,Park A Site,100, ,3463,{d8294ff9-68c8-44b1-b88b-ff570d8bfbc3}
-75.1285950741207,39.9661402428192,146,Penn Treaty Park,3,Neighborhood Park,250, ,317,{3473efdd-53e3-4ce1-be7c-090e0aabccf0}
-75.2083994879297,40.0019894147131,147,Woodside Park,1,Neighborhood Park,100, ,1840,{81c38bd7-444e-473f-9cc8-881aebbd88cb}
-75.2081877234023,40.0020148863181,148,Woodside Park gazebo,2,Picnic Pavilion,50, ,1840,{d1e19272-b134-4f66-ac55-5a21b6e13b01}
-75.1845396398178,39.966975262334,149,Fairmount Waterworks Gazebo,1,Picnic Pavilion,50, ,2880,{1a107218-a577-45a9-ac65-4546b1d86eff}
-75.1795778341758,39.9768231303753,150,Brewerytown Community Garden,1,Community Garden,50,"Sitting on just over a half acre of land, Brewerytown Garden is presently equipped with running water, electricity, greenhouse, tool shed, composting bins, picnic area, community board, and 75 individual garden plots for growing organic produce.",3767,{a736dd95-a52e-4e84-a2a9-f92a9a1bfb10}
-75.0900342812756,40.0672836823087,151,Burholme Park Neighborhood Park,1,Neighborhood Park,500,Use of the entire southeastern section of the park and parking lot for events.,490,{6cf7d2a1-297a-4c47-b865-b0197d000fa8}
-75.155409521207,39.9406916551593,152,Cianfrani Park Neighborhood Park,1,Neighborhood Park,150,"A small neighborhood park in Bella Vista with shaded lawn areas, walkways, and benches. The decorative plantings maintained by local residents. The park has a friends group that hosts many annual community events.",521,{fe86d4c8-4d5f-49db-8f0f-f94998f330c2}
-75.2098348447553,39.9477205478422,153,Clark Park Bowl,3,Neighborhood Park,150,Clark Park Bowl,2906,{3AFE9890-AA14-40F7-84CD-3A34B2DB6AFC}
-75.1669841816163,40.0203424641749,154,Fernhill Park Picnic Pavilion 1,1,Picnic Pavilion,50, ,833,{df452857-69a4-4477-a1ae-2a88c6f66ee6}
-75.2293179719399,40.0843450466295,155,Harper's Meadow  picnic site 2,2,Picnic Site,50, ,1357,{69161332-5259-4764-b3b6-b2e07e08d1d0}
-75.2297463949388,40.084175013256,156,Harper's Meadow  picnic site 3,3,Picnic Site,50, ,1357,{50d7e736-d887-4e86-abee-cbf9f133b145}
-75.2298634726829,40.0848156529014,157,Harper's Meadow picnic site 1,1,Picnic Site,50, ,1357,{caffe130-0f56-42e0-bb0d-cdbc06e66ced}
-75.255183466145,39.9729337170961,158,Cobbs Creek Park at Papa Playground picnic site 1,1,Picnic Site,50, ,3056,{39b1014a-ed5a-4cd2-9871-89dea32ee585}
-75.2554415448766,39.9730487672295,159,Cobbs Creek Park  at Papa Playground picnic site 2,2,Picnic Site,50, ,3056,{f781752f-1084-4e90-9524-3de222d3425e}
-75.256438998233,39.9738409384938,160,Cobbs Creek Park  at Papa Playground picnic site 4,4,Picnic Site,50, ,3056,{6885d372-14a2-4a09-aa68-c76e885e93b3}
-75.2561936773242,39.9733011048406,161,Cobbs Creek Park  at Papa Playground picnic site 3,3,Picnic Site,50, ,3056,{c1d4051c-fad3-4c61-9d71-ac3c4f8f0ff1}
-75.2131742865517,39.9947392698739,162,Belmont & Edgley (at Chamounix) picnic site 4,4,Picnic Site,50, ,1714,{e765a490-5053-489f-902b-ce1392395d8e}
-75.2134719450889,39.9946729298016,163,Belmont & Edgley (at Chamounix) picnic site 3,3,Picnic Site,50, ,1714,{5ed45b50-7ec9-49d5-8acd-b9b61b386c7e}
-75.2138726079125,39.99452272825,164,Belmont & Edgley (at Chamounix) picnic site 2,2,Picnic Site,50, ,1714,{7405398d-a103-4903-aaca-b50bd61d8221}
-75.2140141069615,39.9943590161955,165,Belmont & Edgley (at Chamounix) picnic site 1,1,Picnic Site,50, ,1714,{0e8d4b01-c8f4-40bb-aeed-20ab32181bc7}
-75.2379095970539,39.9409980577416,166,Cobbs Creek Park at Whitby Avenue picnic site 1,1,Picnic Site,50, ,1372,{d807eed8-818f-41b9-bfef-cfda7b5a22b9}
-75.2380046360992,39.9407623198511,167,Cobbs Creek Park at Whitby Avenue picnic site 2,2,Picnic Site,50, ,1372,{85afcfe7-c55c-4945-93b4-017deaaed1ea}
