OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
166,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01278415,,N,26.9283312607036
167,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02082651,,N,43.8584591103406
168,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.2520281,,N,529.340307893834
169,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.14999436,,N,315.022775634725
170,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28341346,,N,596.062948837426
171,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24349909,,N,512.247065075106
172,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05804843,,N,122.179039506112
173,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13560551,,N,285.331158912492
174,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15077037,,N,316.993643525676
175,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.42946271,,N,903.551052070187
176,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21750111,,N,457.171396422536
177,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16398691,,N,345.340928243225
178,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2321197,,N,488.685122123955
179,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19564248,,N,411.496135366006
180,White Trail,WISSAHICKON,,White Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01436883,,N,30.1680000196664
181,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10832086,,N,227.514562606755
182,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13786644,Minor changes as part of Fall 2021 reroute,N,290.333321635683
183,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1691472,<Null>,N,355.975483641692
184,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09232677,,N,194.218921347717
185,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03023531,,N,63.5983052121286
186,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04611985,,N,97.0459491918996
187,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.67605295,,N,1422.57169918556
188,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12088093,,N,254.112148915739
189,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04194584,,N,88.2940028287873
190,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07960444,,N,167.516687307734
191,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17411866,,N,366.321320912937
192,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23237006,,N,489.198415066219
193,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0358871,,N,75.4573643477698
194,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07918002,,N,166.734491619353
195,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12620356,,N,265.772936027237
196,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11532562,,N,242.900150083957
197,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0739588,,N,155.673475115234
198,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.328457,,N,691.483966952432
199,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12632534,,N,265.798388866046
200,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08132389,,N,171.041738852677
201,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16663668,,N,350.673360488609
202,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.31161028,,N,655.188183098866
203,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.3075661,,N,647.581307593243
204,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09045843,,N,190.340135221437
205,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0622435,,N,131.022705802499
206,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01697367,,N,35.7698797059078
207,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13716488,,N,288.122739749638
208,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12100542,,N,254.805556655735
209,White Trail,WISSAHICKON,,<Null>,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00510549,,N,10.7597005721435
210,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.71489704,,N,1505.21175450503
211,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17151369,,N,361.122122491636
212,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.30456855,,N,641.170623922218
213,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15439874,,N,324.435939729805
214,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0387001,,N,81.4397159320222
215,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16276221,,N,342.946308704736
216,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06193455,,N,130.219993843763
217,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12134023,,N,255.229302893769
218,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14608898,,N,307.353823855432
219,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01778994,,N,37.4812128173589
220,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11828476,,N,248.994163129246
221,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1765225,,N,371.78829534464
222,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.7228286,,N,1521.91792162277
223,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10523291,,N,221.420693056996
224,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09134491,,N,192.11677909252
225,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1091903,,N,229.724672443982
226,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.55289442,,N,1163.52020268149
227,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17686519,,N,371.639043865999
228,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.45893522,,N,965.742189277181
229,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10885829,,N,229.393936149883
230,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.29047762,,N,610.865750331242
231,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.26642386,,N,560.585873615035
232,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.26655865,,N,561.09458853842
233,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08701301,,N,183.369105343726
234,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08006551,,N,168.530769317966
235,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28623363,,N,602.5697134663
236,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02035993,,N,42.7644959441841
237,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05871783,,N,123.677953962463
238,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4120159,,N,865.483214435111
239,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13523013,,N,284.635377551608
240,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16901698,,N,355.787634737625
241,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05108327,,N,107.601948008819
242,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28674005,,N,602.374039803171
243,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01504891,,N,31.6111515439016
244,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01515443,,N,31.9339617038864
245,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08546047,,N,179.571593476317
246,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02194082,,N,46.1339402370172
247,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12481213,,N,262.717459351735
248,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01205903,,N,25.3961457710314
249,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.42057835,,N,884.967853679083
250,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.18108826,,N,381.607922890968
251,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21798203,,N,459.361697970886
252,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4878641,,N,1026.36011071184
253,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17132011,,N,360.499596733951
254,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06630328,,N,139.428390872549
255,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08020641,,N,168.653068436513
256,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17474782,,N,367.967059456389
257,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.20638899,,N,434.483064340511
258,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1556624,,N,327.905453257507
259,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09312619,,N,195.911414286958
260,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02998503,,N,63.0918552878963
261,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19099379,,N,402.146503955786
262,Cresheim Foot Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04311346,,N,90.5597067984747
263,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0958553,,N,201.737552586218
264,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1862597,,N,391.510496633021
265,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05811118,,N,122.092532249485
266,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17330933,,N,364.12172860971
267,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15440134,,N,324.34944891559
268,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12239582,,N,257.187189383363
269,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.38812529,,N,816.456731170206
270,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13695157,,N,287.788785109445
271,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05363403,,N,112.71793759697
272,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10905487,,N,229.551187953416
273,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04270648,<Null>,N,89.7677659478296
274,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12218556,,N,257.196115880799
275,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03868553,<Null>,N,81.4895548135625
276,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09578032,<Null>,N,201.38265426391
277,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05286535,<Null>,N,111.23684840534
278,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08860923,,N,186.539507701564
279,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10524084,,N,221.521106522003
280,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08067584,,N,169.442934418968
281,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0384414,,N,81.0036298299258
282,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23499312,,N,494.380228178931
283,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05921789,,N,124.544164042915
284,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05923085,,N,124.613609966649
285,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10281808,,N,216.659566004825
286,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03351899,,N,70.6320399928082
287,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11598343,,N,243.533769773385
288,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02147425,,N,45.1917715478467
289,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02103459,,N,44.297053147131
290,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02779538,,N,58.3784313306263
291,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.29994652,Minor changes as part of Fall 2021 reroute,N,631.289061803695
292,100 Steps,WISSAHICKON,,100 Steps,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.03453881,,N,72.6400506625793
293,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00574729,,N,12.1097853820169
294,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08016215,,N,168.327268844877
295,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13324237,,N,279.835918931178
296,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16046591,,N,337.529513550393
297,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0085384,,N,17.9772595363566
298,Kitchens Lane Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02177865,,N,45.8099381117037
299,Orange Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00509283,,N,10.7129179083755
300,Monastery Driveway Loop,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.1078083,,N,226.756848737253
301,Mt Airy Ave Bridge,WISSAHICKON,,Mt Airy Ave Bridge,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03896475,,N,81.7965719401043
302,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00700254,,N,14.7021608646099
303,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02406166,,N,50.5608177614768
304,Yellow Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00231267,,N,4.87408735760653
305,Yellow Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0052589,,N,11.059494995049
306,White Trail,WISSAHICKON,,White Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00618937,,N,13.0289390941478
307,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.61726756,,N,1300.05867485073
308,Livezey Lane Sidepath,WISSAHICKON,,Livezey Lane Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.14692409,,N,308.8307757917
309,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01601594,,N,33.7578283299386
310,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00692637,,N,14.5728918581727
311,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00836838,,N,17.5863166688293
312,Yellow Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00497428,,N,10.4834761880588
313,Valley Green Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.024827,,N,52.1417799361663
314,Orange Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00298239,,N,6.27855472856068
315,White Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00422842,,N,8.90831276569867
316,White Trail,WISSAHICKON,,White Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00689724,,N,14.5314209848366
317,Rex Avenue Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02376998,,N,49.9395488464805
318,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0586973,,N,123.568913988723
319,White Trail,WISSAHICKON,,White Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01007807,,N,21.2366733734239
320,Thomas Mill Covered Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04082342,,N,85.7530519682502
321,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14389059,,N,302.793679409949
322,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00696641,,N,14.6735567512082
323,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00664042,,N,13.9659393883236
324,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05124103,,N,107.67023217339
325,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11821368,,N,248.257973677887
326,Yellow Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0052935,,N,11.159764168062
327,Yellow Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00277454,,N,5.84861488647157
328,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00604294,,N,12.6903198579166
329,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23944798,,N,503.579049012616
330,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04873583,,N,102.513794246641
331,White Trail,WISSAHICKON,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00337272,,N,7.08189020472828
332,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23371746,,N,490.941560284069
333,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00981075,,N,20.6098875087046
334,Livezey Lane Sidepath,WISSAHICKON,,Livezey Lane Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05449679,,N,114.643551257938
335,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05218748,,N,109.682976898605
336,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1787195,,N,375.38600610555
337,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.29707317,,N,624.746439909858
338,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.52799913,,N,1109.95986214787
339,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07032429,,N,147.888580352963
340,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.107806,,N,226.749911257192
