objectid,park_name,site_number,table_count,comments,data_source,lat,lng
127,Rufus O Williams Memorial Playground,2,3,,"2020 StreetSmart;NearMap 2021",39.9500545690086,-75.24991694485912
128,Cobbs Creek Park,1,2,North to Cobbs Creek Community Environmental Center,"2020 Street Smart, Pictometry 2020",39.95399533360845,-75.24884470590554
129,Cobbs Creek Park,2,3,North to Cobbs Creek Community Environmental Center,"2020 Street Smart, Pictometry 2020",39.95383778497762,-75.24888729443236
130,Cobbs Creek Park,3,3,North to Cobbs Creek Community Environmental Center,"2020 Street Smart, Pictometry 2020",39.95358292015652,-75.24891004104673
131,Cobbs Creek Park,4,2,North to Cobbs Creek Community Environmental Center,"2020 Street Smart, Pictometry 2020",39.95326565954326,-75.24946102081847
132,Johnny Sample Recreation Center,2,2,,NearMap 2021,39.95774344753429,-75.24950431680944
133,Johnny Sample Recreation Center,3,3,,"2018 Street Smart, Pictometry 2020",39.95860475451527,-75.24791129029134
134,Johnny Sample Recreation Center,4,3,,"2018 Street Smart, Pictometry 2020",39.95883260211799,-75.2477757638251
135,West Fairmount Park,2,2,West Fairmount Park-South George's Hill Picnic Area,"2018 Street Smart, Pictometry 2020",39.984690333284114,-75.21913904775376
136,West Fairmount Park,3,3,West Fairmount Park-South George's Hill Picnic Area,"2018 Street Smart, Pictometry 2020",39.984846391664284,-75.22081600568814
137,Bartrams Garden,0,3,East to Bartram's Garden Barn,2020 Pictometry,39.93270183643999,-75.21166695285639
53,Burholme Park,3,1,Non-fixed tables,NearMap 2021,40.06947091151838,-75.08969439958518
138,West Fairmount Park,1,5,West Fairmount Park-South George's Hill Picnic Pavilion,2018 Street Smart,39.98487918038155,-75.21958736962787
139,West Fairmount Park,4,3,West Fairmount Park-South George's Hill Picnic Area,"2018 Street Smart, Pictometry 2020",39.984384181603275,-75.21829327710284
1,Belmont Grove ,1,10,West Fairmount Park- Belmont Grove Picnic Pavilion,"2017 Field Collection, Pictometry 2020",39.99252806272725,-75.21500343723882
2,Franklin Delano Roosevelt Park,7,3,,"2018 Street Smart, Pictometry 2020",39.9034494458027,-75.18316312043147
3,Franklin Delano Roosevelt Park,8,3,,"2018 Street Smart, Pictometry 2020",39.902252905522595,-75.1836174781935
4,Franklin Delano Roosevelt Park,9,3,,"2018 Street Smart, Pictometry 2020",39.901883930510195,-75.18360769117928
5,Franklin Delano Roosevelt Park,10,3,,2020 Street Smart,39.90126209555581,-75.18264723027977
6,Franklin Delano Roosevelt Park,3,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.90421088052292,-75.17930651798689
7,Franklin Delano Roosevelt Park,11,3,,"2017 Field Collection, Pictometry 2020",39.90134512223414,-75.18215939199408
8,Franklin Delano Roosevelt Park,4,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.904304668971484,-75.17888918996141
9,Franklin Delano Roosevelt Park,12,3,,"2017 Field Collection, Pictometry 2020",39.90161559732148,-75.18102183724226
10,Franklin Delano Roosevelt Park,1,3,Non-fixed tables,NearMap 2021,39.90397468323954,-75.17907407454251
11,Franklin Delano Roosevelt Park,2,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.90402821354154,-75.17840185033714
12,Franklin Delano Roosevelt Park,6,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.90455627848618,-75.17839993955374
13,Franklin Delano Roosevelt Park,5,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.90426255469996,-75.17851509373715
14,Franklin Delano Roosevelt Park,0,2,,"2018 Street Smart, Pictometry 2020",39.903561287827806,-75.17766895164378
15,Franklin Delano Roosevelt Park,13,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.899627185220126,-75.17875169121585
16,Franklin Delano Roosevelt Park,14,3,Non-fixed tables,NearMap 2021,39.89977729241938,-75.17846629339316
17,Franklin Delano Roosevelt Park,20,3,,"2020 Street Smart, Pictometry 2020",39.90175299526535,-75.17629086626853
18,Franklin Delano Roosevelt Park,18,3,,"2018 Street Smart, Pictometry 2020",39.90131881434162,-75.17628248978124
19,Franklin Delano Roosevelt Park,19,3,,"2018 Street Smart, Pictometry 2020",39.9013759019535,-75.17718573783156
20,Franklin Delano Roosevelt Park,15,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.899846879571164,-75.17798752444237
21,Franklin Delano Roosevelt Park,16,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.89992790846095,-75.17763887568746
22,Franklin Delano Roosevelt Park,17,3,Non-fixed tables,"2018 Street Smart, Pictometry 2020",39.90005337414432,-75.17710989867469
23,Franklin Delano Roosevelt Park,21,3,,"2020 Street Smart, Pictometry 2020",39.9026076994476,-75.17569934597014
24,Fernhill Park,1,4,Pavilion,"2017 Field Collection, PPR Buildings & Structures",40.020323038772574,-75.16696200190141
25,Fernhill Park,2,4,Picnic Pavilion,"2017 Field Collection, PPR Buildings & Structures",40.01960428148805,-75.16899836999809
26,Fernhill Park,3,3,Under trees,2017 Field Collection,40.019295688905935,-75.1695521656841
27,Blue Bell Park,3,3,Wissahickon Valley Park,"2017 Field Collection, Pictometry 2020",40.032008210018965,-75.19581689424368
28,Blue Bell Park,2,3,Wissahickon Valley Park,"2017 Field Collection, Pictometry 2020",40.031542629531685,-75.1954070874608
29,Blue Bell Park,1,3,Wissahickon Valley Park - Blue Bell Pavilion,"Google Street View 2020, Pictometry 2020, NearMap 2021",40.03122566614615,-75.19524846931101
30,Blue Bell Park,4,3,Wissahickon Valley Park,"2017 Field Collection, Pictometry 2020",40.030715951889235,-75.19494779212663
31,Blue Bell Park,5,3,Wissahickon Valley Park,"2017 Field Collection, Pictometry 2020",40.030592482013766,-75.19522365835415
32,Blue Bell Park,6,3,Wissahickon Valley Park,"2017 Field Collection, Pictometry 2020",40.030404387640516,-75.1951223304549
33,David P Montgomery Field,1,2,,"2017 Field Collection, Pictometry 2020",40.022083218154435,-75.20333762812562
34,Salvatore Pachella Memorial Field,1,4,"Under the pavilion; Located in Wissahickon Valley Park.",PPR Buildings and Structures,40.04579846856052,-75.21587505944953
35,Wissahickon Valley Park,0,5,Valley Green Inn,"2017 Field Collection; 2018 Aerials",40.05345916649147,-75.21770135432514
36,Wissahickon Valley Park,2,2,"N of Wises Mill Rd, along Forbidden Drive.",2017 Field Collection,40.05887518223775,-75.2204400102079
37,Wissahickon Valley Park,0,2,N of Rex Avenue Shelter,"2017 Field Collection, Pictometry 2020",40.06640700959495,-75.22068723549285
38,Wissahickon Valley Park,0,1,S of Thomas Mill Road Comfort Station,2020 Aerials,40.071299073198034,-75.22462052314825
39,Wissahickon Valley Park,0,1,N of Thomas Mill Dr,2017 Field Collection,40.07308389503201,-75.22474199642845
40,Wissahickon Valley Park,2,4,Wissahickon Valley Park-Northwestern Stables,"2017 Field Collection, Pictometry 2020",40.08432886867368,-75.22931437195915
41,Wissahickon Valley Park,3,4,Wissahickon Valley Park-Northwestern Stables,"2017 Field Collection, Pictometry 2020",40.08415883535595,-75.22974279478613
42,Wissahickon Valley Park,1,3,Wissahickon Valley Park-Northwestern Stables,"2017 Field Collection, Pictometry 2020",40.08479947488104,-75.22985987242285
43,Wissahickon Valley Park,0,4,Wigard Avenue House,"2018 Street Smart, Pictometry 2020",40.053618917587826,-75.22503270264143
44,Wisters Woods Park,1,3,,"2018 Street Smart, Pictometry 2020",40.03181079423645,-75.1547728551995
45,Wisters Woods Park,2,3,,"2018 Street Smart, Pictometry 2020",40.032412198414974,-75.15539755364607
46,Wisters Woods Park,3,2,,"2018 Street Smart, Pictometry 2020",40.0333678629584,-75.15548273859652
47,Awbury Park and Recreation Center,2,2,,"2017 Field Collection, Pictometry 2020",40.052273579371544,-75.16355586368645
48,Awbury Park and Recreation Center,3,2,,"2018 Street Smart, Pictometry 2020",40.05230547308364,-75.1632760768893
49,Awbury Park and Recreation Center,1,3,,"2017 Field Collection, Pictometry 2020",40.05195066709723,-75.16317105147027
50,Fisher Park,1,5,Non-fixed tables,NearMap 2021,40.04303997508602,-75.13087768849634
51,Fisher Park,2,3,,Pictometry 2020,40.04293545238396,-75.13109083060577
52,Burholme Park,2,5,Non-fixed tables,NearMap 2021,40.06918721559774,-75.08927609238786
54,Burholme Park,1,10,,"2017 Field Collection; Pictometry 2020",40.067057188474784,-75.089218232259
55,Burholme Park,4,3,Non-fixed tables,"2017 Field Collection; NearMap 2021",40.06970296969792,-75.09126915993053
56,Burholme Park,5,3,Non-fixed tables,"2017 Field Collection; NearMap 2021",40.06994807740324,-75.09186542356686
57,Hunting Park,6,5,Numbered site both sides of walkway,"2020 StreetSmart; NearMap 2021",40.01699415377401,-75.14353890747485
58,Hunting Park,0,3,Near the baseball field,"2020 StreetSmart; NearMap 2021",40.01711450586271,-75.14331243179754
59,Hunting Park,2,3,,"2018 Street Smart, Pictometry 2020",40.0169390781613,-75.1450887924268
60,Hunting Park,3,2,,"2018 Street Smart, Pictometry 2020",40.017294609763965,-75.14578182034188
61,Hunting Park ,1,5,Hunting Park Picnic Pavilion,"2018 Street Smart, Pictometry 2020",40.015620422734564,-75.1445757954438
62,Hunting Park,4,2,,"2018 Street Smart, Pictometry 2020",40.01584366282817,-75.14288158894936
