OBJECTID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
154,Morris Estate Cultural Center,Morris Estate Cultural Center,N,Morris Estate Cultural Center,Morris Estate,,1914,1610 CHELTEN AVE,19141,"1610 CHELTEN AVE, 1700 CHELTEN AVE","1700 CHELTEN AVE;1600 CHELTEN AVE",6.38127831,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,35,Y,Y,Y,"Portion of land (ball diamond) is currently owned by School District (2020), rest is City owned.",44124.65234375,922.500304757223
155,Sergeant John J McVeigh Recreation Center,Sergeant John J McVeigh Recreation Center,N,Sergeant John J. McVeigh Recreation Center,McVeigh ,John J. McKinley Playground,1908,3390 D ST,19134,400-64 E ONTARIO ST,400-64 E ONTARIO ST,6.32017882,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,25,Y,Y,Y,,43637.40234375,828.893333754658
156,Malcolm X Memorial Park,Malcolm X Memorial Park,N,Malcolm X Memorial Park,Malcolm X,Black Oak Park,182,5100 PINE ST,19143,5100 PINE ST,51st & Pine,6.29782132,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,3,18,Y,Y,N,,43422.74609375,826.45623070636
157,Joseph A Scanlon Playground,Joseph A Scanlon Playground,N,Joseph A. Scanlon Playground,Scanlon,"Webster Playground, Scanlon Ice Rink",1950,1099 E TIOGA ST,19134,1099 E TIOGA ST,"1099 E TIOGA ST, Tioga & J",6.1423657,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,24,Y,Y,Y,,42411.34375,908.669360452395
158,Fairmount Water Works Historic Area,East Fairmount Park,Y,Fairmount Water Works Historic Area,Water Works, ,2880,650 WATER WORKS DR,19130,,620-690 AQUARIUM DR,5.38911015,NEIGHBORHOOD_PARK,HISTORIC_SITE,7,5,5,9,Y,Y,N,,37174.1640625,1347.41760472279
159,Frank McArdle Memorial Recreation Center,Frank McArdle Memorial Recreation Center,N,Frank McArdle Memorial Recreation Center,McArdle,,1991,2945 WELSH RD,19152,8930 ASHTON RD,"2933 WELSH RD;2801 WELSH RD;8930 ASHTON RD;2951 WELSH RD;Welsh & Tolbut",6.13683214,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,,42447.34765625,1088.11904507079
160,Boniface Piccoli Playground,Boniface Piccoli Playground,N,Boniface Piccoli Playground,Piccoli ,,1935,1500 E CAYUGA ST,19124,1501 E BRISTOL ST,"1501 E BRISTOL ST;O & Bristol",6.01261801,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,24,Y,Y,Y,,41529.10546875,807.022372641094
161,Mayfair Recreation Center,Mayfair Recreation Center,N,Mayfair Recreation Center,Mayfair ,Mayfair Community Center,1905,3000 SAINT VINCENT ST,19149,2901 PRINCETON AVE,"2901 PRINCETON AVE;3015 PRINCETON AVE;2990 SAINT VINCENT ST",6.47532452,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,6,15,Y,Y,Y,"PPR leases land from School District; One of the buildings and fields leased out to Mayfair Community Development Corporation",44761.62890625,936.061607792737
162,Cliveden Park,Cliveden Park,N,Cliveden Park,Cliveden, ,1106,501 E JOHNSON ST,19119,501 E JOHNSON ST,"6400 Chew Ave, Chew & Cliveden",5.95252079,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,14,Y,Y,N,,41161.37109375,849.528773924998
163,Helen G Sturgis Playground,Helen G Sturgis Playground,N,Helen G. Sturgis Playground,Sturgis ,,1960,6420 N 2ND ST,19126,200-20 W 65TH AVE,"200-20 W 65TH AVE;2nd & 65th;210 W 65TH AVE;6460 N 2ND ST",5.84220701,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,40395.296875,800.524090395123
164,Jack Horgan Memorial Field at Old Line Park,Jack Horgan Memorial Field at Old Line Park,N,Jack Horgan Memorial Field at Old Line Park,Horgan,Old Line Park,2558,8730 OLD LINE RD,19128,8730 OLD LINE RD,,6.14692419,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4,4,4,5,Y,Y,N,,42525.64453125,884.778566494596
165,John L Barrett Playground,John L Barrett Playground,N,John L. Barrett Playground,Barrett ,Lindley Playground,1814,700 W DUNCANNON AVE,19120,641 LINDLEY AVE,"8th & Lindley;641 LINDLEY AVE;5200 N FRANKLIN ST;715 W DUNCANNON AVE",5.77557892,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,"8, 9",35,Y,Y,Y,,39912.859375,900.034590358884
166,John J McCreesh Sr Playground,John J McCreesh Sr Playground,N,"John J. McCreesh, Sr. Playground",McCreesh,,508,6744 REGENT ST,19142,6744 REGENT ST,6600 REGENT ST,5.29779326,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,2,12,Y,Y,Y,,36499.89453125,1000.84577385992
167,Parkside Evans Recreation Center,West Fairmount Park,Y,Parkside Evans Recreation Center,Parkside Evans  ,,1930,5271 PARKSIDE AVE,19131,,"5300 PARKSIDE AVE;5301 PARKSIDE AVE",4.01365062,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,19,Y,Y,Y,,27702.26171875,887.881315117961
168,Carroll Park,Carroll Park,N,,Carroll, ,374,5801 W GIRARD AVE,19131,5801 W GIRARD AVE,58th & Girard,5.63620596,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,4,19,Y,Y,N,,38881.91015625,784.14080256605
169,Clearview Park,Clearview Park,N,,Clearview, ,500,7600 BUIST AVE,19153,"7600 BUIST AVE, 7615-21 CHELWYNDE AVE, 7631 CHELWYNDE AVE, 2545 S 77TH ST, 2522 S 76TH ST","77th & Buist;7615-21 CHELWYNDE AVE, 7631 CHELWYNDE AVE, 2545 S 77TH ST, 2522 S 76TH ST",5.58653306,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,N,Lease 16-52,38468.4609375,1557.80121425819
170,Ramonita Negron Rivera Recreation and Community Center,Ramonita Negron Rivera Recreation and Community Center,N,Ramonita Negron Rivera Recreation and Community Center,Rivera,Mann Recreation Center,1941,3201 N 05TH ST,19140,3201 N 05TH ST,5th & Allegheny,5.44707252,NEIGHBORHOOD_PARK,RECREATION_SITE,6,3,7,25,Y,Y,Y,Mann Older Adult Center is also located in the building on this site.,37609.671875,864.047528783927
171,Franklin Delano Roosevelt Playground,Franklin Delano Roosevelt Playground,N,Franklin Delano Roosevelt Playground,Roosevelt ,,1943,4300 HELLERMAN ST,19135,4301 LEVICK ST,"6455 WALKER ST, Levick & Walker;4301 LEVICK ST",5.45401817,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,"2020 Playground, Sprayground, Basketball Courts Renovations Completed.",37685.375,776.139428688373
172,A Albert Cherashore Playground,A Albert Cherashore Playground,N,A. Albert Cherashore Playground,Cherashore ,,1828,900 W CHEW AVE,19141,851 W OLNEY AVE,"851-951 W OLNEY AVE;9th & Olney;960 CHEW AVE",5.24056806,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,36223.6953125,770.965730452634
173,Barnes Foundation Museum,Benjamin Franklin Parkway,Y,The Barnes Foundation Museum,Barnes, ,2805,2051 BENJAMIN FRANKLIN PKY,19130,2025L BENJAMIN FRANKLIN PKWY,2025L BENJAMIN FRANKLIN PKWY,5.39244537,NEIGHBORHOOD_PARK,MUSEUM,7,5,5,9,N,N,N,This is the portion of the Benjamin Franklin Parkway that is associated with the Barnes Foundation Museum.,37188.28515625,820.028822681107
174,William T Granahan Playground,Cobbs Creek Park,Y,William T. Granahan Playground,Granahan ,,1864,6532 CALLOWHILL ST,19151,"338-50 N 65TH ST, 6525-47 VINE ST","65th & Callowhill;338-50 N 65TH ST, 6525-47 VINE ST",5.3086179,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,36619.69140625,1032.55369891358
175,George Connell Park,George Connell Park,N,George Connell Park,Connell, ,955,6401 ELMWOOD AVE,19142,6401 ELMWOOD AVE,64th & Elmwood,5.32086281,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,N,,36655.1015625,762.551852055596
176,West Mill Creek,West Mill Creek,N,West Mill Creek,West Mill Creek,,1970,5100 WESTMINSTER AVE,19139,"525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST","51st & Reno;525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST",5.24408703,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,16,Y,Y,Y,,36173.5703125,1712.71776799838
177,Lonnie Young Recreation Center of East Germantown,Lonnie Young Recreation Center of East Germantown,N,The Lonnie Young Recreation Center of East Germantown,Young,East Germantown Recreation Center,1897,1100 E CHELTEN AVE,19138,1100 E CHELTEN AVE,"Ardleigh St & E Chelten Ave;5650 ANDERSON ST",5.22899521,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,36156.4296875,787.063397056395
178,Carousel House Recreation Center,West Fairmount Park,Y,Carousel House Recreation Center,Carousel,Recreation District HQ,1824,4300 AVENUE OF THE REPUBLIC,19131,,"1601 BELMONT AVE;1701 Belmont Ave;1701-15 BELMONT AVE",5.24415623,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,16,Y,Y,Y,Dept of Rec created in 1987 according to signage,36185.8828125,801.625144802006
179,Eileen Fitzpatrick Playground,Eileen Fitzpatrick Playground,N,Eileen Fitzpatrick Playground,Fitzpatrick ,,1983,12485 ACADEMY RD,19154,3500 ACADEMY RD,"3500 ACADEMY RD;12501 TORREY RD;Academy & Torrey",4.94088539,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,Land is owned by School District-PPR leases. Part of the Decatur School Property.,34210.4921875,762.548454057908
180,11th and Cecil B Moore Playground,11th and Cecil B Moore Playground,N,,11th and CB Moore,11th & Columbia,1135,1737 N 11TH ST,19122,1001-33 CECIL B MOORE AVE,"1001-33 CECIL B MOORE AVE;1701 N 11TH ST",5.18168705,NEIGHBORHOOD_PARK,MISC_PARK,10,6,5,22,Y,Y,Y,Inquiries go to PPR District 6 Administration,35754.375,755.891228616249
181,Waterview Recreation Center,Waterview Recreation Center,N,Waterview Recreation Center,Waterview ,,1980,5826 MCMAHON AVE,19144,5826 MCMAHON AVE,"5820 MCMAHON AVE;Haines & McMahon",5.16464053,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,35706.125,769.244419782271
182,Cohocksink Recreation Center,Cohocksink Recreation Center,N,Cohocksink Recreation Center,Cohocksink ,,1838,2901 CEDAR ST,19134,2901 CEDAR ST,"2889 CEDAR ST, Cedar & Cambria",5.11661966,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,35311.12890625,861.347850726562
183,McMichael Park,McMichael Park,N,,McMichael, ,880,3201 MIDVALE AVE,19129,3201-45 MIDVALE AVE,"3201-45 MIDVALE AVE, Midvale & Henry",5.8436315,NEIGHBORHOOD_PARK,MISC_PARK,4,4,4,39,Y,Y,N,,40368.546875,861.049015268981
184,Stephen E Fotteral Square,Stephen E Fotteral Square,N,Stephen E. Fotteral Square,Fotteral,James Young Memorial Playground,1184,2400 N 11TH ST,19133,2400 N 11TH ST,11th & York,5.06786818,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6,6,5,22,Y,Y,N,,34980.1640625,739.463963673668
185,Lawrence E Murphy Recreation Center,Lawrence E Murphy Recreation Center,N,Lawrence E. Murphy Recreation Center,Murphy,Greenwich Recreation Center,1919,300 SHUNK ST,19148,300 SHUNK ST,"4th & Shunk;2600 S 3RD ST",4.95002527,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,34092.515625,725.6670731015
186,Harrowgate Park,Harrowgate Park,N,,Harrowgate,Gates Park,639,3455 KENSINGTON AVE,19134,3455 KENSINGTON AVE,Tioga & Kensington,4.91227345,NEIGHBORHOOD_PARK,MISC_PARK,5,2,1,24,Y,Y,N,,33915.88671875,753.320045696768
187,48th and Woodland Playground,48th and Woodland Playground,N,"
",48th and Woodland ,Comegys Playground,1804,4740 WOODLAND AVE,19143,4740 WOODLAND AVE,,4.84659469,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,18,Y,Y,Y,,33406.15625,748.801687595013
188,East Poplar Playground,East Poplar Playground,N,East Poplar Playground,East Poplar,,1851,800 N 08TH ST,19123,"882 N 08TH ST, 800 N 08TH ST","820 N 08TH ST, 9th & Parish;882 N 08TH ST",4.84109444,NEIGHBORHOOD_PARK,RECREATION_SITE,10,6,5,6,Y,Y,Y,,33392.6796875,876.00697012957
189,Narcissa S Cruz Recreation Center,Narcissa S Cruz Recreation Center,N,Narcissa S. Cruz Recreation Center,Cruz,Manila Park,908,1401 N 06TH ST,19122,1400-52 N 05TH ST,"1400-52 N 05TH ST;1431 N 06TH ST;6th & Master;1405 N 05TH St;575 MASTER ST",4.80989873,NEIGHBORHOOD_PARK,RECREATION_SITE,10,2,7,26,Y,Y,Y,,33183.89453125,723.559436276664
190,Holmesburg Recreation Center,Holmesburg Recreation Center,N,Holmesburg Recreation Center,Holmesburg ,Crispin School,1873,4510 RHAWN ST,19136,"4500 DECATUR ST, 4500 RHAWN ST","4500 DECATUR ST;4500 RHAWN ST",4.68314212,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,6,15,Y,Y,Y,Archdiocese of Philadelphia leases the fields,32368.74609375,812.586983441221
191,Lardners Point Park,Lardners Point Park,N,,Lardners,,1650,5202 LEVICK ST,19135,6301 MILNOR ST,6301 MILNOR ST,4.96531781,NEIGHBORHOOD_PARK,MISC_PARK,2,2,6,15,Y,Y,N,,34291.8203125,921.259072593352
192,Frederick Cione Playground,Frederick Cione Playground,N,Frederick Cione Playground,Cione ,Aramingo Sqaure,1830,2600 ARAMINGO AVE,19125,2600 ARAMINGO AVE,"Aramingo & Lehigh, 2610 ARAMINGO AVE",4.75223939,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,26,Y,Y,Y,,32793.00390625,944.978676842454
193,Pleasant Playground,Pleasant Playground,N,Pleasant Playground,Pleasant ,,1936,305 SLOCUM ST,19119,6757 CHEW AVE,"6757 CHEW AVE;6750 BOYER ST;332 PLEASANT ST;Boyer & Pleasant",4.75616184,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,32894.05078125,796.310597099573
194,Athletic Recreation Center,Athletic Recreation Center,N,Athletic Recreation Center,Athletic,"Jefferson Baseball Grounds;26th and Master",1811,2626 W JEFFERSON ST,19121,1401-55 N 27TH ST,"1450 N 26TH ST; 1420 N 26TH ST, 1401-55 N 27TH ST",4.6934431,NEIGHBORHOOD_PARK,RECREATION_SITE,7,6,5,22,Y,Y,Y,,32384.578125,714.978562504477
195,Happy Hollow Recreation Center,Happy Hollow Recreation Center,N,Happy Hollow Recreation Center,Happy Hollow ,,1868,4800 WAYNE AVE,19144,4740 WAYNE AVE,"4740 WAYNE AVE, Wayne & Logan",4.5883179,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,39,Y,Y,Y,,31702.01171875,858.304554336292
196,CCA Baldi School Playground,CCA Baldi School Playground,N,,Baldi School, ,2808,8725 VERREE RD,19115,8725 VERREE RD,,4.62363002,NEIGHBORHOOD_PARK,MISC_PARK,1,1,10,7,Y,Y,Y,,32009.97265625,801.800707595058
197,Private Alfred J Simpson Memorial Recreation Center,Private Alfred J Simpson Memorial Recreation Center,N,Private Alfred J. Simpson Memorial Recreation Center,Simpson ,,1954,1010 ARROTT ST,19124,1010 ARROTT ST,"Arrott & Large;1000 ARROTT ST",4.5541604,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,15,Y,Y,Y,,31463.39453125,922.875879648233
198,Reverend M Monkiewicz Recreation Center,Reverend M Monkiewicz Recreation Center,N,Reverend M. Monkiewicz Recreation Center,Monkiewicz ,,1913,3201 RICHMOND ST,19134,"3201 RICHMOND ST, 2855 E ALLEGHENY AVE","2855 E ALLEGHENY AVE;Richmond & Allegheny",9.55699093,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,6,24,Y,Y,Y,,65952.0078125,1602.2729080108
199,Ernest L Tustin Recreation Center,Ernest L Tustin Recreation Center,N,Ernest L. Tustin Recreation Center,Tustin ,,1965,1951 N 60TH ST,19151,5901-29 W COLUMBIA AVE,"5901-29 W COLUMBIA AVE, 59th & Lancaster;5999 W COLUMBIA AVE",4.32380802,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,29837.75,739.621626960358
200,Wharton Square,Wharton Square,N,Wharton Square,Wharton,,305,1300 S 23RD ST,19146,1300 S 23RD ST,"2300 WHARTON ST, 23rd & Wharton",4.29408521,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,29592.375,681.78223897102
201,Mifflin Square,Mifflin Square,N,,Mifflin, ,126,500 WOLF ST,19148,500 WOLF ST,6th & Wolf,4.17189602,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,28736.80078125,671.921971110184
202,Belfield Recreation Center,Belfield Recreation Center,N,,Belfield,,1815,2109 W CHEW AVE,19138,"2109 W CHEW AVE, 5801 N BEECHWOOD ST","21st & Chew, 5801 N BEECHWOOD ST",4.01472904,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,35,Y,Y,Y,,27754.3359375,1022.03696861257
203,Overington Park,Overington Park,N,,Overington,Oaklands,299,4600 LEIPER ST,19124,4600 LEIPER ST,Orthodox & Leiper,4.12414744,NEIGHBORHOOD_PARK,MISC_PARK,3,3,7,15,Y,Y,N,,28489.21484375,672.543712405665
204,Columbus Square,Columbus Square,N,Christopher Columbus - Anthony DiProspero Playground,Columbus,"Passyunk Square;Columbus/DiProspero",966,1200 WHARTON ST,19147,1200 WHARTON ST,"1300 S 12TH ST;1201 W REED ST",4.11153347,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,,28332.359375,666.851224146249
205,Dr Nicola Capitolo Playground,Dr Nicola Capitolo Playground,N,Dr. Nicola Capitolo Playground,Capitolo ,,501,900 FEDERAL ST,19147,900 FEDERAL ST,10th & Federal,4.09199123,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,,28198.2265625,652.990126661673
206,George A Vare Recreation Center,George A Vare Recreation Center,N,George A. Vare Recreation Center,Vare ,,1966,2600 MORRIS ST,19145,2600 MORRIS ST,26th & Morris,4.10769392,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,28304.359375,667.187509629329
207,Mount Airy Playground,Mount Airy Playground,N,Mount Airy Playground,Mt Airy ,,1917,7001 GERMANTOWN AVE,19119,7001 GERMANTOWN AVE,Germantown & Sedgwick,4.06203971,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,28093.95703125,692.811654402257
208,Hillside Recreation Center,Hillside Recreation Center,N,Hillside Recreation Center,Hillside,,1872,201 FOUNTAIN ST,19127,201 FOUNTAIN ST,Fountain & Fowler,4.07981644,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,28196.57421875,833.168724674941
209,Rodin Museum,Benjamin Franklin Parkway,Y,Rodin Museum,Rodin, ,3465,2151 BENJAMIN FRANKLIN PKY,19130,N/A,22nd & Benjamin Franklin Parkway,4.16432693,NEIGHBORHOOD_PARK,MUSEUM,7,5,5,9,N,N,N,This is the portion of the Benjamin Franklin Parkway that is associated with the Rodin Museum. See Street Legal Card for the 22nd and Hamilton 'wedge',28719.8984375,756.229970257842
210,Stephen Girard Park,Stephen Girard Park,N,,S Girard,"Girard Estates;The Place;Farmhouse",510,2101 SHUNK ST,19145,2101 SHUNK ST,"2100 SHUNK ST;22nd & Porter",4.020306,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,7,2,1,Y,Y,N,,27693.33984375,658.75314457575
211,Commodore John Barry Playground,Commodore John Barry Playground,N,Commodore John Barry Playground,Barry ,,262,2838 S 18TH ST,19145,1800 JOHNSTON ST,"1800 JOHNSTON ST, 18th & Bigler",4.01254821,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,1,Y,Y,Y,,27636.18359375,657.272497977994
212,Senator William Vincent Mullin Playground,Senator William Vincent Mullin Playground,N,Senator William Vincent Mullin Playground,Mullin ,,1918,4301 PRINCETON AVE,19135,4301 PRINCETON AVE,"4301 PRINCETON AVE, Princeton & Walker",3.89357716,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,26908.62109375,826.838501245818
213,Joseph C McIlvain Playground,Joseph C McIlvain Playground,N,Joseph C. McIlvain Playground,McIlvain ,Frankford Playground,1907,5200 N PENN ST,19124,5200 N PENN ST,,3.85388933,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,7,15,Y,Y,Y,,26628.27734375,716.699281090308
214,Marie Dendy Recreation Center,Marie Dendy Recreation Center,N,Marie Dendy Recreation Center,Dendy,Schwartz,1902,1591 N 10TH ST,19122,1501-39 N 10TH ST,"1501-39 N 10TH ST;10th & Oxford;1515 N 10TH ST",3.74316433,NEIGHBORHOOD_PARK,RECREATION_SITE,10,6,5,26,Y,Y,Y,,25826.03125,656.766291218855
215,Dan Shissler Recreation Center,Dan Shissler Recreation Center,N,Dan Shissler Recreation Center,Shissler,Kensington Recreation Center,1844,1826 BLAIR ST,19125,1800-56 BLAIR ST,"1800-56 BLAIR ST, 1800 BLAIR ST; Blair & Berks",3.89754582,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,7,26,Y,Y,Y,,26893.00390625,988.883660085742
216,Solomon Sacks Playground,Solomon Sacks Playground,N,Solomon Sacks Playground,Sacks ,,1947,400 WASHINGTON AVE,19147,400 WASHINGTON AVE,4th & Washington,3.73851602,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,25762.4765625,641.335411166527
217,Victor J Moss Memorial Field,Victor J Moss Memorial Field,N,Victor J. Moss Memorial Field,Moss ,,1916,5726 TORRESDALE AVE,19135,5700 TORRESDALE AVE,"5700 TORRESDALE AVE;Torresdale & Cheltenham",3.69441502,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,Site renovations in 10/2019.,25520.21484375,640.892025119559
218,Daniel E Rumph II Recreation Center,Daniel E Rumph II Recreation Center,N,Daniel E. Rumph II Recreation Center,Rumph,Otto T. Mallery Playground,1945,108 E JOHNSON ST,19144,100-70 E JOHNSON ST,"100-70 E JOHNSON ST, Morton & Johnson",3.67815928,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,25431.51171875,637.162135870578
219,Dorothy Emanuel Recreation Center,Dorothy Emanuel Recreation Center,N,Dorothy Emanuel Recreation Center,Emanuel,Dorothy Emanuel Recreation and Teen Center,1849,8545 PROVIDENT ST,19150,8500 PICKERING AVE,"8500 PICKERING AVE;8532 PICKERING AVE;Pickering & Gowen",3.67859759,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,9,14,Y,Y,Y,School District Land - PPR Leases,25459.609375,635.803095929423
220,Francisville Recreation Center,Francisville Recreation Center,N,Francisville Recreation Center,Francisville ,Francisville Playground,1859,1822 WYLIE ST,19130,1737-39 FRANCIS ST,"1737-39 FRANCIS ST, Francis & Stanley",3.68158443,NEIGHBORHOOD_PARK,RECREATION_SITE,7,6,5,9,Y,Y,Y,,25395.84375,635.975307920443
221,Sister Clara Muhammad Square,Sister Clara Muhammad Square,N,Sister Clara Muhammad Square,Muhammad,Durham Square,484,1035 N 48TH ST,19131,4700-30 LANCASTER AVE,"4700-30 LANCASTER AVE, 47th & Lancaster",3.59835117,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8,8,3,16,Y,Y,N,,24823.7421875,681.904065902907
222,Harpers Hollow Park,Harpers Hollow Park,N,,Harpers Hollow,,860,5850 OGONTZ AVE,19141,5850 OGONTZ AVE,Ogontz & Conlyn,3.60079802,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,8,35,Y,Y,N,,24892.3359375,948.249227190264
223,Joseph Deni Recreation Center,Joseph Deni Recreation Center,N,Joseph Deni Recreation Center,Deni ,,1846,1381 RUAN ST,19124,"1381 RUAN ST, 1385 RUAN ST","Adams & Church;1385 RUAN ST;1409 RUAN ST",3.5211193,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,15,Y,Y,Y,,24320.20703125,689.437420054931
224,James Allen Shuler Playground,James Allen Shuler Playground,N,James Allen Shuler Playground,Shuler ,Whittier Playground,1878,3025 N 27TH ST,19132,2901 N 29TH ST,"2901 N 29TH ST, 27th & Clearfield, 3000 N 27TH ST",2.99199934,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,4,39,Y,Y,Y,,20659.51171875,591.785175654949
225,Marian Anderson Recreation Center,Marian Anderson Recreation Center,N,Marian Anderson Recreation Center,M Anderson,,1901,776 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST",3.36090347,NEIGHBORHOOD_PARK,RECREATION_SITE,7,7,2,17,Y,Y,Y,,23165.82421875,605.045803981513
226,John Dickinson Square,John Dickinson Square,N,,Dickinson,,960,1600 E MOYAMENSING AVE,19148,1600 E MOYAMENSING AVE,4th & Tasker,3.33035697,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,22945.62109375,606.105206960087
227,Disston Recreation Center,Disston Recreation Center,N,Disston Recreation Center,Disston Rec, ,1847,4500 DISSTON ST,19135,4423 LONGSHORE AVE,4423 LONGSHORE AVE,3.33071347,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,Renovations completed in 10/2020,23015.9765625,606.01935435003
228,Feltonville Recreation Center,Feltonville Recreation Center,N,Feltonville Recreation Center,Feltonville,,1853,283 E WYOMING AVE,19120,231-37 E WYOMING AVE,"231-37 E WYOMING AVE, 235 E WYOMING AVE",3.27939271,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,25,Y,Y,Y,,22657.046875,639.562083970132
229,Walter Palumbo Recreation Center,Walter Palumbo Recreation Center,N,Walter Palumbo Recreation Center,W Palumbo,"Frank Palumbo, Jr. Recreation Center;Palumbo Recreation Center;Walter 'Chief' Palumbo",1927,700 S 09TH ST,19147,700 S 09TH ST,"9th & Bainbridge;900 BAINBRIDGE ST",3.22102789,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,"Originally Frank Palumbo Recreation Center, later renamed to Walter Palumbo Recreation Center. Historic Designation for the sports field area on 12/2021.",22201.2421875,593.555166246199
